error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
missing_low,miss-drop,0.15,0,10,0.01,50,200,20,0.9099999999999999,0.365,1.6301249999999994,0.0,0.7085427135678392,1.091,0.005
missing_low,miss-drop,0.15,0,25,0.01,50,200,20,2.39,1.024875,3.9702499999999983,0.0,1.28125,1.0956000000000001,0.04
missing_low,miss-drop,0.3,0,10,0.01,50,200,20,1.05,0.549875,1.5751249999999994,0.0,1.05,1.105,0.0
missing_low,miss-drop,0.3,0,25,0.01,50,200,20,3.995,2.1596249999999997,6.190499999999997,0.0,2.717277486910995,1.1598,0.045
missing_mcar,miss-drop,0.15,0,10,0.01,50,200,20,2.3950000000000005,1.609875,3.2550000000000003,0.0,2.395,1.2394999999999998,0.0
missing_mcar,miss-drop,0.15,0,25,0.01,50,200,20,4.525,2.81975,6.3801250000000005,1.0,3.074074074074074,1.181,0.055
missing_mcar,miss-drop,0.3,0,10,0.01,50,200,20,3.5200000000000005,2.57,4.475125,0.0,3.1313131313131315,1.3519999999999999,0.01
missing_mcar,miss-drop,0.3,0,25,0.01,50,200,20,8.955000000000002,6.709874999999999,11.369999999999997,5.0,5.9314285714285715,1.3581999999999999,0.125
