run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5
1e585097-0a3d-4363-8ac1-4096f9103395,hartmann_6,value,logei,10,exact,True,,none,0.0,0,50,0,1,2,1.194384138562719,7.956625141880347,0.0105388214115897,217.1661688018754,4.3433233760375085,109.04737619472783,2.225456657035262,0.0105388214115897,109.04737619472783,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694
5ee0a4cb-04e2-4c1d-9c93-86599240ff09,hartmann_6,value,logei,10,exact,False,ceil0.9-anchored,gaussian,0.25,0,50,0,1,2,1.194384138562719,7.137459782046098,0.8297041812458392,212.6462729502076,4.252925459004151,165.8471762468852,3.3846362499364324,0.8916882057366875,170.38985051760002,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694
afa6a7cf-1a52-4da0-981a-64b9e6bffa27,hartmann_6,value,logei,10,exact,False,ceil0.9-fixed,gaussian,0.25,0,50,0,1,2,1.194384138562719,2.676439273214965,5.290724690076972,344.6095375024949,6.892190750049898,287.4906958505877,5.867157058175259,6.652063203719317,331.9769570227289,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694
195c1419-5c1f-42a1-86bd-e5540e3c5c87,hartmann_6,value,logei,10,exact,False,ceil0.9-anchored,gaussian,1.0,0,50,0,1,2,1.194384138562719,7.089835943122359,0.8773280201695783,282.8579482127336,5.657158964254672,139.27378843060015,2.842322212869391,6.534758167618088,322.92288235259014,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694
254d31e1-8567-4f1c-b6ad-6cbbcd0b215e,hartmann_6,value,logei,10,exact,False,ceil0.9-fixed,gaussian,1.0,0,50,0,1,2,1.194384138562719,6.42379012163993,1.5433738416520075,314.6112870080948,6.292225740161896,169.81356176864762,3.4655828932377064,6.652063203719317,332.7736040316853,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694
c6b81757-23af-41fe-ad9c-f8c0b7b3cbec,hartmann_6,value,logei,11,exact,True,,none,0.0,0,50,0,1,2,0.9136168966722205,7.919294039085956,0.0478699242059814,194.87154118597005,3.897430823719401,80.73586686584336,1.6476707523641503,0.0478699242059814,80.73586686584336,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696
113c062b-9a82-4f91-8fc3-de081293e2ef,hartmann_6,value,logei,11,exact,False,ceil0.9-anchored,gaussian,0.25,0,50,0,1,2,0.9136168966722205,6.563590390364671,1.4035735729272665,218.97881539316245,4.379576307863249,127.77280689522819,2.607608303984249,3.6768361549386857,195.64914405032917,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696
7be364f6-a617-4ee3-9ffe-45ee3ccf7b58,hartmann_6,value,logei,11,exact,False,ceil0.9-fixed,gaussian,0.25,0,50,0,1,2,0.9136168966722205,4.241177532735228,3.725986430556709,308.12736427711485,6.162547285542297,218.71475375645386,4.463566403192936,6.395861733341463,313.3972249337317,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696
cbc4c8ea-7fba-4532-9d3e-77d952d1632b,hartmann_6,value,logei,11,exact,False,ceil0.9-anchored,gaussian,1.0,0,50,0,1,2,0.9136168966722205,4.659599799430294,3.3075641638616435,259.5458134979599,5.190916269959198,206.74104796174865,4.21920506044385,4.360772872566001,228.0940706299169,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696
7f278f97-9599-4cf1-8f62-e8121c4812ea,hartmann_6,value,logei,11,exact,False,ceil0.9-fixed,gaussian,1.0,0,50,0,1,2,0.9136168966722205,4.227135662978184,3.740028300313753,335.7847498212245,6.7156949964244905,205.83597089610944,4.200734099920601,6.395861733341463,313.3972249337317,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696
9f701d8b-b705-4cc7-970c-51a7af932613,hartmann_6,value,logei,7,exact,True,,none,0.0,0,50,0,1,2,0.8963942168515511,6.5786538351507815,1.3885101281411556,342.3394646378324,6.8467892927566485,127.56859475036408,2.6034407091911036,1.3885101281411556,127.56859475036408,"x0,x1,x2,x3,x4,x5",-0.6198301620390922,-0.0759853825868092,0.021383738506852712,0.24272776285312897,0.002866141908088149,-0.5951278332954886
