iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.5820935417574096,0.5820935417574096,0.5820935417574096,0.0,False,True,0.0,ucb,0.0,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,2.3754062398245077,2.3754062398245077,2.3754062398245077,2.3754062398245077,0.5820935417574096,2.3754062398245077,moving_peaks
2,0.7160746296035653,0.9153801204905075,0.8603936491828846,0.9182376290487624,-1.7533142604314562,-1.7533142604314562,-1.7533142604314562,0.0,False,True,0.0,ucb,0.0,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,4.710814042013373,7.086220281837881,2.3754062398245077,3.5431101409189405,0.5820935417574096,2.3754062398245077,moving_peaks
3,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.2079070575845398,-0.2079070575845398,-0.2079070575845398,0.0,False,True,0.0,ucb,0.0,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,3.165406839166457,10.251627121004338,2.3754062398245077,3.4172090403347792,0.5820935417574096,2.3754062398245077,moving_peaks
4,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,-1.237839174948896,-1.237839174948896,-1.237839174948896,0.0,False,True,0.0,ucb,0.0,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,4.195338956530813,14.446966077535151,2.3754062398245077,3.611741519383788,0.5820935417574096,2.3754062398245077,moving_peaks
5,0.31560348997827314,0.7053337045894538,0.2991810731982467,0.7407484828757487,0.5047849674529105,0.5047849674529105,0.5047849674529105,0.0,False,True,0.0,ucb,0.0,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,2.4527148141290067,16.899680891664158,2.3754062398245077,3.3799361783328314,0.5820935417574096,2.3754062398245077,moving_peaks
6,0.7468967077385334,0.30445211465775956,0.23981369869660868,0.9508746933255771,0.7191217899416891,,0.7191217899416891,0.0,False,True,,ucb,0.2520206999615766,False,True,-1.3409341920454079,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,2.2383779916402284,19.138058883304385,2.2383779916402284,3.1896764805507307,0.5820935417574096,2.3754062398245077,moving_peaks
7,0.6999381092270468,0.5581823192533586,0.5344480656806683,0.8279293999357583,0.12848458685376407,0.12848458685376407,0.12848458685376407,0.0,False,True,0.0,ucb,0.3608124000020325,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,2.829015194728153,21.96707407803254,2.2383779916402284,3.138153439718934,0.5820935417574096,2.3754062398245077,moving_peaks
8,0.10209619267977633,0.2434941523793235,0.7511456491141757,0.9387875986987809,0.2904985861028806,,0.2904985861028806,0.0,False,True,,ucb,0.44182970002293587,False,True,-1.237839174948896,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,2.6670011954790365,24.634075273511577,2.2383779916402284,3.079259409188947,0.5820935417574096,2.3754062398245077,moving_peaks
9,0.18601406573274012,0.9209094670291483,0.38210993663063697,0.45073321640727065,0.5096260919398544,0.5096260919398544,0.5096260919398544,0.0,False,True,0.0,ucb,0.2331662999931723,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,2.447873689642063,27.08194896315364,2.2383779916402284,3.0091054403504045,0.5820935417574096,2.3754062398245077,moving_peaks
10,0.0,0.7720867516640771,0.22672682963416046,0.6083171765176013,-0.8121804880123397,-0.8121804880123397,-0.8121804880123397,0.0,False,True,0.0,ucb,0.22563260002061725,False,False,,9,b552e9f1-2243-406e-b009-c5bbf7e3ea37,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,3.769680269594257,30.851629232747896,2.2383779916402284,3.0851629232747895,0.5820935417574096,2.3754062398245077,moving_peaks
