iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,1.1506869190764826,True,0.6368928558187619,logei,0.0,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,0.007345543155252321,True,0.32111131013857835,logei,0.0,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.7830172115307223,True,-0.31031608409289924,logei,0.0,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-1.203306137085185,True,-0.5866379330308287,logei,0.0,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.6428641169816882,True,-0.036203077436117725,logei,0.0,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.1334120744241086,0.604538171205657,0.5018850967433225,0.5646569309841333,-0.020664506386719572,True,-0.5853214373708528,logei,0.3155587999499403,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5646569309841333,2.4902440111715944,19.260750796713587,2.4902440111715944,3.2101251327855977,0.5137940632577207,2.541106878898007,hartmann_3
7,0.1293134377159174,0.5155395012754818,0.586110780711692,0.48951705179017607,0.34718193480819554,True,-0.14233511698198054,logei,0.5411223000264727,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.5646569309841333,2.5653838903655517,21.82613468707914,2.4902440111715944,3.118019241011306,0.5137940632577207,2.541106878898007,hartmann_3
8,0.12357604619926263,0.4222150039238195,0.674313955199362,0.8907128197754788,1.8832615279552243,True,0.9925487081797455,logei,0.2210590000031516,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.8907128197754788,2.164188122380249,23.99032280945939,2.164188122380249,2.9987903511824237,0.8907128197754788,2.164188122380249,hartmann_3
9,0.12595498020948692,0.4532295481481063,0.645035180903435,0.6976157559620818,1.455969577364112,True,0.7583538214020301,logei,0.23310910002328455,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.8907128197754788,2.357285186193646,26.347607995653036,2.164188122380249,2.927511999517004,0.8907128197754788,2.164188122380249,hartmann_3
10,0.08812298214142465,0.38048006367560844,0.7114815593390797,1.1139075243547865,1.8141930802993707,True,0.7002855559445842,logei,0.21350620000157505,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.1139075243547865,1.9409934178009411,28.288601413453975,1.9409934178009411,2.8288601413453973,0.8907128197754788,2.164188122380249,hartmann_3
11,0.16460187382783065,0.37758765019780305,0.7591520257160772,1.611027603970487,3.1975011933284887,True,1.5864735893580018,logei,0.23270140000386164,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.611027603970487,1.4438733381852407,29.732474751639216,1.4438733381852407,2.7029522501490195,1.611027603970487,1.4438733381852407,hartmann_3
12,0.20903704480034013,0.3592034627061194,0.8398898946631588,1.8682281735154207,0.41462995030147054,True,-1.4535982232139502,logei,0.2683229999965988,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.8682281735154207,1.186672768640307,30.919147520279523,1.186672768640307,2.57659562668996,1.611027603970487,1.4438733381852407,hartmann_3
13,0.4015684046307445,0.4525024633712404,0.7657825639764423,2.123241834764073,2.6403602349408635,True,0.5171184001767903,logei,0.38068509998265654,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.123241834764073,0.9316591073916545,31.850806627671176,0.9316591073916545,2.450062048282398,1.611027603970487,1.4438733381852407,hartmann_3
14,0.0,0.2347697422644078,0.7678287063317444,0.48994097003384696,-1.4958772289297455,True,-1.9858181989635924,logei,0.2887959000072442,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.123241834764073,2.5649599721218808,34.41576659979306,0.9316591073916545,2.4582690428423613,1.611027603970487,1.4438733381852407,hartmann_3
15,0.2485050535950255,0.4138294757579917,0.7509502118622134,1.7696839860322995,1.4034140795973975,True,-0.366269906434902,logei,0.21297500003129244,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.123241834764073,1.2852169561234281,35.70098355591649,0.9316591073916545,2.3800655703944327,1.611027603970487,1.4438733381852407,hartmann_3
16,0.14693342516788443,0.522165196081126,0.753457601175511,2.2613169736828267,1.9785052366760905,True,-0.28281173700673623,logei,0.3505529999965802,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.2613169736828267,0.7935839684729009,36.49456752438939,0.7935839684729009,2.280910470274337,1.611027603970487,1.4438733381852407,hartmann_3
17,0.0,0.44923796746320266,0.7473006858218537,1.9107411052608012,2.0076620577518733,True,0.09692095249107213,logei,0.26648109999950975,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.2613169736828267,1.1441598368949264,37.63872736128432,0.7935839684729009,2.214042785957901,1.611027603970487,1.4438733381852407,hartmann_3
18,0.5379023650242081,0.44735613874266544,0.7390661935457833,1.7198920684654868,1.7570953363776594,True,0.037203267912172544,logei,0.25573829998029396,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.2613169736828267,1.3350088736902408,38.97373623497456,0.7935839684729009,2.1652075686096977,1.611027603970487,1.4438733381852407,hartmann_3
19,0.08140955627522711,0.446748005374219,0.7462554184524739,1.8996789166084296,1.5650697164849041,True,-0.33460920012352546,logei,0.4467762000276707,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.2613169736828267,1.155222025547298,40.128958260521856,0.7935839684729009,2.112050434764308,1.611027603970487,1.4438733381852407,hartmann_3
20,0.2673878231964371,0.4417142776832615,0.7412414243382593,1.8070615119847337,2.930926589194825,True,1.123865077210091,logei,0.2710763000068255,False,0.75,11,a579b571-e318-4ca4-8ef8-72614c3ec055,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.2613169736828267,1.2478394301709939,41.37679769069285,0.7935839684729009,2.0688398845346425,1.611027603970487,1.4438733381852407,hartmann_3
