iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,-4.3547103261587505,True,-4.868504389416471,qnei,0.0,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,0.7062310062251993,True,1.0199967732085253,qnei,0.0,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,-0.31376576698332603,3.3686667091390534,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,2.7083709554176254,True,3.1810720828554486,qnei,0.0,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,-0.4727011274378231,3.527602069593551,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-5.716502318859691,True,-5.0998341148053346,qnei,0.0,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,-0.4727011274378231,3.527602069593551,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-3.529645283649139,True,-2.922984244103569,qnei,0.0,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,-0.4727011274378231,3.527602069593551,hartmann_3
6,0.12487794259590197,0.08101409347931574,0.9983873375449199,-0.7656138488507988,3.713426387904412,True,4.4790402367552105,qnei,0.24251919996459037,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.8205147910065262,20.59102157654852,2.541106878898007,3.4318369294247533,-0.7656138488507988,3.8205147910065262,hartmann_3
7,0.14544067001100755,0.07878156854319475,0.6610795586486324,-0.6607414545387676,2.9864890250554197,True,3.6472304795941874,qnei,0.23927960003493354,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.7156423966944954,24.306663973243015,2.541106878898007,3.472380567606145,-0.7656138488507988,3.8205147910065262,hartmann_3
8,0.09178524927549345,0.0,1.0,-0.8916643585775154,-5.2763890183368884,True,-4.384724659759373,qnei,0.21510719996877015,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.946565300733243,28.25322927397626,2.541106878898007,3.5316536592470325,-0.7656138488507988,3.8205147910065262,hartmann_3
9,0.04747866569882842,0.09791416233784857,0.9171939587747202,-0.5149945977336465,0.4102763989254473,True,0.9252709966590938,qnei,0.27224049996584654,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.569895539889374,31.823124813865633,2.541106878898007,3.5359027570961814,-0.7656138488507988,3.8205147910065262,hartmann_3
10,0.15699791034054034,0.11597498755682417,1.0,-0.6876080451685664,14.49745151451454,True,15.185059559683106,qnei,0.2655595999676734,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.7425089873242943,35.565633801189925,2.541106878898007,3.5565633801189924,-0.6876080451685664,3.7425089873242943,hartmann_3
11,0.17788922814007874,0.13129711491561274,1.0,-0.6454857685099319,6.189259766585483,True,6.834745535095415,qnei,0.25894400000106543,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.7003867106656596,39.26602051185559,2.541106878898007,3.5696382283505077,-0.6876080451685664,3.7425089873242943,hartmann_3
12,0.15765343897849907,0.10834879635572575,1.0,-0.7071038724379888,6.3089454437008765,True,7.016049316138865,qnei,0.40270689997123554,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.762004814593716,43.0280253264493,2.541106878898007,3.5856687772041087,-0.6876080451685664,3.7425089873242943,hartmann_3
13,0.16261911130825238,0.17491188217866585,1.0,-0.5018636171129457,1.1269027041832218,True,1.6287663212961676,qnei,0.2529389000264928,False,0.75,11,7325e707-bb8c-4c24-a1ba-958cc133ebcb,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.5567645592686734,46.584789885717974,2.541106878898007,3.5834453758244598,-0.6876080451685664,3.7425089873242943,hartmann_3
