iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,-0.07604682222794673,True,-0.38321315293923613,qnei,0.0,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-2.539869478654062,True,-1.6695383691153798,qnei,0.0,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,0.2791969899376305,True,0.57011042287482,qnei,0.0,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,-0.2909134329371896,3.345814375092917,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-1.6645618184943318,True,-0.767188498966254,qnei,0.0,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,-0.2909134329371896,3.345814375092917,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,0.5131622946036623,True,-1.1430422039197634,qnei,0.0,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.5608088930729584,1.0,0.7119808858556413,-0.05422502915901654,-0.2585231721744328,True,-0.2042981430154163,qnei,0.2557068000314757,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.1091259713147443,18.478877714862616,1.398696443632302,3.0798129524771025,1.6562044985234257,1.398696443632302,hartmann_3
7,0.6624804345680633,0.5476807467504852,0.6880627260265532,1.099793199931021,0.6391427883723142,True,-0.4606504115587069,qnei,0.2388871000148356,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.9551077422247065,20.433985457087324,1.398696443632302,2.9191407795839033,1.099793199931021,1.9551077422247065,hartmann_3
8,0.5945663397888706,0.6013087767212365,0.18927404969289596,-0.9022252159373176,-2.221845991968499,True,-1.3196207760311813,qnei,0.2397241999860853,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.957126158093045,24.39111161518037,1.398696443632302,3.0488889518975464,1.099793199931021,1.9551077422247065,hartmann_3
9,0.5221281732076908,0.5745131058915619,0.5220313514316242,-0.011413102646950425,1.7779667235964958,True,1.7893798262434462,qnei,0.49298630002886057,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.066314044802678,27.45742565998305,1.398696443632302,3.05082507333145,-0.011413102646950425,3.066314044802678,hartmann_3
10,0.10672100647222466,0.39315379126877775,0.5226235460853504,-0.3932383867497056,0.48733779990772425,True,0.8805761866574299,qnei,0.37424400000600144,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.4481393289054334,30.905564988888482,1.398696443632302,3.0905564988888483,-0.011413102646950425,3.066314044802678,hartmann_3
11,0.7158103515483117,0.3129532329891361,0.5336280669176973,-0.6445142544917615,1.0246115461052785,True,1.66912580059704,qnei,0.41984360001515597,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.699415196647489,34.60498018553597,1.398696443632302,3.145907289594179,-0.011413102646950425,3.066314044802678,hartmann_3
12,0.4264033735709689,0.7448932897602274,0.5345205389996227,1.0963402644310507,1.3916688218159636,True,0.2953285573849129,qnei,0.37786300003062934,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.958560677724677,36.56354086326065,1.398696443632302,3.046961738605054,-0.011413102646950425,3.066314044802678,hartmann_3
13,0.4582860157718454,0.4690769295245308,0.4961482754689465,-0.3889064759775831,0.5170273039026597,True,0.9059337798802428,qnei,0.2759669999941252,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.4438074181333107,40.00734828139396,1.398696443632302,3.0774883293379967,-0.011413102646950425,3.066314044802678,hartmann_3
14,1.0,0.7179529450459154,0.5491288403872978,-0.5660968766058228,-2.7513808312487065,True,-2.185283954642884,qnei,0.3406521999859251,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,3.62099781876155,43.62834610015551,1.398696443632302,3.1163104357253935,-0.011413102646950425,3.066314044802678,hartmann_3
15,0.5670075405296169,0.6578912904623591,0.5428993608275873,0.29991442588383443,1.429999034933885,True,1.1300846090500505,qnei,0.3865872999886051,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.7549865162718934,46.3833326164274,1.398696443632302,3.0922221744284935,-0.011413102646950425,3.066314044802678,hartmann_3
16,0.37870060826750757,0.5977266621373141,0.6848815238503764,1.4109524148304509,2.054272045481988,True,0.6433196306515372,qnei,0.18416559998877347,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.6439485273252767,48.02728114375268,1.398696443632302,3.0017050714845426,1.4109524148304509,1.6439485273252767,hartmann_3
17,0.1946812121467523,0.6444746701416034,0.7468322353161454,2.095115132874757,2.8167913646128806,True,0.7216762317381238,qnei,0.22620469995308667,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.095115132874757,0.9597858092809708,48.987066953033654,0.9597858092809708,2.881592173707862,2.095115132874757,0.9597858092809708,hartmann_3
18,0.14346687163925906,0.5175172759315096,0.8360797281835529,2.9798295800950965,4.129425629070421,True,1.1495960489753245,qnei,0.23656230000779033,False,0.75,10,682d3d59-63e8-4136-9c72-2d60e12b2cfe,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2",3.0549009421557276,2.9798295800950965,0.07507136206063114,49.06213831509429,0.07507136206063114,2.7256743508385717,2.9798295800950965,0.07507136206063114,hartmann_3
