iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-1.281808636645226,True,-0.8875804616605367,qnei,0.0,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,12.53080782095482,True,10.792940018642277,qnei,0.0,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,1.953899309741216,True,2.9410018459201615,qnei,0.0,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,5.709194504113679,True,6.617980216077033,qnei,0.0,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,-2.2901007435054157,True,-2.5711443618388934,qnei,0.0,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,0.8589015899865472,0.8033150250213151,1.0,0.1945446613607107,-0.3727291345980519,True,-0.5672737959587626,qnei,0.2847129000001587,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.860356280795017,18.40606599405462,1.3170331398431838,3.0676776656757703,1.7378678023125438,1.3170331398431838,hartmann_3
7,0.8994673233660222,0.6852876667460646,0.8927924970572034,2.0818420554544566,6.735202901548872,True,4.653360846094415,qnei,0.3735318999970332,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,2.0818420554544566,0.973058886701271,19.379124880755892,0.973058886701271,2.768446411536556,1.7378678023125438,1.3170331398431838,hartmann_3
8,0.31322099243463414,0.7274972376581889,0.9038791255507728,1.887969591171244,4.925252856910879,True,3.0372832657396347,qnei,0.4561496000387706,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,2.0818420554544566,1.1669313509844836,20.546056231740376,0.973058886701271,2.568257028967547,1.7378678023125438,1.3170331398431838,hartmann_3
9,0.7915271691213226,0.7258386386771015,0.764514119457868,1.2596059965637032,1.700537138276214,True,0.4409311417125108,qnei,0.26785939995897934,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,2.0818420554544566,1.7952949455920244,22.3413511773324,0.973058886701271,2.4823723530369333,1.7378678023125438,1.3170331398431838,hartmann_3
10,0.7402841496176213,0.8269909392777066,0.92492445976437,0.7009090883668457,-12.815677905712217,True,-13.516586994079063,qnei,0.43416800000704825,False,0.75,9,ef8fd478-abf5-4707-b4f5-26f3c7d3e3b3,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1,x2",3.0549009421557276,2.0818420554544566,2.353991853788882,24.695343031121283,0.973058886701271,2.469534303112128,1.7378678023125438,1.3170331398431838,hartmann_3
