dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
hartmann_3,value,exact,slip,0,0.01,qnei,5,2,1.4,0.3999999999999999,1.6,1.8785789525135161,-0.016049693706962742,0.0383383459696636,23.1126263268282,0.0,True
hartmann_3,value,exact,slip,0,0.01,logei,5,2,1.6,0.6000000000000001,1.4,2.0422181802041925,1.198809217260063,0.04167792204498355,22.535371537555204,0.0,False
hartmann_3,value,exact,slip,0,0.05,qnei,5,2,1.4,0.3999999999999999,1.4,6.716758786133563,4.587219725376951,0.13707670992109314,27.950806160448245,0.0,True
hartmann_3,value,exact,slip,0,0.05,logei,5,2,1.6,0.6000000000000001,1.6,8.2364790891724,3.0151963176032375,0.16809140998311017,28.729632446523407,0.0,False
hartmann_3,value,exact,slip,0,0.15,qnei,5,2,1.4,0.3999999999999999,1.4,15.273207391292027,10.090927789040357,0.31169811002636794,36.50725476560672,0.0,True
hartmann_3,value,exact,slip,0,0.15,logei,5,2,1.6,0.6000000000000001,1.6,16.348201300370867,13.076572325245174,0.33363676123205854,36.84135465772188,0.0,False
hartmann_3,value,exact,slip,0,0.4,logei,5,2,1.4,0.3999999999999999,1.4,29.13195980273117,27.940673953679145,0.5945297918924728,49.62511316008217,0.0,True
hartmann_3,value,exact,slip,0,0.4,qnei,5,2,1.6,0.6000000000000001,1.6,33.11456229526158,45.42197677718534,0.6758073937808486,54.34860966957626,0.0,False
hartmann_3,value,exact,slip,20,0.01,logei,5,2,1.2,0.19999999999999996,1.4,0.048534010732451095,0.03889056762290721,0.0016735865769810718,20.541687368083462,0.0001054440874929008,True
hartmann_3,value,exact,slip,20,0.01,qnei,5,2,1.8,0.8,1.6,0.12932544193495268,0.1185592745196935,0.004440621252484934,21.363372816249637,0.11138514630116589,False
hartmann_3,value,exact,slip,20,0.05,logei,5,2,1.2,0.19999999999999996,1.4,0.14216536844909305,0.14165238096147093,0.004902254084451491,20.635318725800104,-0.0752935955271817,True
hartmann_3,value,exact,slip,20,0.05,qnei,5,2,1.8,0.8,1.6,0.16530787813755304,0.21255044158239933,0.0056813949146436015,21.39935525245224,-0.028312947271223743,False
hartmann_3,value,exact,slip,20,0.15,logei,5,2,1.4,0.3999999999999999,1.4,0.276036190979125,0.14165238096147093,0.009518489344107772,20.76918954833014,-0.1162802848914984,True
hartmann_3,value,exact,slip,20,0.15,qnei,5,2,1.6,0.6000000000000001,1.6,0.20996157784660346,0.21255044158239933,0.007221177663231546,21.44400895216129,0.08025516228518821,False
hartmann_3,value,exact,slip,20,0.4,logei,5,2,1.4,0.3999999999999999,1.4,0.276036190979125,0.14165238096147093,0.009518489344107772,20.76918954833014,-0.15520945515529316,True
hartmann_3,value,exact,slip,20,0.4,qnei,5,2,1.6,0.6000000000000001,1.6,0.20996157784660346,0.21255044158239933,0.007221177663231546,21.44400895216129,0.20187763688755914,False
