dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
schwefel,value,exact,gaussian,0,0.05,hold5@0.6,logei,auc_simple_regret_excess_true,5,-2.6488487329471537,2.5025201311567855,19.70995694605141,-0.13439140126979376,-27.121992679005402,21.824295213111093,-1.0075362294237118,0.7547008659650263,-0.3005083088307104,0.7787608578338254,7.0,1.0,0.8577390548692648,1.0
schwefel,value,exact,gaussian,0,0.05,hold5@0.6,qnei,auc_simple_regret_excess_true,5,2.110352387379625,2.2637519672623228,12.155730355515324,0.1736096742572207,-12.982980366936395,17.203685141695644,-0.7207922627548965,1.04756618084952,0.3882030331907408,0.7176412087889142,6.0,0.8125,0.8577390548692648,0.8666666666666667
schwefel,value,exact,gaussian,0,0.25,hold5@0.6,logei,auc_simple_regret_excess_true,5,5.242871564911124,9.145023244681369,9.807013404389139,0.5346043029333142,-6.934143909220601,17.419887039042848,-0.43909901177373983,1.454188061611825,1.1954115624227808,0.29795086867940773,3.0,0.3125,0.5658110695902854,0.625
schwefel,value,exact,gaussian,0,0.25,hold5@0.6,qnei,auc_simple_regret_excess_true,5,1.1390246015057515,9.82257388148836,21.783731783304248,0.05228785466311776,-25.909050900350213,28.18710010336172,-0.8280645132640907,0.9263750689192856,0.11691919742436067,0.9125594429576174,5.0,0.625,0.9125594429576174,0.7692307692307693
schwefel,value,exact,gaussian,0,1.0,hold5@0.6,logei,auc_simple_regret_excess_true,5,11.451979161855778,19.134400027572354,32.07871737386659,0.3569961675333474,-28.37900930982796,51.28296763353951,-0.5712701125258459,1.2456531453745499,0.7982676983114683,0.46942428330651187,5.0,0.625,0.6827989575367446,0.7692307692307693
schwefel,value,exact,gaussian,0,1.0,hold5@0.6,qnei,auc_simple_regret_excess_true,5,10.680111762576987,17.31085063581363,20.966222894943485,0.5093960803570755,-15.352892384389838,36.71311590954381,-0.4571792232028018,1.4236341985981604,1.1390442631503659,0.31826872664453554,4.0,0.4375,0.5658110695902854,0.7
schwefel,value,exact,gaussian,0,5.0,hold5@0.6,logei,auc_simple_regret_excess_true,5,17.330887279229536,10.447791152565543,25.497516993591503,0.6797088235527188,-14.328461615301713,48.990236173760785,-0.3389338656854933,1.63579695436638,1.5198751343702892,0.20317334468215456,2.0,0.1875,0.4937654076032977,0.6
schwefel,value,exact,gaussian,0,5.0,hold5@0.6,qnei,auc_simple_regret_excess_true,5,12.204827463115267,17.31085063581363,16.498459658661528,0.7397555720729271,-8.280715920861914,32.690370847092446,-0.2992799952999859,1.7136335455185034,1.6541437458893098,0.17344120081860134,2.0,0.1875,0.4937654076032977,0.6
schwefel,value,exact,gaussian,20,0.05,hold5@0.6,logei,auc_simple_regret_excess_true,5,2.220601522429237,-9.436825723070541,18.739902600885387,0.11849589454772952,-21.04806086693523,25.489263911793707,-0.7686502452753575,0.9915451133611383,0.2649648752633699,0.8041303639399358,6.0,0.8125,0.8577390548692648,0.8666666666666667
schwefel,value,exact,gaussian,20,0.05,hold5@0.6,qnei,auc_simple_regret_excess_true,5,-4.359834552042417,-3.4625805523086797,6.6410267522371385,-0.6565000736631178,-12.60575838140334,3.886089277318505,,,-1.4679787919443508,0.21602236582644274,3.0,0.3125,0.4937654076032977,0.625
schwefel,value,exact,gaussian,20,0.25,hold5@0.6,logei,auc_simple_regret_excess_true,5,5.732625196908474,4.319592171024283,13.727562510047395,0.4175996425230397,-11.312394954909076,22.777645348726026,-0.5248783516795732,1.3150159377758812,0.9337811880611285,0.40327934978777846,4.0,0.4375,0.6452469596604455,0.7
schwefel,value,exact,gaussian,20,0.25,hold5@0.6,qnei,auc_simple_regret_excess_true,5,-5.469888202091956,-4.481489641776967,4.954252808727726,-1.1040793462246927,-11.621405552689051,0.6816291485051407,,,-2.468796470711939,0.06903589837856143,1.0,0.125,0.4937654076032977,0.6
schwefel,value,exact,gaussian,20,1.0,hold5@0.6,logei,auc_simple_regret_excess_true,5,13.666133922461029,14.914852673949099,17.117434486794327,0.7983751264247052,-7.587968221403013,34.920236066325074,-0.2614907556375495,1.791015648765126,1.7852210542306295,0.14877644513288402,3.0,0.3125,0.4937654076032977,0.625
schwefel,value,exact,gaussian,20,1.0,hold5@0.6,qnei,auc_simple_regret_excess_true,5,6.878990190527928,6.03263354204077,6.728936648179277,1.022299740686257,-1.4760881917101898,15.234068572766045,-0.12456493499733887,2.0978541545087763,2.2859317135548785,0.08423383305736146,0.0,0.125,0.4937654076032977,0.6
schwefel,value,exact,gaussian,20,5.0,hold5@0.6,logei,auc_simple_regret_excess_true,5,11.272095065580483,7.023535448457153,11.864993536204446,0.9500296002003867,-3.460240247244947,26.004430378405914,-0.1675646236249699,1.99702871016613,2.124330766685013,0.10084915272622906,0.0,0.125,0.4937654076032977,0.6
schwefel,value,exact,gaussian,20,5.0,hold5@0.6,qnei,auc_simple_regret_excess_true,5,3.7141423505358615,3.7368307928504976,11.920261867468184,0.3115822782947578,-11.08681765946055,18.515102360532275,-0.6069771489313235,1.194932190773799,0.6967191548513357,0.5243457584674059,3.0,0.625,0.6991276779565413,0.7692307692307693
