dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
powell,value,exact,gaussian,0,0.05,noise-self_report,qnei,10,2,1.4,0.3999999999999999,1.4,-0.20983928209891728,-0.17227517403779852,-0.004282434328549331,1.7894755915279348,0.0,True
powell,value,exact,gaussian,0,0.05,noise-self_report,logei,10,2,1.6,0.6000000000000001,1.6,0.2979811557381341,0.22719058341793796,0.0060812480762884496,2.2338643913233094,0.0,False
powell,value,exact,gaussian,0,0.25,noise-self_report,logei,10,2,1.4,0.3999999999999999,1.3,0.2569116029385003,-0.0007580804263538354,0.005243093937520416,2.1927948385236755,0.0,True
powell,value,exact,gaussian,0,0.25,noise-self_report,qnei,10,2,1.6,0.6000000000000001,1.7,0.17999584364131316,-0.0410654827958718,0.003673384564108432,2.179310717268165,0.0,False
powell,value,exact,gaussian,0,1.0,noise-self_report,logei,10,2,1.2,0.19999999999999996,1.3,0.47805584049685573,0.4834092497201456,0.009756241642792977,2.413939076082031,0.0,True
powell,value,exact,gaussian,0,1.0,noise-self_report,qnei,10,2,1.8,0.8,1.7,0.7489716229855116,0.7414889103858421,0.015285135162969626,2.7482864966123635,0.0,False
powell,value,exact,gaussian,0,5.0,noise-self_report,logei,10,2,1.5,0.5,1.45,2.349142091748177,0.9204567742129454,0.04794167534179953,4.2850253273333525,0.0,True
powell,value,exact,gaussian,0,5.0,noise-self_report,qnei,10,2,1.5,0.5,1.55,1.9333963753468875,1.531795383556867,0.03945706888463035,3.932711248973739,0.0,True
powell,value,exact,gaussian,20,0.05,noise-self_report,logei,10,2,1.3,0.30000000000000004,1.5,-0.009907636189016984,-0.013400225432820656,-0.0003416426272074836,1.9259755993961583,0.13930098776086872,True
powell,value,exact,gaussian,20,0.05,noise-self_report,qnei,10,2,1.7,0.7,1.5,0.0138673327651952,0.01880780674575877,0.00047818388845500236,2.013182206392047,-0.17281573550612173,False
powell,value,exact,gaussian,20,0.25,noise-self_report,logei,10,2,1.3,0.30000000000000004,1.5,-0.02697606230907245,0.0,-0.0009302090451404338,1.9089071732761025,-1.0243293882291638,True
powell,value,exact,gaussian,20,0.25,noise-self_report,qnei,10,2,1.7,0.7,1.5,0.03749508080074566,0.028962801978319103,0.0012929338207153611,2.0368099544275973,0.9705416919128644,False
powell,value,exact,gaussian,20,1.0,noise-self_report,logei,10,2,1.0,0.0,1.4,-0.018815951564512285,-0.004010261287100747,-0.0006488259160176678,1.9170672840206628,1.0522118666696092,True
powell,value,exact,gaussian,20,1.0,noise-self_report,qnei,10,2,2.0,1.0,1.6,0.07222475235977863,0.06933620535231422,0.0024905087020613286,2.07153962598663,1.1004652585987857,False
powell,value,exact,gaussian,20,5.0,noise-self_report,logei,10,2,1.4,0.3999999999999999,1.6,0.0432487575174966,0.00886847804222568,0.0014913364661205703,1.979131993102672,0.9821123506710899,True
powell,value,exact,gaussian,20,5.0,noise-self_report,qnei,10,2,1.6,0.6000000000000001,1.4,0.07078623774735585,0.07896956386719356,0.002440904749908822,2.070101111374208,0.954633324271936,False
