dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
shekel,value,exact,drift,0,0.05,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.6,-14.85681445324867,-16.86361967816447,-0.3032002949642589,2220.833276531544,0.0,True
shekel,value,exact,drift,0,0.05,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.4,-27.413580879446226,-37.78751351148753,-0.559460834274411,2218.05726561756,0.0,False
shekel,value,exact,drift,0,0.25,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.6,-8.185246153836806,16.813371120711963,-0.16704583987422267,2237.285600343169,0.0,True
shekel,value,exact,drift,0,0.25,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.4,89.57903175960955,88.04756063296509,1.8281435052981536,2325.2691227444025,0.0,False
shekel,value,exact,drift,0,1.0,anch5x3-detrend,logei,5,2,1.2,0.19999999999999996,1.4,304.29460028237236,232.74806986871727,6.210093883313722,2539.984691267165,0.0,True
shekel,value,exact,drift,0,1.0,anch5x3-detrend,qnei,5,2,1.8,0.8,1.6,331.1398309281113,268.0181455495981,6.757955733226761,2576.6106774251175,0.0,False
shekel,value,exact,drift,0,5.0,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.4,354.3422471226531,235.04187766867244,7.2314744310745525,2599.813093619659,0.0,True
shekel,value,exact,drift,0,5.0,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.6,363.24406643085285,296.00579405623967,7.413144212874551,2598.934157415646,0.0,False
shekel,value,exact,drift,20,0.05,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.4,5.587673576415637,6.274502746680355,0.19267839918674595,2251.0585200734213,0.002516701135974708,True
shekel,value,exact,drift,20,0.05,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.6,14.261237557037429,4.726024641624463,0.4917668123116279,2249.95132854183,0.16917135441027822,False
shekel,value,exact,drift,20,0.25,anch5x3-detrend,qnei,5,2,1.2,0.19999999999999996,1.4,-44.857086702081325,-8.080053725532252,-1.546796093175206,2200.6137597949246,-0.35520444255647493,True
shekel,value,exact,drift,20,0.25,anch5x3-detrend,logei,5,2,1.8,0.8,1.6,-24.57673950537019,1.9252305068798705,-0.8474737760472557,2211.113351479423,-0.0029232771281916927,False
shekel,value,exact,drift,20,1.0,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.6,-7.740861022805257,-3.125623695395916,-0.2669262421656818,2237.7299854742005,-0.7619851495914659,True
shekel,value,exact,drift,20,1.0,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.4,14.448425063179958,6.014435843931551,0.4982215539027486,2250.1385160479726,0.2808081618135057,False
shekel,value,exact,drift,20,5.0,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.4,115.11059839333788,143.3180789692592,3.96933097908063,2360.5814448903443,0.6130681913030187,True
shekel,value,exact,drift,20,5.0,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.6,211.92137261866947,113.60100857277303,7.307633538574801,2447.611463603462,-0.013929320003137758,False
shekel,value,exact,gaussian,0,0.05,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.6,60.26700223766543,5.959120484650157,1.2299388211768458,2305.7378487346714,0.0,True
shekel,value,exact,gaussian,0,0.05,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.4,18.57683935190162,68.43135750107331,0.37911917044697246,2254.2669303366943,0.0,False
shekel,value,exact,gaussian,0,0.25,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.2,-124.7666326083829,-77.92611405242678,-2.546257808334345,2120.704213888623,0.0,True
shekel,value,exact,gaussian,0,0.25,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.8,189.2756588369295,141.10091823703124,3.86276854769244,2424.9657498217225,0.0,False
shekel,value,exact,gaussian,0,1.0,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.2,100.8252734223493,100.73201903172685,2.0576586412724325,2346.296119919355,0.0,True
shekel,value,exact,gaussian,0,1.0,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.8,293.9277044431602,299.99924213857867,5.998524580472657,2529.617795427953,0.0,False
shekel,value,exact,gaussian,0,5.0,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.3,410.63031759321603,325.1884356985497,8.380210563126859,2646.320408578009,0.0,True
shekel,value,exact,gaussian,0,5.0,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.7,403.48667735682216,299.0873502821655,8.234421986873922,2648.957523853828,0.0,False
shekel,value,exact,gaussian,20,0.05,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.4,-20.307989852150378,2.0570155879067897,-0.700275512143105,2225.1628566448558,-0.3285670891753768,True
shekel,value,exact,gaussian,20,0.05,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.6,-4.230083600194121,-0.9422810242840569,-0.14586495173082953,2231.4600073845986,-0.07740854046764743,False
shekel,value,exact,gaussian,20,0.25,anch5x3-detrend,qnei,5,2,1.4,0.3999999999999999,1.6,-32.04011213522763,-6.64362254870457,-1.1048314529388734,2213.4307343617784,-0.004900905117825705,True
shekel,value,exact,gaussian,20,0.25,anch5x3-detrend,logei,5,2,1.6,0.6000000000000001,1.4,-4.053945157747421,6.937031507755364,-0.13979121233612019,2231.6361458270453,0.08801814538441284,False
shekel,value,exact,gaussian,20,1.0,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.4,48.112193017885964,17.68623239664521,1.65904113854779,2283.802284002679,-0.004057021838708685,True
shekel,value,exact,gaussian,20,1.0,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.6,-18.539019311219363,22.13782416787626,-0.6392765279730824,2226.931827185787,-0.7731602976119635,False
shekel,value,exact,gaussian,20,5.0,anch5x3-detrend,logei,5,2,1.4,0.3999999999999999,1.4,205.56078993630499,82.83588790497652,7.0883031012518956,2441.2508809210976,0.8077825772074938,True
shekel,value,exact,gaussian,20,5.0,anch5x3-detrend,qnei,5,2,1.6,0.6000000000000001,1.6,143.8907197465369,146.47251452631554,4.9617489567771464,2389.361566243543,-0.8338905128706593,False
