iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.4039152044902676,1.5685276647418804,1.889662821455866,0.09012917794007706,0.46472350058283796,0.8872794804849488,-0.048688796417432845,True,-0.9359682769023816,qnei,0.0,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.160441686204029,7.160441686204029,7.160441686204029,7.160441686204029,0.8872794804849488,7.160441686204029,michalewicz
2,2.9160609307133636,0.22123276470758535,0.4076968860601681,2.9792617020516117,1.9537049265171427,-0.9325116878672203,-0.7096625641503239,True,0.22284912371689636,qnei,0.0,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,8.9802328545562,16.14067454076023,7.160441686204029,8.070337270380115,0.8872794804849488,7.160441686204029,michalewicz
3,1.1592260867346609,1.606579135616254,2.0823825501105446,0.8649081530636696,0.43343948414876815,0.8650715343080728,0.9731718763501777,True,0.10810034204210484,qnei,0.0,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.1826496323809055,23.323324173141135,7.160441686204029,7.774441391047045,0.8650715343080728,7.1826496323809055,michalewicz
4,2.4756994008316204,2.1059998862725258,1.6096965118680393,2.5658531871613883,1.7249708309499152,1.1832821562984503,0.984508827542651,True,-0.19877332875579934,qnei,0.0,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,6.864439010390528,30.187763183531665,6.864439010390528,7.546940795882916,1.1832821562984503,6.864439010390528,michalewicz
5,3.081631083022443,0.6424854213040749,1.73959524004701,1.519351794949105,1.1098456893559028,-0.6877722785634273,-0.513943659510679,True,0.17382861905274827,qnei,0.0,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.735493445252406,38.923256628784074,6.864439010390528,7.784651325756815,1.1832821562984503,6.864439010390528,michalewicz
6,1.7523681695481943,1.9449282801933268,2.021486996239359,1.682681195888853,0.8804746904918335,-0.5369376856281382,-0.5887260996180007,True,-0.05178841398986256,qnei,0.4416085999691859,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.584658852317116,47.50791548110119,6.864439010390528,7.9179859135168655,1.1832821562984503,6.864439010390528,michalewicz
7,2.4056787594633025,3.1228768001663894,2.11950708864924,2.579515993399029,1.814128222237104,-0.05166313463500162,0.2981415972732623,True,0.3498047319082639,qnei,0.5214328999863937,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.09938430132398,55.60729978242517,6.864439010390528,7.943899968917882,1.1832821562984503,6.864439010390528,michalewicz
8,1.4420955409007286,1.9481446453364475,1.3744486618577503,2.475380009716377,1.2857134604374258,1.2144932614842185,0.49031342600995065,True,-0.7241798354742679,qnei,0.846595199953299,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.2144932614842185,6.83322790520476,62.44052768762993,6.83322790520476,7.805065960953741,1.1832821562984503,6.864439010390528,michalewicz
9,3.141592653589793,1.3294966752118402,1.5987958002926177,2.579377566680416,2.3317386869887318,-0.7934091676324875,-1.781123644083269,True,-0.9877144764507815,qnei,0.4897814000141807,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.2144932614842185,8.841130334321466,71.2816580219514,6.83322790520476,7.920184224661266,1.1832821562984503,6.864439010390528,michalewicz
10,2.450946825851638,1.2617457855592413,1.1886687738131776,2.296663391431188,1.1712652253710798,0.5230627740279593,0.908587863079063,True,0.3855250890511037,qnei,0.47826049994910136,False,1.6667,11,4763d670-ce93-484c-a498-f95607465ca5,gaussian,1.0,0,exact,value,learned,0.5999880002399952,"x0,x1,x2,x3,x4",8.047721166688978,1.2144932614842185,7.524658392661019,78.80631641461243,6.83322790520476,7.8806316414612425,1.1832821562984503,6.864439010390528,michalewicz
