iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,-9.171394102200349,True,-9.324625049441456,logei,0.0,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,-2.3861524319669374,True,-2.712200086975699,logei,0.0,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.32604765500876154,7.721673511680216,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,7.084999279563013,True,8.113219576016277,logei,0.0,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,-1.0282202964532643,9.075941463142243,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,3.160248749621854,True,2.637817725097373,logei,0.0,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,-1.0282202964532643,9.075941463142243,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,4.151221156257627,True,4.295575462770893,logei,0.0,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,-1.0282202964532643,9.075941463142243,michalewicz
6,0.764617661857296,0.348806956428559,0.8475636799640259,1.3342533051114909,2.901104250512464,-1.0432502775091184,-3.3783321655283376,True,-2.3350818880192192,logei,0.2624900999944657,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.090971444198097,49.50044225383517,7.525290142164497,8.250073708972527,-1.0282202964532643,9.075941463142243,michalewicz
7,0.5819210291503883,0.7894032790448007,0.25108228446458725,0.408086494125063,2.801765601467155,-1.0539382243311473,-12.189851328751743,True,-11.135913104420595,logei,0.3916717999964021,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.101659391020126,58.602101644855296,7.525290142164497,8.3717288064079,-1.0282202964532643,9.075941463142243,michalewicz
8,0.9686700625937763,0.9912881942883973,0.6173306766152018,0.0,1.6607899119942686,-0.3831859813409951,4.470982724871939,True,4.854168706212934,logei,0.49837859999388456,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.430907148029974,67.03300879288527,7.525290142164497,8.379126099110659,-1.0282202964532643,9.075941463142243,michalewicz
9,0.7235282635596268,0.2793490059924836,0.5347287563900864,0.20905003850621529,2.4781291942305854,-1.0539382313355574,6.959882150343983,True,8.01382038167954,logei,0.6184816000168212,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.101659398024536,76.1346681909098,7.525290142164497,8.459407576767756,-1.0282202964532643,9.075941463142243,michalewicz
10,1.0975278050301305,0.0,2.1629982628580846,1.2759665743471629,2.517958812584,-0.04077248665297408,-1.061119851060458,True,-1.0203473644074839,logei,1.2525515999877825,False,1.6667,8,0e89c5f3-7ad6-4cf8-9943-9d34afe43120,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.088493653341953,84.22316184425176,7.525290142164497,8.422316184425176,-1.0282202964532643,9.075941463142243,michalewicz
