iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,objective_true_f2,objective_observed_f2,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,error_magnitude_f2,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.729595174033173,2.710605029864118,2.622046797568684,1.5228927228329532,1.1543989154368428,372.2203074642987,398.41074157271805,0.2035613875412477,0.17876782972813188,1.4054614902728606,1.6979919371932553,-2.475590619258007,-2.494350212745813,True,0.2941780162287894,-0.02479355781311582,0.29253044692039465,-0.01875959348780576,qlognehvi,0.0,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,372.2203074642987,1040.1940584876932,1040.1940584876932,1040.1940584876932,1040.1940584876932,372.2203074642987,1040.1940584876932,vehiclesafety
2,2.8929315608921264,2.2275833820942035,1.0052615072525994,2.8208143561316756,2.969606950475111,452.3449972125408,464.21202989527825,-1.4360266719486412,-1.484153607607711,-1.5874552035049392,-1.6980074454246017,1.11592966500193,0.9435724735008826,True,0.21034495855980134,-0.04812693565906989,-0.11055224191966251,-0.17235719150104734,qlognehvi,0.0,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,452.3449972125408,960.069368739451,2000.2634272271441,960.069368739451,1000.1317136135721,452.3449972125408,960.069368739451,vehiclesafety
3,1.5725932083323408,2.6273222460779593,1.1648158877626165,1.8765600946068428,2.635407549489615,672.0834879415011,666.4791395889515,0.24438045016365176,0.3600215870315106,0.24823287131578062,-0.09909817225665488,1.3250780538793507,1.3921285792710756,True,0.3721659566920573,0.11564113686785885,-0.3473310435724355,0.06705052539172485,qlognehvi,0.0,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,672.0834879415011,740.3308780104908,2740.594305237635,740.3308780104908,913.5314350792117,672.0834879415011,740.3308780104908,vehiclesafety
4,1.8174666653795473,2.0354994143739544,1.2340797669501327,2.6280130385002236,1.9957348166650244,672.0834879415011,666.4791395889515,-0.1613612342338202,0.17714624351106112,-1.2842712261226787,-1.7079114723655844,0.7046314541900558,0.9481474407573145,True,0.5944395734132918,0.3385074777448813,-0.42364024624290564,0.2435159865672587,qlognehvi,0.0,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,672.0834879415011,740.3308780104908,3480.925183248126,740.3308780104908,870.2312958120315,672.0834879415011,740.3308780104908,vehiclesafety
5,1.4965583897733439,2.553372312001737,2.958456578379125,2.0766864681525803,2.474300445241567,688.4565241742355,666.4791395889515,-1.1792450711645743,-2.7705708063681,0.6986048520245162,-0.6111944103731654,-1.2059188155550626,-1.7219054161484744,True,2.124649118158219,-1.5913257352035257,-1.3097992623976815,-0.5159866005934117,qlognehvi,0.0,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,688.4565241742355,723.9578417777564,4204.8830250258825,723.9578417777564,840.9766050051765,672.0834879415011,740.3308780104908,vehiclesafety
6,2.5404737811246525,2.850186512287988,1.0,1.2458500981973868,1.0652185968982817,852.8357579717111,767.5059401165322,1.8566785667279528,1.4519148586741202,1.4690832704387553,0.8130350118243435,1.114781772809106,0.38091203577560173,True,1.0643297270686916,-0.40476370805383266,-0.6560482586144118,-0.7338697370335043,qlognehvi,4.171954099962022,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,852.8357579717111,559.5786079802807,4764.4616330061635,559.5786079802807,794.0769388343606,852.8357579717111,559.5786079802807,vehiclesafety
7,3.0,2.6293744621473967,1.3422861178235044,1.6083058814622768,1.1050117921668883,852.8357579717111,767.5059401165322,1.0176798490670926,-0.644435011350909,0.7364454105424162,-0.6676260299355278,0.3709181833302061,-0.6712208936155525,True,2.4124875698924377,-1.6621148604180016,-1.404071440477944,-1.0421390769457586,qlognehvi,4.882637800008524,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,852.8357579717111,559.5786079802807,5324.040240986445,559.5786079802807,760.5771772837778,852.8357579717111,559.5786079802807,vehiclesafety
8,1.11108450054776,2.8428080441332004,1.0,1.0938281887540082,2.847508322250686,1008.978988276814,1963.210850238426,1.301549250145662,3.4219431608736377,2.143001218334842,3.8712199549786463,1.3100818548649331,3.702289994959834,True,3.633933147964515,2.1203939107279757,1.7282187366438042,2.392208140094901,qlognehvi,4.946068299992476,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,1008.978988276814,403.43537767517785,5727.475618661622,403.43537767517785,715.9344523327028,993.1382116377499,419.2761543142419,vehiclesafety
9,1.0,3.0,1.0,1.0,3.0,1105.0858312202342,1963.210850238426,1.2920021782983893,0.916503364045396,2.5096754046871697,2.3186292439050336,1.4199478288732776,1.628434406415868,True,0.47006876951188775,-0.37549881425299325,-0.1910461607821361,0.20848657754259037,qlognehvi,1.8943342000129633,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,1105.0858312202342,307.3285347317576,6034.80415339338,307.3285347317576,670.5337948214867,993.1382116377499,419.2761543142419,vehiclesafety
10,1.0,2.751786302923706,1.0,1.1287801753040942,3.0,1105.0858312202342,1963.210850238426,1.2233756992734128,-0.060954287316144384,2.0882948660055205,1.4242866059996013,1.2872515468794943,0.6192217736590506,True,1.5926940263962122,-1.2843299865895572,-0.6640082600059192,-0.6680297732204437,qlognehvi,2.5063659999868833,False,13,549527bc-6ef8-4784-bc8c-164643cf4ecc,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,1105.0858312202342,307.3285347317576,6342.132688125138,307.3285347317576,634.2132688125138,993.1382116377499,419.2761543142419,vehiclesafety
