iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,objective_true_f2,objective_observed_f2,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,error_magnitude_f2,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.9120034192579505,1.4153636201582938,2.6568897705490615,1.2985642461640405,2.02560923287313,439.3988076517794,964.4687022638446,0.24762909102667582,1.2523906848880388,0.7176414201791903,2.5020185607330774,-1.0284113739687786,0.6107753040304758,True,2.623067022696966,1.004761593861363,1.784377140553887,1.6391866779992543,qlognehvi,0.0,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,439.3988076517794,973.0155583002124,973.0155583002124,973.0155583002124,973.0155583002124,439.3988076517794,973.0155583002124,vehiclesafety
2,1.2718392080410132,2.378072959562262,2.6834954486245577,1.8510179948099532,2.9138520069067324,483.458278751661,973.2295857946509,-0.8546863631235397,0.6498089707474732,0.838301097933082,2.1620298591470855,-0.7323393642309289,0.6741836035881658,True,2.4482791715626395,1.504495333871013,1.3237287612140034,1.4065229678190947,qlognehvi,0.0,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,483.458278751661,928.9560872003308,1901.9716455005432,928.9560872003308,950.9858227502716,483.458278751661,928.9560872003308,vehiclesafety
3,2.6506658127695966,1.676430624943152,2.151521095889027,2.5066037294169536,2.654207874049591,530.8274119639626,1053.1516462742502,-1.3629196089790871,-0.3751097474072843,-0.9958666542482878,0.531377237792957,0.4761444035551358,1.6087719024538762,True,2.1426822628792657,0.9878098615718028,1.5272438920412448,1.1326274988987404,qlognehvi,0.0,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,530.8274119639626,881.5869539880292,2783.5585994885723,881.5869539880292,927.8528664961908,530.8274119639626,881.5869539880292,vehiclesafety
4,2.866876941703163,1.2899893898724546,2.4911604220878747,1.2787027877356447,2.8130575122258534,558.4537542568539,1053.1516462742502,-0.11368603054607176,-1.6041373825424723,0.32855114652247236,-0.6957416565171053,-0.07385990230328611,-1.2439864570603172,True,2.1540234755392365,-1.4904513519964004,-1.0242928030395777,-1.170126554757031,qlognehvi,0.0,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,558.4537542568539,853.9606116951379,3637.5192111837105,853.9606116951379,909.3798027959276,530.8274119639626,881.5869539880292,vehiclesafety
5,1.4522288673490549,2.7064794998112127,1.6126357310642476,2.9396607364126437,2.0356684272337393,563.1708806118608,1059.627254255006,-0.9840302139673824,-0.477446645723159,-1.9621538028446095,-1.4468725998894012,0.8665529588586101,1.8469595403251742,True,1.2179239281322012,0.5065835682442235,0.5152812029552083,0.9804065814665641,qlognehvi,0.0,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,563.1708806118608,849.2434853401311,4486.762696523841,849.2434853401311,897.3525393047682,535.6472045980488,876.767161353943,vehiclesafety
6,2.9446549756958227,1.5135728584246146,2.492775988197929,2.446088342722886,1.9982112163635137,564.5623523767143,1059.627254255006,-1.1139752814427286,-0.6774487013302938,-0.5007333679572186,-0.2744852640946345,0.02243568808549418,-0.009305589729402038,True,0.4926978469238475,0.43652658011243484,0.2262481038625841,-0.03174127781489622,qlognehvi,4.542246499971952,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,564.5623523767143,847.8520135752775,5334.614710099119,847.8520135752775,889.1024516831866,535.6472045980488,876.767161353943,vehiclesafety
7,2.918218353247333,1.4594548551386188,3.0,1.0673640428321252,1.8476109541919885,618.6843258930512,1059.627254255006,0.39434882766688034,0.9224448504331717,1.303949460652461,2.077642711695404,-2.067675397586948,-1.5982389059219013,True,1.0477868464901443,0.5280960227662914,0.7736932510429428,0.46943649166504686,qlognehvi,4.940547699981835,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,618.6843258930512,793.7300400589406,6128.3447501580595,793.7300400589406,875.4778214511514,535.6472045980488,876.767161353943,vehiclesafety
8,2.6867989114845288,1.6343483016494884,2.1209055647633863,1.2557624808091492,1.9629406687439654,624.8263688567704,1059.627254255006,0.7534521232538072,-0.5675231397201361,0.5828363696646828,0.26472090361977174,-0.7846132987593726,-1.7285422312922194,True,1.6544409704787444,-1.3209752629739433,-0.31811546604491103,-0.9439289325328468,qlognehvi,5.543401299975812,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,624.8263688567704,787.5879970952215,6915.9327472532805,787.5879970952215,864.4915934066601,535.6472045980488,876.767161353943,vehiclesafety
9,3.0,1.0,2.737891419241842,1.423431416023266,1.9196429243775024,629.3786768131562,1059.627254255006,0.23038867124252568,0.1684542085233445,0.4821478962514942,0.029908915184851226,-0.04747119867686596,0.2988222537826422,True,0.5729529901177187,-0.06193446271918118,-0.45223898106664295,0.34629345245950816,qlognehvi,5.785503599967342,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,629.3786768131562,783.0356891388357,7698.968436392116,783.0356891388357,855.4409373769017,535.6472045980488,876.767161353943,vehiclesafety
10,1.8609862484215447,2.3666306215907333,2.1632888365260334,2.250689477828299,2.8507484566262016,632.886172899689,1059.627254255006,-1.1486117905964517,-2.1936392940966547,-0.4743728610888769,-1.3629540557280397,0.25039222796506105,-0.531004570340309,True,1.5786829887409668,-1.045027503500203,-0.8885811946391629,-0.78139679830537,qlognehvi,5.358762299991213,False,10,4d7aa733-e8ac-4dba-9159-94894afc71c7,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,632.886172899689,779.5281930523029,8478.496629444418,779.5281930523029,847.8496629444419,535.6472045980488,876.767161353943,vehiclesafety
