iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,objective_true_f2,objective_observed_f2,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,error_magnitude_f2,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.3854867359303045,2.631634222672115,1.6888135155857134,1.0896763513808376,2.1431945140674618,591.2045099217688,152.8171450005346,0.8926692796597482,-0.5055190645613112,1.3220218401820312,-1.0328837823030332,-0.5470166432340763,-1.8678894495188656,True,3.0405946962905217,-1.3981883442210594,-2.3549056224850644,-1.3208728062847892,qlognehvi,0.0,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,591.2045099217688,821.209856030223,821.209856030223,821.209856030223,821.209856030223,591.2045099217688,821.209856030223,vehiclesafety
2,1.292490853447195,2.437542753750942,1.6907130081516795,1.9140193512177426,2.9518757747803503,678.4369452336144,219.426887563217,-0.2483447625450175,-0.8364245097107139,0.17680053369619558,-1.4092424352876247,0.6098908596866985,0.515740023202487,True,1.6941766343862017,-0.5880797471656964,-1.5860429689838202,-0.09415083648421152,qlognehvi,0.0,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,678.4369452336144,733.9774207183774,1555.1872767486004,733.9774207183774,777.5936383743002,678.4369452336144,733.9774207183774,vehiclesafety
3,2.5629320555440613,2.687580090527952,2.1102287681497205,2.8832427251717863,1.0366516387502196,678.4369452336144,534.1644669134049,-0.9775708470969515,0.3841992963225431,-1.2275507644848676,0.09271351762424529,-0.19292075212311893,1.415350705912082,True,2.486775579108922,1.3617701434194946,1.3202642821091128,1.6082714580352009,qlognehvi,0.0,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,678.4369452336144,733.9774207183774,2289.164697466978,733.9774207183774,763.0548991556593,183.8791510727016,1228.5352148792902,vehiclesafety
4,2.7783678117837223,1.7795169666998272,1.463480255767628,2.0687884545067217,2.889380557305513,685.2489303395979,535.2738581695951,-0.5525820682626067,0.2526245417208637,-0.6383798366107927,-0.11453731448759896,0.744054858867265,1.4316844833770896,True,1.1813564971036405,0.8052066099834704,0.5238425221231937,0.6876296245098247,qlognehvi,0.0,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,685.2489303395979,727.1654356123939,3016.330133079372,727.1654356123939,754.082533269843,330.08159751021844,1082.3327684417734,vehiclesafety
5,1.6619966216081346,2.817242362177384,1.9346632250101712,2.9345755295774625,2.52845396679837,687.4298305883984,535.2738581695951,-1.7030474574634717,-4.070086525808744,-1.9210619610684236,-3.4706853498540235,0.9154814188416145,-0.2714208830600202,True,3.068052097407021,-2.3670390683452722,-1.5496233887856,-1.1869023019016347,qlognehvi,0.0,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,687.4298305883984,724.9845353635934,3741.3146684429653,724.9845353635934,748.2629336885931,330.08159751021844,1082.3327684417734,vehiclesafety
6,2.9473740474007997,2.283969761092789,2.01201209979338,2.637715228598719,1.0,687.4298305883984,590.2850049208857,-0.5607618193490571,1.0788958034034573,-0.692678791813649,0.3085009907259466,-0.4615133782848143,0.8081326682260942,True,2.302789430286069,1.6396576227525144,1.0011797825395956,1.2696460465109085,qlognehvi,3.7286164999823086,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,687.4298305883984,724.9845353635934,4466.299203806559,724.9845353635934,744.3832006344264,330.08159751021844,1082.3327684417734,vehiclesafety
7,3.0,1.3654615709951363,1.1434642526911647,1.46172096263373,3.0,707.8513793869203,590.2850049208857,0.4481637890818652,0.37507181995596667,-0.23339033956299743,-0.8495763941746812,1.0374319392221958,0.2977292906560396,True,0.9654986784788473,-0.07309196912589855,-0.6161860546116837,-0.7397026485661562,qlognehvi,4.3439566000015475,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,707.8513793869203,704.5629865650716,5170.86219037163,704.5629865650716,738.6945986245186,330.08159751021844,1082.3327684417734,vehiclesafety
8,3.0,2.0179828943396902,2.4187016940461956,3.0,1.0,707.8513793869203,590.2850049208857,-1.2440429977586236,-1.945920105298069,-1.010011713096246,-0.7450929770349646,-0.7675249555165957,-1.4882748889129949,True,1.04033354136794,-0.7018771075394454,0.26491873606128147,-0.7207499333963991,qlognehvi,4.214715600013733,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,707.8513793869203,704.5629865650716,5875.425176936702,704.5629865650716,734.4281471170877,330.08159751021844,1082.3327684417734,vehiclesafety
9,2.4748279009147995,2.8425550006134577,1.9334141421003819,2.236086739000744,1.0,707.8642472775574,590.2850049208857,-0.02273502002300241,-0.7341920483177741,-0.08403741875323667,-0.1791375823686126,-0.16512883735881825,-0.6263869770913776,True,0.853214050340968,-0.7114570282947716,-0.09510016361537593,-0.46125813973255936,qlognehvi,4.954574800038245,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,707.8642472775574,704.5501186744344,6579.975295611136,704.5501186744344,731.1083661790151,330.08159751021844,1082.3327684417734,vehiclesafety
10,2.530919537430881,1.5320123311659568,2.010809680677733,3.0,1.0,707.8642472775574,590.2850049208857,-0.5712807036602774,-0.14266964175059738,-1.455115277363209,-2.0958535405350167,-0.23922140994857696,-0.5005552149242947,True,0.8139707131751454,0.42861106190968,-0.6407382631718077,-0.2613338049757177,qlognehvi,4.377256799954921,False,15,60f842b8-9959-457f-970d-d0315d5f3e3c,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1,x2,x3,x4",1412.4143659519918,707.8642472775574,704.5501186744344,7284.52541428557,704.5501186744344,728.452541428557,330.08159751021844,1082.3327684417734,vehiclesafety
