iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.969624268786347,0.21337290858868127,0.8428603693162412,0.33663379970255747,0.33663379970255747,0.33663379970255747,0.020634168274929896,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.33663379970255747,2.71826714245317,2.71826714245317,2.71826714245317,2.71826714245317,0.33663379970255747,2.71826714245317,hartmann_3
2,0.16218464484455306,0.5084963116584749,0.13858745340072545,-0.86187136114146,-0.86187136114146,-0.86187136114146,0.013861961557048086,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.33663379970255747,3.9167723032971877,6.635039445750358,2.71826714245317,3.317519722875179,0.33663379970255747,2.71826714245317,hartmann_3
3,0.6929342227023862,0.8398488992547466,0.4272608122973072,-0.2913949162868883,-0.2913949162868883,-0.2913949162868883,0.00467619416794239,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.33663379970255747,3.346295858442616,9.981335304192974,2.71826714245317,3.327111768064325,0.33663379970255747,2.71826714245317,hartmann_3
4,0.9543907629381706,0.8207916290864439,0.3415149527381546,-0.8925866003341477,-0.8925866003341477,-0.8925866003341477,0.006159404992307712,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.33663379970255747,3.9474875424898754,13.92882284668285,2.71826714245317,3.4822057116707126,0.33663379970255747,2.71826714245317,hartmann_3
5,0.5694541501750691,0.7482215726238393,0.8341775100893235,1.7327156729085225,1.7327156729085225,1.7327156729085225,0.010752462805836801,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7327156729085225,1.3221852692472051,15.251008115930055,1.3221852692472051,3.050201623186011,1.7327156729085225,1.3221852692472051,hartmann_3
6,0.9211399280731056,0.11968271389911492,0.7406386185925511,-0.3489707793726675,-0.3489707793726675,-0.3489707793726675,0.028572187078568793,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7327156729085225,3.403871721528395,18.654879837458452,1.3221852692472051,3.1091466395764087,1.7327156729085225,1.3221852692472051,hartmann_3
7,0.13355018791797127,0.9035835206083253,0.2317113992152492,-0.8498209201520535,-0.8498209201520535,-0.8498209201520535,0.008582215676279648,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7327156729085225,3.904721862307781,22.559601699766233,1.3221852692472051,3.2228002428237477,1.7327156729085225,1.3221852692472051,hartmann_3
8,0.8696574518191057,0.3013791169954017,0.9852932094055213,0.18022541876991088,0.18022541876991088,0.18022541876991088,0.023087477800339363,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7327156729085225,2.8746755233858168,25.43427722315205,1.3221852692472051,3.1792846528940064,1.7327156729085225,1.3221852692472051,hartmann_3
9,0.5294345546020417,0.3149818962377188,0.2768148292812728,-0.32608778412015704,-0.32608778412015704,-0.32608778412015704,0.01490897569476297,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7327156729085225,3.3809887262758846,28.815265949427936,1.3221852692472051,3.201696216603104,1.7327156729085225,1.3221852692472051,hartmann_3
10,0.6004486054822118,0.34670728422602304,0.6768490901738327,0.48449415077907404,0.48449415077907404,0.48449415077907404,0.014145420752291707,True,True,0.0,random,0.0,False,10,9df28e28-0b92-4339-80e8-14129c16c331,slip,0.01,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7327156729085225,2.5704067913766537,31.38567274080459,1.3221852692472051,3.138567274080459,1.7327156729085225,1.3221852692472051,hartmann_3
