iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.30005826607215824,0.3082584926310555,0.0,-0.9034630946336887,-0.9034630946336887,-0.9034630946336887,0.8302801486314912,True,True,0.0,ei,0.0,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.9034630946336887,3.9583640367894164,3.9583640367894164,3.9583640367894164,3.9583640367894164,-0.9034630946336887,3.9583640367894164,hartmann_3
2,0.8039655599637263,0.9880687418767888,0.694798511544261,-0.40804355602627923,-0.40804355602627923,-0.40804355602627923,0.35119177993699874,True,True,0.0,ei,0.0,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.40804355602627923,3.462944498182007,7.421308534971423,3.462944498182007,3.7106542674857117,-0.40804355602627923,3.462944498182007,hartmann_3
3,0.42625630563704303,1.0,0.0,-0.9871356037358409,-0.9871356037358409,-0.9871356037358409,0.4425688940591367,True,True,0.0,ei,0.0,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.40804355602627923,4.042036545891569,11.463345080862993,3.462944498182007,3.821115026954331,-0.40804355602627923,3.462944498182007,hartmann_3
4,0.7916031186596917,0.6560483426161269,0.0,-0.9834045379533597,-0.9834045379533597,-0.9834045379533597,0.3988598796961396,True,True,0.0,ei,0.0,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.40804355602627923,4.038305480109087,15.501650560972081,3.462944498182007,3.8754126402430202,-0.40804355602627923,3.462944498182007,hartmann_3
5,0.0,1.0,0.2572406360099816,-0.8056577378188576,-0.8056577378188576,-0.8056577378188576,0.7455777686281574,True,True,0.0,ei,0.0,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.40804355602627923,3.8605586799745852,19.362209240946665,3.462944498182007,3.8724418481893332,-0.40804355602627923,3.462944498182007,hartmann_3
6,0.531001982103413,0.7421295087554012,0.6631925735924,0.9485596006406792,0.9485596006406792,0.9485596006406792,0.5744190293767681,True,True,0.0,ei,0.3925028999801725,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.9485596006406792,2.1063413415150483,21.468550582461713,2.1063413415150483,3.5780917637436187,0.9485596006406792,2.1063413415150483,hartmann_3
7,0.5378516996591575,1.0,1.0,-0.6478709813042254,-0.6478709813042254,-0.6478709813042254,0.4008675850835366,True,True,0.0,ei,0.362361199920997,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.9485596006406792,3.702771923459953,25.171322505921665,2.1063413415150483,3.5959032151316666,0.9485596006406792,2.1063413415150483,hartmann_3
8,0.34181153854598245,0.9341832435358036,0.6341930384964916,1.3132515817127821,1.3132515817127821,1.3132515817127821,0.36552688203860845,True,True,0.0,ei,0.36716849997173995,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3132515817127821,1.7416493604429455,26.91297186636461,1.7416493604429455,3.3641214832955764,1.3132515817127821,1.7416493604429455,hartmann_3
9,0.6049351608595759,0.0,0.5706171952341418,-0.8722568543736708,-0.8722568543736708,-0.8722568543736708,0.31445500647977476,True,True,0.0,ei,0.3239153999602422,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3132515817127821,3.9271577965293982,30.840129662894007,1.7416493604429455,3.4266810736548896,1.3132515817127821,1.7416493604429455,hartmann_3
10,0.5245150569790218,0.7212075577305186,0.7271627913688866,1.3073971980115022,1.3073971980115022,1.3073971980115022,0.2420825490188569,True,True,0.0,ei,0.22352369991131127,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3132515817127821,1.7475037441442254,32.58763340703823,1.7416493604429455,3.2587633407038235,1.3132515817127821,1.7416493604429455,hartmann_3
11,0.6024634284080882,0.8014518057405496,0.9219370438797381,0.9881253320945564,0.9881253320945564,0.9881253320945564,0.33836298174527746,True,True,0.0,ei,0.2771540000103414,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3132515817127821,2.066775610061171,34.654409017099404,1.7416493604429455,3.1504008197363094,1.3132515817127821,1.7416493604429455,hartmann_3
12,0.0,0.629766937647548,0.9854024750176793,1.3818016546487357,1.3818016546487357,1.3818016546487357,0.446889715767002,True,True,0.0,ei,0.24358619994018227,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,1.6730992875069919,36.3275083046064,1.6730992875069919,3.0272923587171996,1.3818016546487357,1.6730992875069919,hartmann_3
13,0.1469345638110528,0.567574989236523,0.45389045134146544,0.01727210960733904,0.01727210960733904,0.01727210960733904,0.41485468317974616,True,True,0.0,ei,0.2667485000565648,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,3.0376288325483887,39.36513713715478,1.6730992875069919,3.0280874720888296,1.3818016546487357,1.6730992875069919,hartmann_3
14,0.26046874013403354,0.91845377475271,0.8032556936515188,0.3915062489003767,0.3915062489003767,0.3915062489003767,0.18783959990514942,True,True,0.0,ei,0.28173329995479435,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,2.6633946932553507,42.02853183041013,1.6730992875069919,3.002037987886438,1.3818016546487357,1.6730992875069919,hartmann_3
15,0.922173333822651,0.9243695760106946,0.7987118013886131,-0.10096756223425074,-0.10096756223425074,-0.10096756223425074,0.6311956803405823,True,True,0.0,ei,0.24398999998811632,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,3.1558685043899786,45.18440033480011,1.6730992875069919,3.0122933556533407,1.3818016546487357,1.6730992875069919,hartmann_3
16,0.41488282192361503,0.019915175134892382,0.6582910239115571,-0.7853800740367202,-0.7853800740367202,-0.7853800740367202,0.6684683833456366,True,True,0.0,ei,0.27055859996471554,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,3.840281016192448,49.02468135099256,1.6730992875069919,3.064042584437035,1.3818016546487357,1.6730992875069919,hartmann_3
17,0.0,0.6423586170678248,1.0,1.0801538915302762,1.0801538915302762,1.0801538915302762,0.3677294067247752,True,True,0.0,ei,0.25545279996003956,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,1.9747470506254514,50.99942840161801,1.6730992875069919,2.9999663765657654,1.3818016546487357,1.6730992875069919,hartmann_3
18,0.23969234071262208,0.6098909100617146,1.0,1.151883537700432,1.151883537700432,1.151883537700432,0.14328102888360106,True,True,0.0,ei,0.2894985000602901,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,1.9030174044552957,52.90244580607331,1.6730992875069919,2.9390247670040726,1.3818016546487357,1.6730992875069919,hartmann_3
19,0.7421746882777936,0.16471601619854326,1.0,-0.556621319493156,-0.556621319493156,-0.556621319493156,0.7159361788811983,True,True,0.0,ei,0.2506850999779999,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,3.611522261648884,56.513968067722196,1.6730992875069919,2.9744193719853786,1.3818016546487357,1.6730992875069919,hartmann_3
20,0.0,1.0,1.0,-0.6369908231132015,-0.6369908231132015,-0.6369908231132015,0.44998257169644773,True,True,0.0,ei,0.2643752999138087,False,9,9adb57f8-96a5-46f8-bc4b-170771d3871d,slip,0.4,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3818016546487357,3.691891765268929,60.20585983299112,1.6730992875069919,3.010292991649556,1.3818016546487357,1.6730992875069919,hartmann_3
