iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9499213830353359,0.08594624339208916,0.7565002833694104,-0.47201619239064374,-0.47201619239064374,-0.47201619239064374,0.14153637098424784,True,True,0.0,logei,0.0,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.47201619239064374,3.5269171345463715,3.5269171345463715,3.5269171345463715,3.5269171345463715,-0.47201619239064374,3.5269171345463715,hartmann_3
2,0.2866010689167537,0.7077122921491379,0.15424598987455163,-0.9483673720181099,-0.9483673720181099,-0.9483673720181099,0.23912622473353135,True,True,0.0,logei,0.0,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.47201619239064374,4.003268314173837,7.530185448720209,3.5269171345463715,3.7650927243601044,-0.47201619239064374,3.5269171345463715,hartmann_3
3,0.9780217414158121,0.6237186960161097,0.4330954898750254,-0.833427800938718,-0.833427800938718,-0.833427800938718,0.36208658286359474,True,True,0.0,logei,0.0,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.47201619239064374,3.8883287430944455,11.418514191814655,3.5269171345463715,3.8061713972715516,-0.47201619239064374,3.5269171345463715,hartmann_3
4,0.9860682751260942,0.5980034525593809,0.28030782325858217,-0.9387520794680018,-0.9387520794680018,-0.9387520794680018,0.23639211044737224,True,True,0.0,logei,0.0,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.47201619239064374,3.9936530216237296,15.412167213438384,3.5269171345463715,3.853041803359596,-0.47201619239064374,3.5269171345463715,hartmann_3
5,0.3949835226402506,0.5908898859878449,0.7989127255623232,2.6810295936017448,2.6810295936017448,2.6810295936017448,0.24464817210339218,True,True,0.0,logei,0.0,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6810295936017448,0.37387134855398285,15.786038561992367,0.37387134855398285,3.157207712398473,2.6810295936017448,0.37387134855398285,hartmann_3
6,0.54636338812418,0.6818451019283533,1.0,0.8871441161523191,0.8871441161523191,0.8871441161523191,0.1778993659907677,True,True,0.0,logei,0.23339229996781796,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6810295936017448,2.1677568260034086,17.953795387995775,0.37387134855398285,2.992299231332629,2.6810295936017448,0.37387134855398285,hartmann_3
7,0.4666246802675027,0.5455142163631641,0.9139222197934392,2.602309294406732,2.602309294406732,2.602309294406732,0.09387358152259286,True,True,0.0,logei,0.38094609999097884,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6810295936017448,0.45259164774899574,18.40638703574477,0.37387134855398285,2.629483862249253,2.6810295936017448,0.37387134855398285,hartmann_3
8,0.4960752997586784,0.3356166117379664,0.9337011657280488,1.041671285195717,1.041671285195717,1.041671285195717,0.2918195158847839,True,True,0.0,logei,0.2983206999488175,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6810295936017448,2.0132296569600108,20.419616692704782,0.37387134855398285,2.5524520865880977,2.6810295936017448,0.37387134855398285,hartmann_3
9,0.42916208822616375,0.3538263115321847,0.7876624512369427,1.6235064392359804,1.6235064392359804,1.6235064392359804,0.25203818269223643,True,True,0.0,logei,0.2513841000618413,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6810295936017448,1.4313945029197472,21.85101119562453,0.37387134855398285,2.42789013284717,2.6810295936017448,0.37387134855398285,hartmann_3
10,0.42554522738048817,0.46460219630826427,0.906625963680126,2.4017471700066593,2.4017471700066593,2.4017471700066593,0.12721201185720737,True,True,0.0,logei,0.15259820001665503,False,10,b0dfff4f-d4b7-44e9-a4d1-a9895bf3cbe9,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6810295936017448,0.6531537721490683,22.504164967773598,0.37387134855398285,2.2504164967773597,2.6810295936017448,0.37387134855398285,hartmann_3
