iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,8.198256499403456,26.0318036603421,18.067337395909,-18.00882159677657,0.8330037487652319,1.1675876586563987,True,0.3345839098911668,logei,0.0,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,0.8330037487652319,19.2694434050882,19.2694434050882,19.2694434050882,19.2694434050882,0.8330037487652319,19.2694434050882,ackley
2,-13.09630235205793,24.481198597489417,-32.42293299999049,21.05202562713297,-0.6725856016120279,0.31056703968074484,True,0.9831526412927727,logei,0.0,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,0.8330037487652319,20.77503275546546,40.04447616055366,19.2694434050882,20.02223808027683,0.8330037487652319,19.2694434050882,ackley
3,19.4687420826941,-2.101414930433915,-12.90846687596947,-14.52109908536372,0.3328760462278235,-0.09912989680668821,True,-0.43200594303451173,logei,0.0,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,0.8330037487652319,19.76957110762561,59.814047268179266,19.2694434050882,19.938015756059755,0.8330037487652319,19.2694434050882,ackley
4,-16.06486670349929,-3.599479217674876,0.29807469906842954,3.506002465553941,2.517364033404305,3.6524010823817727,True,1.135037048977468,logei,0.0,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,2.517364033404305,17.585083120449127,77.3991303886284,17.585083120449127,19.3497825971571,2.517364033404305,17.585083120449127,ackley
5,32.473106575156365,19.179891537592518,8.007137980656033,32.044492238480004,-0.2799693764321302,0.2999748672249361,True,0.5799442436570663,logei,0.0,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,2.517364033404305,20.382416530285564,97.78154691891396,17.585083120449127,19.556309383782793,2.517364033404305,17.585083120449127,ackley
6,-20.749940209264906,-6.589189367307348,8.003169850231416,2.272173361133321,1.0640738802553946,-0.450779258252872,True,-1.5148531385082666,logei,0.262213799986057,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,2.517364033404305,19.038373273598037,116.819920192512,17.585083120449127,19.469986698752,2.517364033404305,17.585083120449127,ackley
7,-16.191858318433244,-3.211781750426818,-1.5069251063094922,3.695099570015304,2.5495404935813095,2.6132589735141667,True,0.06371847993285717,logei,0.5145021000062115,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,2.5495404935813095,17.55290666027212,134.37282685278413,17.55290666027212,19.196118121826306,2.517364033404305,17.585083120449127,ackley
8,-3.0278694084988227,-4.579629265842075,1.1348896489822018,-4.111050300369821,9.248857161033312,10.754740283739308,True,1.5058831227059954,logei,0.514086099981796,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,9.248857161033312,10.85358999282012,145.22641684560426,10.85358999282012,18.153302105700533,9.248857161033312,10.85358999282012,ackley
9,-4.672166755704247,-8.166305970383428,12.610834235532282,0.2842235845073843,2.977227876748496,1.8792726587614026,True,-1.0979552179870935,logei,0.37298899999586865,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,9.248857161033312,17.125219277104936,162.3516361227092,10.85358999282012,18.039070680301023,9.248857161033312,10.85358999282012,ackley
10,-1.501699272340828,2.191482196184383,2.3320946440978814,0.7600466119972127,12.37777267190732,12.234872712306732,True,-0.14289995960058732,logei,0.5423482999904081,False,1.5,7,9fdd6759-e6b6-44cc-a7b5-72bdeeef74aa,gaussian,1.0,0,exact,value,learned,0.6666666666666666,"x0,x1,x2,x3",20.102447153853433,12.37777267190732,7.7246744819461135,170.07631060465533,7.7246744819461135,17.007631060465535,12.37777267190732,7.7246744819461135,ackley
