dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
steering_law,value,qnei,0.4,1.5,0.11277077234281273,10.494677009668766,0.0,1,2
steering_law,value,logei,0.6,1.5,0.19008531624863373,14.01942793402146,0.0,1,2
