run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
e354e1c3-266a-497d-a01e-a0349874c7bf,michalewicz,value,logei,10,exact,False,missing_low,0.15,0,50,0,1,2,3.409690555775156,2.0167446048736157,6.030976561815363,375.0058782102832,7.500117564205665,322.7042238408603,6.58580048654817,6.030976561815363,322.800707294719,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,6.686590136439234,1.3611310302497444,276.76904600586323,5.535380920117265,220.59118233844913,4.501860864049982,1.3611310302497444,220.59118233844913,0.0,-4.669845531565619,4.669845531565619,98.23683220441995,1.9647366440883998,102.11304150241119,2.083939622498187,4.669845531565619,102.20952495626989
885b489f-a489-4203-8998-fe5e6f076460,michalewicz,value,logei,10,exact,False,missing_low,0.3,0,50,0,1,2,3.409690555775156,6.338439943192197,1.709281223496781,279.80840358106985,5.596168071621397,212.51752676843066,4.337092383029197,1.709281223496781,212.51752676843066,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,6.686590136439234,1.3611310302497444,276.76904600586323,5.535380920117265,220.59118233844913,4.501860864049982,1.3611310302497444,220.59118233844913,0.0,-0.34815019324703655,0.34815019324703655,3.0393575752066226,0.060787151504132275,-8.073655570018474,-0.16476848102078545,0.34815019324703655,-8.073655570018474
aa4bd8eb-b3c5-4ea7-a6c0-9156e31ffe47,michalewicz,value,logei,10,exact,False,missing_mcar,0.15,0,50,0,1,2,3.409690555775156,5.199733551308174,2.847987615380804,338.1956249428449,6.763912498856898,286.2572284705419,5.841984254500855,2.847987615380804,290.3585352872725,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,6.686590136439234,1.3611310302497444,276.76904600586323,5.535380920117265,220.59118233844913,4.501860864049982,1.3611310302497444,220.59118233844913,0.0,-1.4868565851310596,1.4868565851310596,61.426578936981684,1.2285315787396334,65.66604613209279,1.3401233904508727,1.4868565851310596,69.76735294882337
f3856b96-f4b2-4df8-bdf5-22291e2d3396,michalewicz,value,logei,10,exact,False,missing_mcar,0.3,0,50,0,1,2,3.409690555775156,6.355932018914118,1.69178914777486,328.93842636080484,6.578768527216097,263.4302248772804,5.376127038311845,1.69178914777486,267.10462366841,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,6.686590136439234,1.3611310302497444,276.76904600586323,5.535380920117265,220.59118233844913,4.501860864049982,1.3611310302497444,220.59118233844913,0.0,-0.33065811752511554,0.33065811752511554,52.16938035494161,1.0433876070988317,42.83904253883128,0.8742661742618623,0.33065811752511554,46.51344132996087
bc569105-c711-4d06-b8d4-7ebdcd16a1e2,michalewicz,value,logei,11,exact,False,missing_low,0.15,0,50,0,1,2,4.57017014560389,7.439495422284533,0.6082257444044457,255.84849222568224,5.116969844513645,169.10033871597355,3.451027320734154,0.6082257444044457,169.10033871597355,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305,4.57017014560389,7.292391837908819,0.7553293287801592,236.4820544055341,4.729641088110681,168.57442584398157,3.4402944049792157,0.7553293287801592,168.57442584398157,0.0,0.14710358437571358,-0.14710358437571358,19.36643782014815,0.3873287564029635,0.5259128719919772,0.01073291575493851,-0.14710358437571358,0.5259128719919772
9599f511-742b-4698-af0f-957f754268ac,michalewicz,value,logei,11,exact,False,missing_low,0.3,0,50,0,1,2,4.57017014560389,5.874877196019767,2.172843970669211,282.1684605224677,5.643369210449354,210.3348149070327,4.2925472430006675,2.172843970669211,210.3348149070327,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305,4.57017014560389,7.292391837908819,0.7553293287801592,236.4820544055341,4.729641088110681,168.57442584398157,3.4402944049792157,0.7553293287801592,168.57442584398157,0.0,-1.4175146418890519,1.4175146418890519,45.6864061169336,0.9137281223386724,41.76038906305112,0.8522528380214518,1.4175146418890519,41.76038906305112
6c875290-9c7e-4650-a330-55b73e2529fb,michalewicz,value,logei,11,exact,False,missing_mcar,0.15,0,50,0,1,2,4.57017014560389,7.65193801311409,0.3957831535748886,238.53148222321175,4.770629644464235,161.7855480454984,3.301745878479559,0.3957831535748886,161.7855480454984,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305,4.57017014560389,7.292391837908819,0.7553293287801592,236.4820544055341,4.729641088110681,168.57442584398157,3.4402944049792157,0.7553293287801592,168.57442584398157,0.0,0.35954617520527066,-0.35954617520527066,2.0494278176776675,0.04098855635355392,-6.788877798483185,-0.13854852649965688,-0.35954617520527066,-6.788877798483185
983370ad-0b6d-4a04-b59d-b964b5560b80,michalewicz,value,logei,11,exact,False,missing_mcar,0.3,0,50,0,1,2,4.57017014560389,5.136402683570195,2.911318483118784,307.9524445898743,6.159048891797486,241.2265191872219,4.9229901874943245,2.911318483118784,245.35110302469272,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305,4.57017014560389,7.292391837908819,0.7553293287801592,236.4820544055341,4.729641088110681,168.57442584398157,3.4402944049792157,0.7553293287801592,168.57442584398157,0.0,-2.1559891543386245,2.155989154338625,71.4703901843402,1.4294078036868045,72.65209334324032,1.4826957825151088,2.155989154338625,76.77667718071115
f5073795-1c43-4d04-ba0a-755675383397,michalewicz,value,logei,7,exact,False,missing_low,0.15,0,50,0,1,2,3.462243739646996,5.232478832765988,2.81524233392299,268.2045498557767,5.364090997115534,187.8204790240602,3.8330710004910244,2.81524233392299,187.8204790240602,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729,3.462243739646996,3.6942492615675873,4.353471905121391,330.42923102821914,6.608584620564383,254.09034597118003,5.1855172647179595,4.353471905121391,254.09034597118003,0.0,1.5382295711984009,-1.5382295711984009,-62.224681172442445,-1.2444936234488484,-66.26986694711982,-1.352446264226935,-1.5382295711984009,-66.26986694711982
46bbb07c-604e-4ce4-b099-3a9eef117a3e,michalewicz,value,logei,7,exact,False,missing_low,0.3,0,50,0,1,2,3.462243739646996,4.69018227443413,3.3575388922548486,321.2667428359188,6.425334856718376,245.68312696114342,5.013941366553947,3.3575388922548486,245.68312696114342,"x0,x1,x2,x3,x4",0.7805537608974431,-2.802138843683271,0.14307670014143614,1.7965582081583973,0.5270608146792729,3.462243739646996,3.6942492615675873,4.353471905121391,330.42923102821914,6.608584620564383,254.09034597118003,5.1855172647179595,4.353471905121391,254.09034597118003,0.0,0.9959330128665425,-0.9959330128665425,-9.162488192300316,-0.18324976384600689,-8.407219010036613,-0.1715758981640123,-0.9959330128665425,-8.407219010036613
