dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
powell,value,exact,slip,0,0.01,ei,5,0.0,0.0,-0.00103814003577918,-0.0008866562064949999,-0.16631559105249885,-0.22988551697942922,0.1172387758396353,-0.2550378740963074,-0.07757646752430139,-0.003394195735765284,1.5541446519655588,-0.0009004361953133,0
powell,value,exact,slip,0,0.01,logei,5,0.0,0.0,0.0005987703120794324,0.00014225408089539983,0.012995257858832298,-0.04568624800713239,0.2643679163856307,-0.16464344273490336,0.2546214800506554,0.0002652093440578046,1.7021815966997729,0.00016164138364753986,0
powell,value,exact,slip,0,0.01,pi,5,0.0,0.0,0.0007710150493556196,-9.712286437080138e-05,0.07583876559182401,-0.01890480773386982,0.21723435713081804,-0.056653854810400396,0.26631934959993886,0.0015477299100372219,1.4225277447275437,0.00066139367364874,0
powell,value,exact,slip,0,0.01,qnei,5,0.0,0.0,-9.986584622176e-05,-1.2963148523899943e-05,-0.09783377022218662,-0.04811343633774526,0.14109139205786123,-0.20654948165755807,0.004274763188995667,-0.00199660755555483,1.52851795466633,1.572670875006001e-05,0
powell,value,exact,slip,0,0.01,qucb,5,0.0,0.0,-0.0013277185447351197,0.0005512015260116998,-0.0257584103248115,-0.012620488431833499,0.25715748825787027,-0.2204941876945939,0.1711453262128026,-0.0005256818433635017,1.8166322025212966,-0.0010775626163542404,0
powell,value,exact,slip,0,0.01,random,5,0.0,0.0,0.0017121289385988406,0.0018643134037252002,0.1366455964399166,0.12418929926972644,0.06706256043888616,0.08810440599784251,0.1892650429006895,0.0027886856416309514,1.7685991528915745,0.0,0
powell,value,exact,slip,0,0.01,sobol,5,0.0,0.0,-0.0005286770211003995,-0.0001674258786020001,-0.09209352121369474,-0.0805122138236225,0.07718950245380987,-0.151797763223445,-0.029200030309359158,-0.0018794596166060158,1.6199895658525747,0.0,0
powell,value,exact,slip,0,0.01,ucb,5,0.0,0.0,0.00290090952837432,0.0023469977153287008,0.061273269489188556,0.05275564802536925,0.4326511773311229,-0.28881251482372444,0.43014814830515674,0.0012504748875344582,1.879698730546011,0.0024664411112110003,0
powell,value,exact,slip,0,0.05,ei,5,0.0,0.0,-0.00056268737299088,-0.0008706771847714,-0.1581869191569844,-0.1806613793466923,0.7000971207004825,-0.7532957231767177,0.3776112393001862,-0.00322830447259152,1.5622733238610733,0.00040386023701915986,0
powell,value,exact,slip,0,0.05,logei,5,0.0,0.0,0.0011925548645572998,0.0005408711498385001,-0.03380790070319033,0.08184690110222248,0.47310233504386856,-0.4626720793367946,0.29534583259602354,-0.0006899571572079627,1.6553784381377503,0.0031835986475302796,0
powell,value,exact,slip,0,0.05,pi,5,0.0,0.0,0.0018564649786621198,2.208822160209992e-05,0.001115123398821538,0.028954723417644518,0.2976442627539316,-0.2142864938030896,0.23671865696347094,2.2757620384113163e-05,1.3478041025345413,0.006437984693665159,0
powell,value,exact,slip,0,0.05,qnei,5,0.0,0.0,0.0016270877159561402,0.0034102289066893004,0.2460451091730914,0.28116893928042286,0.195623675581156,0.10599066771556657,0.39312732005047574,0.005021328758634517,1.872396834061608,0.0046434401090438195,0
powell,value,exact,slip,0,0.05,qucb,5,0.0,0.0,-0.0020581942071881396,-0.0027201586272520995,-0.2129707178120924,-0.0026356950963770664,0.359766892129037,-0.529726747272763,0.031573212831336364,-0.0043463411798386215,1.6294198950340157,-0.0005298783898106599,0
powell,value,exact,slip,0,0.05,random,5,0.0,0.0,-0.0009722103632055993,-0.0023599513724034,-0.28180362875341985,-0.2266745151016687,0.4227408205082385,-0.6102979888004512,0.048679201873311616,-0.005751094464355508,1.350149927698238,0.003091152813517039,0
powell,value,exact,slip,0,0.05,sobol,5,0.0,0.0,-0.0009547207376018,-0.0022882211034411003,0.10940332591701925,-0.04305341788969075,0.3035793240465355,-0.06298592130056406,0.3846379937282987,0.0022327209370820262,1.8214864129832882,0.0027226004194590607,0
powell,value,exact,slip,0,0.05,ucb,5,0.0,0.0,0.0017939552577211598,0.0015308469673006,0.1036014342149556,0.15648501593655983,0.32660506077292567,-0.167803185968293,0.3562310242790342,0.0021143149839786836,1.922026895271778,0.0020639197203087202,0
powell,value,exact,slip,0,0.15,ei,5,0.0,0.0,0.0025809861041049998,0.0007337280916492003,1.5539460288576343,0.20984770794232033,1.9944336678466366,0.07623179218458569,3.031660265530683,0.031713184262400704,3.274406271875692,0.02464296488987182,0
powell,value,exact,slip,0,0.15,logei,5,0.0,0.0,0.006932847061403041,0.0065866044063468,0.6138080467819484,0.4764551162202366,0.6227149387378583,0.17749451975856972,1.1845309855866737,0.012526694832284666,2.3029943856228887,0.12270958316334794,0
powell,value,exact,slip,0,0.15,pi,5,0.0,0.0,0.00766270792847292,0.0025837499721387998,1.8194907581405118,0.7548406309225882,3.148126248336882,0.14913656881753634,4.651768680747497,0.037132464451847175,3.1661797372762317,0.01664448437184906,0
powell,value,exact,slip,0,0.15,qnei,5,0.0,0.0,0.01904520870413144,0.0074835770769159995,1.3924127707328253,1.2707234852338154,1.5224515035429667,0.3483561020523847,2.7358447182174297,0.028416587157812763,3.0187644956213413,0.01978982759439698,0
powell,value,exact,slip,0,0.15,qucb,5,0.0,0.0,0.00966578727819932,0.0063805579048139,0.929907998390275,0.9421300224972091,0.751082892888571,0.362292370651077,1.5671623755820092,0.018977714252862755,2.772298611236383,0.11772751250893476,0
powell,value,exact,slip,0,0.15,random,5,0.0,0.0,-0.00484364590621172,-0.004177295393723799,1.0646696251288392,1.4095022236273547,1.1401209115322735,0.17150465584195476,1.9742185951739006,0.021727951533241613,2.6966231815804966,0.07357184839399925,0
powell,value,exact,slip,0,0.15,sobol,5,0.0,0.0,0.0056075840687433,0.004195053555205301,1.9844663483982394,1.6943243082815362,1.7486353162668498,0.6175303392429488,3.3514023575535297,0.04049931323261713,3.696549435464509,0.0194502357754887,0
powell,value,exact,slip,0,0.15,ucb,5,0.0,0.0,0.0066471662234259404,0.0051551979767971,2.21720759554573,0.8592799048001576,2.3110538623059194,0.4745011243036911,3.959914066787769,0.04524913460297409,4.035633056602553,0.024873059351479637,0
powell,value,exact,slip,0,0.4,ei,5,0.0,0.0,0.011014893501066159,0.0080360202334723,2.707061585159015,2.2333739378326665,2.455718448335494,1.0248301367809916,4.9191511080481485,0.055246154799163574,4.427521828177072,0.4900108700610075,0
powell,value,exact,slip,0,0.4,logei,5,0.0,0.0,0.02518274203519096,0.027657471898164598,3.8373063625588957,3.5012727769593166,1.2395566990419316,2.862109670819412,4.770197668620798,0.0783123747460999,5.526492701399835,0.4467854666985371,0
powell,value,exact,slip,0,0.4,pi,5,0.0,0.0,0.026574176696945163,0.0137433755698835,5.87258906445236,5.077673574688099,4.332453029196733,2.617779614120413,9.45210553872781,0.11984875641739509,7.219278043588079,0.1435553869838509,0
powell,value,exact,slip,0,0.4,qnei,5,0.0,0.0,0.0153262698114678,0.0113463874244903,2.2843822768150814,2.4733871981436266,0.7972843966036084,1.615995455514717,2.7930659591608524,0.046620046465613914,3.9107340017035988,0.14603197682360022,0
powell,value,exact,slip,0,0.4,qucb,5,0.0,0.0,0.0122281207086514,0.0036592389859963007,3.530013578096316,2.174915036117821,3.075279082783345,1.2258866655310965,5.858423259416375,0.07204109343053706,5.372404190942424,0.2514226336982933,0
powell,value,exact,slip,0,0.4,random,5,0.0,0.0,0.0014864836302530208,0.0018519112973683005,2.836439228677185,2.048630893807778,2.6343671715216073,1.241428251731828,5.150877022917984,0.057886514870962955,4.468392785128843,0.21642745333350763,0
powell,value,exact,slip,0,0.4,sobol,5,0.0,0.0,0.0170344644724695,0.0144616887354446,3.1655124629205496,2.86028644863698,2.909039518247271,0.982433045222083,5.348591880619017,0.06460229516164387,4.87759554998682,0.41165531077221634,0
powell,value,exact,slip,0,0.4,ucb,5,0.0,0.0,0.06150968985622009,0.052052032470305105,3.9610419562427666,3.239417170540622,2.578674417263396,2.3337878921504505,6.340285668543824,0.08083759094372993,5.779467417299589,2.118529157614082,0
powell,value,exact,slip,20,0.01,ei,5,0.0009352532402028046,-0.004958795772853186,0.00027191746699171997,0.0002642696623876002,-0.009240832647887132,0.0,0.025253671940178107,-0.032092449014431826,0.005018609176510336,-0.000319048677483318,1.7112194103701703,0.0002549634691318799,0
powell,value,exact,slip,20,0.01,logei,5,-0.006687607151616648,-6.202709528224659e-06,-5.593093040274005e-05,-0.00018769637124090022,-0.0008467035952913982,0.0,0.026230888096502356,-0.023512809053103555,0.01633349444323704,-2.7140149830468495e-05,1.6883396352456495,0.00014814970494669995,0
powell,value,exact,slip,20,0.01,pi,5,-0.012518228540553622,-0.0015574470715615796,4.6498377490399685e-06,0.0,-0.0007461944156580524,0.0,0.0022184767808439408,-0.002340329432545629,0.0008479406012295243,-2.5377975804486928e-05,1.3459427847200618,9.892165050965997e-05,0
powell,value,exact,slip,20,0.01,qnei,5,-0.015096727868969761,-0.01631697035409374,2.9583424650820277e-05,0.0,0.0021523971792818284,0.001476989231101844,0.009395525570922613,-0.00496144677986129,0.008854573122017506,7.642833127765037e-05,1.6285041220677983,-3.143066513367977e-05,0
powell,value,exact,slip,20,0.01,qucb,5,0.0019454329299256833,-0.002024011507307577,0.0034683448525291392,0.0019832408560799004,0.06134228944205056,0.056522364398278846,0.08885685099681116,-0.0002637379093990422,0.13660810986671992,0.0021152513600706975,1.9037329022881586,0.0034115218120402196,0
powell,value,exact,slip,20,0.01,random,5,0.0,0.0,-2.0700804251860308e-05,0.0,0.00032256199205826785,0.0,0.004185081685273614,-0.0027565116237231236,0.004037402426850978,1.0305760326121543e-05,1.6322761184437162,0.0006689888678218199,0
powell,value,exact,slip,20,0.01,sobol,5,0.0,0.0,-0.00048558783513959994,0.0,-0.0023013667965375182,0.0,0.00465506908822472,-0.006540908082083519,0.0,-7.935747574267272e-05,1.709781720269732,0.0,0
powell,value,exact,slip,20,0.01,ucb,5,0.011154491938376055,0.0010090432191320886,0.00114052718256218,2.5189423018700044e-05,0.04852493245427669,0.014557786649768367,0.06173924291829745,0.0031987167523661597,0.09986523679133756,0.0016732735329061063,1.8669503935110991,0.0010890815260362597,0
powell,value,exact,slip,20,0.05,ei,5,0.054485470210921226,0.06353906290319855,0.0012122070173402198,0.0,-0.015358239920566907,-0.004374098097982504,0.026679229335817824,-0.039400948756367925,-0.00044005315564121794,-0.0005247226056512886,1.7051020030974908,0.0019285489113513399,0
powell,value,exact,slip,20,0.05,logei,5,0.01358747361417314,-0.02013555386474053,0.0007420269951640198,0.0,0.00017521979952076495,0.0,0.037412074408209026,-0.031964101565181494,0.02562581516845721,6.605220666706935e-06,1.6893615586404611,0.00180410673182726,0
powell,value,exact,slip,20,0.05,pi,5,-0.1422922405896312,-0.0002729348592782621,0.00031881042715503996,0.0003383019800214,0.028031302723308848,0.0186971599706931,0.04246720954619931,-0.004319030007757285,0.062017062087967055,0.0009589978343169485,1.3747202818590287,0.0016683059006156998,0
powell,value,exact,slip,20,0.05,qnei,5,-0.0084867177966931,-0.00380906679069426,0.0012772614120005199,0.0013878925570783,0.036965918621199245,0.02845179742010462,0.040292982478736555,0.01184673692985988,0.07355818565131637,0.001283057966890018,1.6633176435097154,0.0006323931348774599,0
powell,value,exact,slip,20,0.05,qucb,5,-0.01981299172223947,-0.005384721605048881,-0.0009501045824913199,0.0,-0.018991216954269717,0.0,0.049915337657852825,-0.05586889114303399,0.017886457234494557,-0.0006548695501472398,1.8233993958918382,-0.00010930311168527995,0
powell,value,exact,slip,20,0.05,random,5,0.0,0.0,0.0008863493078304795,0.0,0.008529156705789376,0.0,0.015463359644638642,0.0,0.022791466890483125,0.0002932917849375379,1.640482713157447,0.0008863493078304795,0
powell,value,exact,slip,20,0.05,sobol,5,0.0,0.0,0.00104188527196322,0.0,0.009051733187411592,0.0,0.1168972593384558,-0.0772630063378668,0.11282706182193473,0.0003121287306003997,1.7211348202536811,0.0038891490405377803,0
powell,value,exact,slip,20,0.05,ucb,5,-0.7798983672489181,-3.283351031058146e-06,0.00163196337438908,0.0006831179002222999,0.041647163833109326,0.04783577890651797,0.034745892077617496,0.013736143472196228,0.06849252155139898,0.001436109097693432,1.8600726248899317,0.00402683167330536,0
powell,value,exact,slip,20,0.15,ei,5,0.08290349233552004,0.038940773823476604,0.0027739640030787797,0.0034650286057390997,0.029866879646249556,0.05042345524647601,0.043179424643884336,-0.007176063310283909,0.06103245438641787,0.0010197740496521023,1.7503271226643071,0.005298196546673699,0
powell,value,exact,slip,20,0.15,logei,5,-0.05288491127747204,-0.014332327146721724,0.0028360055256728993,0.0020221264305384,0.041895869099727034,0.02846326048869735,0.048091387184511815,0.0056926520977394705,0.08057406087899759,0.0014346254366352832,1.7310822079406674,0.01181270087692914,0
powell,value,exact,slip,20,0.15,pi,5,-0.44181711875869567,-0.7300929928292812,0.00101913798176876,0.0013784543887803001,0.05858524833896452,0.0638609824237551,0.0701030721806723,0.010265261066071823,0.11420962327774302,0.0020125821658912783,1.4052742274746843,0.004395896557408199,0
powell,value,exact,slip,20,0.15,qnei,5,-0.6085955200955518,0.05757621163607851,0.0021078440884967397,0.0018655689229814996,0.0647441809014057,0.030781887229194782,0.1062112669028375,-0.015467946507467445,0.15147381550917557,0.002232557962117436,1.691095905789922,0.012701979536365659,0
powell,value,exact,slip,20,0.15,qucb,5,-0.22774622553449353,-0.0011821277883807824,0.004754803425823581,0.0033875691899032997,0.1263733978027473,0.03174430536358075,0.2030136044219148,-0.021021076725038258,0.3026799967475982,0.004357703372508525,1.968764010648855,0.026440604728366218,0
powell,value,exact,slip,20,0.15,random,5,0.0,0.0,-0.0030346255953402996,0.0,-0.040380337621168085,-0.017734730947044808,0.053041300092922995,-0.08673008002115426,-0.0035469461894089616,-0.0013932425021989231,1.5915732188304896,0.024532957202001764,0
powell,value,exact,slip,20,0.15,sobol,5,0.0,0.0,0.0036452827859684,0.0,0.04137049035719942,0.0,0.08606265597714988,0.0,0.11939148354576697,0.001426568633006875,1.753453577423469,0.0036452827859684,0
powell,value,exact,slip,20,0.15,ucb,5,-0.06730163962503752,0.024087029359511902,0.00939881742509776,0.006051995192593999,0.16258188596103093,0.09171932289804752,0.1516187660222134,0.04860384054257947,0.28099112577418756,0.005606271929690733,1.9810073470178537,0.008289934548269,0
powell,value,exact,slip,20,0.4,ei,5,0.7539633882719398,0.07461404306164887,0.0066178295433854005,0.004924819025940301,0.10009799938500707,0.07601757737253978,0.08469730783690473,0.030486320879766403,0.1666729868828293,0.0034415367992644283,1.8205582424030649,0.0066178295433854005,0
powell,value,exact,slip,20,0.4,logei,5,0.8949237999714027,0.2231325350811888,0.0047540436036423595,0.0037885932604007,0.060667829593102296,0.05736969500362982,0.07199784900365502,0.011473939000725963,0.1195460816501639,0.002081934419165464,1.7498541684340427,0.0047540436036423595,0
powell,value,exact,slip,20,0.4,pi,5,0.22292158755778885,0.2530443671877496,0.007985883439783459,0.0022036552811728997,0.2113283601699258,0.06434116925894173,0.4015405843354843,0.012868233851788346,0.5693772466365722,0.00727958602213132,1.5580173393056456,0.022116357379932523,0
powell,value,exact,slip,20,0.4,qnei,5,0.9663088665909372,2.512467324758606,0.0037055257063725996,0.0018655689229814996,0.089289294429266,0.030781887229194782,0.09634459137231172,0.017537096413880803,0.1641741768265729,0.0030789411872160716,1.7156410193177822,0.0037055257063725996,0
powell,value,exact,slip,20,0.4,qucb,5,0.2349935804575539,-0.009403455394339844,0.0058578307572704795,0.005507631091945399,0.12580705496858063,0.06884538864931744,0.1474297525540568,0.013769077729863488,0.24290818497065456,0.004338174309261401,1.9681976678146889,0.021976463099188458,0
powell,value,exact,slip,20,0.4,random,5,0.0,0.0,2.1127777860059475e-05,0.0,0.007231324410833762,0.0,0.016589480774947853,-0.0025956645899112285,0.022791466890483125,0.00024853894718044716,1.6391848808624918,0.025916025232050832,0
