dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
powell,value,exact,slip,0,0.01,ei,auc_simple_regret_excess_true,5,0.23555990272116506,-0.050262033276206375,0.6263034799894215,0.3761114383799109,-0.5420985803314311,1.0132183857737613,-0.5564852782880306,1.2673257414524364,0.8410107433327042,0.4476790355579884,6.0,0.8125,0.5847236382798215,0.8813559322033898
powell,value,exact,slip,0,0.01,logei,auc_simple_regret_excess_true,5,-0.07485864940620676,-0.01044217429836547,0.11433391110123331,-0.6547370651907951,-0.21682295059443785,0.06710565178202432,,,-1.464036585155329,0.21703140543983726,3.0,0.3125,0.4480648370370834,0.5555555555555556
powell,value,exact,slip,0,0.01,pi,auc_simple_regret_excess_true,5,0.020617705115976232,0.0052062712847951165,0.15112975287226774,0.1364238657453636,-0.1670346680829505,0.208270078314903,-0.7529258798027892,1.0095906065414182,0.30505303755993796,0.7755400434698799,6.0,0.8125,0.8412637759673274,0.8813559322033898
powell,value,exact,slip,0,0.01,qnei,auc_simple_regret_excess_true,5,0.0238039598914898,0.05654947169073482,0.20866912069727733,0.11407514351882919,-0.23529297481515538,0.282900894598135,-0.7725511510705951,0.9871216166617066,0.2550797754511466,0.811239906925597,6.0,0.8125,0.8653225673873035,0.8813559322033898
powell,value,exact,slip,0,0.01,qucb,auc_simple_regret_excess_true,5,0.34997523704983763,-0.07291917900174527,0.8254940407699899,0.42395852636730585,-0.675010994106009,1.3749614682056843,-0.5200910956027011,1.322403531735679,0.948000084597933,0.3968100755847884,6.0,0.8125,0.5520835834223143,0.8813559322033898
powell,value,exact,slip,0,0.01,random,auc_simple_regret_excess_true,5,0.1366455964399166,0.12418929926972644,0.06706256043888616,2.0375839446876056,0.053376429515587645,0.2199147633642456,0.39864998626300396,3.6264622183705955,4.556176210183658,0.010368873898751707,0.0,0.0625,0.14253886172323754,0.36363636363636365
powell,value,exact,slip,0,0.01,sobol,auc_simple_regret_excess_true,5,-0.09209352121369474,-0.0805122138236225,0.07718950245380987,-1.1930834930410832,-0.18793694744985157,0.0037499050224620856,,,-2.6678157932727595,0.0559330291198987,1.0,0.125,0.31465480831571635,0.4444444444444444
powell,value,exact,slip,0,0.01,ucb,auc_simple_regret_excess_true,5,0.029520746094919725,-0.00906857658671767,0.2895283483302672,0.10196150485839536,-0.32997618048617194,0.3890176726760114,-0.783288381460559,0.9750535101953063,0.22799285595154709,0.8308321938335052,7.0,1.0,0.8716927935302349,1.0
powell,value,exact,slip,0,0.05,ei,auc_simple_regret_excess_true,5,-0.0942943439771606,-0.13088930171916724,0.5000840132219814,-0.18855700539122106,-0.7152306592721501,0.5266419713178289,-1.0630391931298786,0.7080558011168198,-0.4216262816885646,0.6949698777363382,5.0,0.625,0.7942512888415294,0.7843137254901961
powell,value,exact,slip,0,0.05,logei,auc_simple_regret_excess_true,5,0.07590976056778005,0.2753830131316709,0.5228738854070297,0.14517795339633058,-0.5733239185430492,0.7251434396786094,-0.7453030356844622,1.0184642182822055,0.32462777262849163,0.7617307219533249,5.0,0.625,0.8405304518105654,0.7843137254901961
powell,value,exact,slip,0,0.05,pi,auc_simple_regret_excess_true,5,-0.0590227779501001,0.05031621754560667,0.21844645110651542,-0.2701933478485322,-0.3302598718244391,0.21221431592423892,,,-0.6041706928575645,0.5783230227157653,6.0,0.8125,0.6983523293171505,0.8813559322033898
powell,value,exact,slip,0,0.05,qnei,auc_simple_regret_excess_true,5,0.2260086332454371,0.1584153107124937,0.39131649172063154,0.5775596940769597,-0.25987496642747243,0.7118922329183466,-0.4087696291908581,1.5069493257084592,1.2914627370200649,0.2661176373761574,2.0,0.1875,0.45912799019892087,0.48484848484848486
powell,value,exact,slip,0,0.05,qucb,auc_simple_regret_excess_true,5,-0.26840229497459667,-0.04764042344825137,0.36498658690582997,-0.7353757770935484,-0.7215929997628351,0.18478840981364175,,,-1.6443502265879073,0.1754490296501619,2.0,0.1875,0.41587918139297636,0.48484848484848486
powell,value,exact,slip,0,0.05,random,auc_simple_regret_excess_true,5,-0.28180362875341985,-0.2266745151016687,0.4227408205082385,-0.6666108761737807,-0.8067056861496191,0.24309842864277936,,,-1.4905872336652686,0.21032638764451655,3.0,0.3125,0.4480648370370834,0.5555555555555556
powell,value,exact,slip,0,0.05,sobol,auc_simple_regret_excess_true,5,0.10940332591701925,-0.04305341788969075,0.3035793240465355,0.36037805361292946,-0.2675401913505981,0.48634684318463656,-0.5686439744458058,1.2494735903885925,0.8058298254775741,0.46551774144369007,6.0,0.8125,0.5901049911475691,0.8813559322033898
powell,value,exact,slip,0,0.05,ucb,auc_simple_regret_excess_true,5,0.7573644478611489,0.39987383677822147,1.2126388161755048,0.6245589682258165,-0.7483255130084078,2.2630544087307056,-0.3762503526449142,1.565655847012227,1.396556308910057,0.2350556157405877,3.0,0.3125,0.45912799019892087,0.5555555555555556
powell,value,exact,slip,0,0.15,ei,auc_simple_regret_excess_true,5,1.6712474876733796,0.41071424443791726,2.143610267364812,0.7796414829305149,-0.9903962074934527,4.332891182840212,-0.27347191799813686,1.7661409850072665,1.7433313539113733,0.1562286162797259,2.0,0.1875,0.40346843767368556,0.48484848484848486
