error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
misclick,,0.01,0,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misclick,,0.01,0,25,0.01,50,200,20,1.06,0.509875,1.725,0.0,0.3333333333333333,1.0424,0.025
misclick,,0.01,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misclick,,0.01,20,25,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misclick,,0.05,0,10,0.01,50,200,20,2.73,1.624875,4.190125,0.0,1.5051546391752577,1.273,0.03
misclick,,0.05,0,25,0.01,50,200,20,6.654999999999999,4.969875000000001,8.320125,0.0,2.1479289940828403,1.2662,0.155
misclick,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misclick,,0.05,20,25,0.01,50,200,20,0.51,0.14500000000000002,0.9451249999999992,0.0,0.25252525252525254,1.0204,0.01
misclick,,0.15,0,10,0.01,50,200,20,7.185,4.944874999999999,9.360375,1.0,3.122905027932961,1.7185,0.105
misclick,,0.15,0,25,0.01,50,200,20,14.495,11.804875,17.225125000000002,10.0,4.542635658914729,1.5797999999999999,0.355
misclick,,0.15,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misclick,,0.15,20,25,0.01,50,200,20,1.9949999999999999,0.905,3.160249999999998,0.0,0.9583333333333334,1.0798,0.04
misclick,,0.4,0,10,0.01,50,200,20,16.135,12.249624999999998,20.450499999999998,8.0,6.104166666666667,2.6135,0.28
misclick,,0.4,0,25,0.01,50,200,20,23.225,19.364125,27.140749999999993,28.0,5.535211267605634,1.9289999999999998,0.645
misclick,,0.4,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misclick,,0.4,20,25,0.01,50,200,20,4.244999999999999,2.189875,6.55,0.0,0.45614035087719296,1.1698,0.145
