acquisition,mean_rank,mean_fragility,mean_absolute_loss,conditions
qnei,3.1875,0.03613931905957501,0.23349991059852462,8
ucb,3.375,0.028530792897266784,0.25203462391154857,8
qucb,3.396875,0.02663489132907571,0.2554165014211041,8
logei,3.43125,0.03900571689447162,0.23447048585751684,8
ei,3.615625,0.04262511182426516,0.23744617934392306,8
pi,3.99375,0.04953798780292424,0.2654049599770826,8
