model,term,coefficient,ci_low,ci_high,p_bootstrap,bootstrap_reps_used,r_squared,n_cells,n_clusters
mediator_only,const,0.26027013224330686,0.0851278689635209,0.4816185654595865,0.0005,2000,0.13876331342726012,40,20
mediator_only,frag_at_c,-0.09635352292995397,-0.23100470245003793,-0.010149757114117369,0.024,2000,0.13876331342726012,40,20
mediator_only,onset_20,-0.19455588214409225,-0.3578765838294752,-0.07028525417915452,0.0005,2000,0.13876331342726012,40,20
descriptors_only,const,0.26027013224330664,,,,0,0.6829453663278047,40,20
descriptors_only,log_noise,-6.6994861452830834e-18,,,,0,0.6829453663278047,40,20
descriptors_only,dim,-0.011961149141055599,,,,0,0.6829453663278047,40,20
descriptors_only,log_opt_z,0.2460927544197253,,,,0,0.6829453663278047,40,20
descriptors_only,ruggedness,0.039235986893675724,,,,0,0.6829453663278047,40,20
descriptors_only,log_tail_ratio,0.09815766763062025,,,,0,0.6829453663278047,40,20
descriptors_only,onset_20,-0.19455588214409192,,,,0,0.6829453663278047,40,20
both,const,0.2602701322433066,,,,0,0.7128121912930876,40,20
both,frag_at_c,0.10136343368074041,,,,0,0.7128121912930876,40,20
both,log_noise,-6.652152419188505e-17,,,,0,0.7128121912930876,40,20
both,dim,0.02721574792929788,,,,0,0.7128121912930876,40,20
both,log_opt_z,0.31335695379775663,,,,0,0.7128121912930876,40,20
both,ruggedness,0.026607626634568154,,,,0,0.7128121912930876,40,20
both,log_tail_ratio,0.07556872781330015,,,,0,0.7128121912930876,40,20
both,onset_20,-0.19455588214409197,,,,0,0.7128121912930876,40,20
