iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,547.2020515547704,-350.78182790502376,394.13386232943685,-420.8614523015757,15.36553972387776,-436.8964751753921,-0.8615395490477546,-1.0962087209038196,True,-0.23466917185606495,qnei,0.0,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.8615395490477546,3.6153953647067256,3.6153953647067256,3.6153953647067256,3.6153953647067256,-0.8615395490477546,3.6153953647067256,griewank
2,226.84377573735742,410.0972691747347,-89.38920311402808,548.3112041440395,390.3994876617579,-194.1416250341088,0.006360549547193837,-1.0160187280355755,True,-1.0223792775827694,qnei,0.0,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,2.747495266111777,6.3628906308185025,2.747495266111777,3.1814453154092512,0.006360549547193837,2.747495266111777,griewank
3,90.91265753341634,303.96223765017237,392.52472442975454,520.1261650218976,-426.00636607652723,294.696253252725,-0.28063547255835886,0.06848443571305407,True,0.3491199082714129,qnei,0.0,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,3.0344912882173296,9.397381919035832,2.747495266111777,3.1324606396786105,-0.28063547255835886,3.0344912882173296,griewank
4,-432.7783273586132,487.83450733551217,-328.66267959056705,423.88769988672755,-232.41856136145145,563.796441847586,-1.3880249615002915,-1.857830051250057,True,-0.4698050897497654,qnei,0.0,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,4.141880777159262,13.539262696195093,2.747495266111777,3.3848156740487734,-0.28063547255835886,3.0344912882173296,griewank
5,21.4010563402436,-213.0305294807264,-261.07977940238453,127.03799498361127,-199.482651936794,214.3785282097715,1.9146896549616432,1.2147221164442088,True,-0.6999675385174344,qnei,0.0,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,0.8391661606973275,14.378428856892421,0.8391661606973275,2.8756857713784845,1.9146896549616432,0.8391661606973275,griewank
6,69.80280964964831,-417.3140605121259,-206.53997451300222,86.94907554107947,-446.67013397989456,301.9918418631876,0.7590226114596889,0.6339160600132107,True,-0.1251065514464782,qnei,0.25899080000817776,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,1.9948332041992818,16.373262061091705,0.8391661606973275,2.7288770101819506,1.9146896549616432,0.8391661606973275,griewank
7,-33.847274883718626,-231.88889151639384,69.21519875243766,-60.010116540014295,-27.659604951481896,176.23988942173372,2.3758775850176486,2.093787970487173,True,-0.28208961453047543,qnei,0.5046767999883741,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3758775850176486,0.3779782306413222,16.751240291733026,0.3779782306413222,2.393034327390432,2.3758775850176486,0.3779782306413222,griewank
8,-74.94795026009375,-323.1467225310749,365.0285286611325,-371.71881708481686,255.18106140539268,62.009427106914885,1.0214077521802343,0.21330836336724535,True,-0.8080993888129889,qnei,0.6096451000194065,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3758775850176486,1.7324480634787365,18.48368835521176,0.3779782306413222,2.31046104440147,2.3758775850176486,0.3779782306413222,griewank
9,36.78442880296243,-373.1993792359685,232.64960638507463,97.35501761053615,80.46686164016411,192.23743022220827,1.7966225271791345,2.892389409760751,True,1.0957668825816167,qnei,0.4563043999951333,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3758775850176486,0.9572332884798362,19.4409216436916,0.3779782306413222,2.160102404854622,1.7966225271791345,0.9572332884798362,griewank
10,-169.53489719840445,-600.0,395.51572114318645,174.79327042763487,97.89510272724883,170.62446897143266,0.40742458135046505,0.9466651655895899,True,0.5392405842391248,qnei,0.4692007999983616,False,2.0,10,d7e6daa1-1d22-42c6-b44d-ee299a97441a,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3758775850176486,2.346431234308506,21.787352878000107,0.3779782306413222,2.1787352878000106,1.7966225271791345,0.9572332884798362,griewank
