dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
steering_law,value,exact,slip,0,0.01,ei,5,0.0,0.0,0.0007720368731615307,1.131479953642156e-05,0.37030825239802667,0.11447084252868933,0.5328862629149049,0.023087290937094985,0.8400954014098595,0.007557311273429114,5.086193153379773,1.6378579129778833e-05,0
steering_law,value,exact,slip,0,0.01,logei,5,0.0,0.0,0.0010860434542392153,0.0006853328611903689,0.04649834685853702,0.07267607871956239,0.48680721840525215,-0.37430047731022587,0.438928141859929,0.0009489458542558608,4.7524247097377055,0.0007333135503707353,0
steering_law,value,exact,slip,0,0.01,pi,5,0.0,0.0,0.0005822143421179135,0.0006630346841426915,0.02768148580817238,-0.07991023195825742,0.930041501851344,-0.7247542877656912,0.664612605265821,0.0005649282817994262,7.135527074590989,0.0007945452244142098,0
steering_law,value,exact,slip,0,0.01,qnei,5,0.0,0.0,0.000825693193023231,9.445020576781539e-05,-0.06699149267138323,0.12372421904718411,0.8328224859625574,-0.8194342184789505,0.45339202986144367,-0.0013671733198241478,4.622793024403855,0.0008476278154156945,0
steering_law,value,exact,slip,0,0.01,qucb,5,0.0,0.0,0.00014698441760502227,0.00012348086702140002,0.14009077627369299,0.14457266880485697,0.07606375806582227,0.07641390417088818,0.1990178812731651,0.002858995434157003,4.500710453534629,0.00019117888890569104,0
steering_law,value,exact,slip,0,0.01,random,5,0.0,0.0,0.005162881274484554,0.007928782792177902,0.29830658142664424,0.34227735794532776,0.334958559399992,0.0560656596329423,0.5579569058444764,0.006087889416870279,16.359215112472718,0.0,0
steering_law,value,exact,slip,0,0.01,sobol,5,0.0,0.0,-0.0023179810588740595,0.003236771479595099,-0.28267435592323603,-0.16252168903510444,0.45953867718281277,-0.6682560162536886,0.05649172812461138,-0.005768864406596641,11.500011228340806,0.0,0
steering_law,value,exact,slip,0,0.01,ucb,5,0.0,0.0,0.00021264835743636597,6.34267069699046e-05,0.07951059208499575,0.04894005489834807,0.09618883371332797,0.004468068526370317,0.1545531156436212,0.001622665144591752,4.440199824675251,0.00011987201855960481,0
steering_law,value,exact,slip,0,0.05,ei,5,0.0,0.0,0.00398325245573255,0.0002880081152464999,0.43016588070639433,0.31437657755503956,0.5934959473748701,-0.03139149956959901,0.8917232609823877,0.008778895524620295,5.146050781688141,0.005016686699664553,0
steering_law,value,exact,slip,0,0.05,logei,5,0.0,0.0,0.0006132899168530561,0.00043723570816246883,0.5773200005000387,0.6875580816133426,1.1894170381778482,-0.29214191968206726,1.4941122007210763,0.011782040826531403,5.283246363379208,0.009363454438024919,0
steering_law,value,exact,slip,0,0.05,pi,5,0.0,0.0,0.058869314235399706,0.03878649612635219,3.6457109398003715,4.2599714924204,3.000881753365349,1.2978597130148084,5.838361387544515,0.0744022640775586,10.753556528583188,0.08014768383422369,0
steering_law,value,exact,slip,0,0.05,qnei,5,0.0,0.0,0.0006908643530584812,0.0005066139924766,-0.07957805301696079,0.2107698895725394,1.0217046457335557,-1.0083326697335273,0.49385179133030005,-0.0016240418983053235,4.610206464058277,0.0017529812188951076,0
steering_law,value,exact,slip,0,0.05,qucb,5,0.0,0.0,0.0006793578027213675,0.0008130821123830628,0.30652696366203414,0.0985839746928514,1.0548737219124062,-0.4583462301459237,1.2428045634965674,0.006255652319633357,4.6671466409229705,0.0012133409026110222,0
steering_law,value,exact,slip,0,0.05,random,5,0.0,0.0,-0.021767587903704623,-0.010388907867801278,-0.084396069569034,-0.29457031776451537,3.6344889849429878,-2.8831355930422267,2.962942129845856,-0.001722368766714999,15.97651246147704,0.008365891589818342,0
steering_law,value,exact,slip,0,0.05,sobol,5,0.0,0.0,-0.01775181203622634,-0.0078000968290840855,-0.2891559251606301,-0.5617554999036614,1.1906720295835336,-1.1309412117600082,0.7131811394664711,-0.0059011413298087675,11.493529659103412,0.0,0
steering_law,value,exact,slip,0,0.05,ucb,5,0.0,0.0,0.000490992016017292,0.00037519027095143893,0.4266076045246524,-0.02377860828683387,0.6892674267516403,-0.08567855198166674,0.9388937610309714,0.00870627764336025,4.787296837114908,0.006985528669134537,0
steering_law,value,exact,slip,0,0.15,ei,5,0.0,0.0,0.004684047368602557,0.0010436810652696,1.330601851469541,1.2807311261115828,0.6008071993973585,0.9297595746148929,1.8320545863188187,0.027155139825909003,6.046486752451288,0.0747180390598935,0
steering_law,value,exact,slip,0,0.15,logei,5,0.0,0.0,0.00648672922942493,0.0054211760037598585,2.3581897996398724,2.922570520158888,1.6099579957897057,1.0825965593671405,3.572673042000642,0.04812632244163005,7.064116162519042,0.016785145815872534,0
steering_law,value,exact,slip,0,0.15,pi,5,0.0,0.0,0.07279391480022825,0.039141427357575566,3.5383774790609066,2.396107002806561,4.542077109904656,0.765043432788189,7.467562536886879,0.07221178528695725,10.64622306784372,0.3286255262489236,0
steering_law,value,exact,slip,0,0.15,qnei,5,0.0,0.0,0.0020446397800464576,0.0005938052582026012,0.6922715416881353,-0.19568698836244813,1.6216993354639913,-0.5222914120075642,2.046338999743521,0.014127990646696642,5.382056058763373,0.013628331665406562,0
steering_law,value,exact,slip,0,0.15,qucb,5,0.0,0.0,0.0023338327773443227,0.001496062613914427,0.6500774681217621,0.8589809532078299,0.8990435112016127,-0.1778705468625274,1.2695983652121814,0.01326688710452576,5.010697145382698,0.016378594629237242,0
steering_law,value,exact,slip,0,0.15,random,5,0.0,0.0,-0.10416949556328585,-0.1420616358835754,-2.8436828949458173,-0.7001412477040585,4.1022435484739885,-6.459874144207591,-0.003065202100594533,-0.0580343447948126,13.217225636100258,0.08087186574268485,0
steering_law,value,exact,slip,0,0.15,sobol,5,0.0,0.0,0.044122029326176516,0.03211851623960871,-1.2167606864234324,-0.49487877390965096,2.277320730620243,-3.1725854889786462,0.3364097091456822,-0.02483185074333536,10.56592489784061,0.12904217547369526,0
steering_law,value,exact,slip,0,0.15,ucb,5,0.0,0.0,0.006987292131328681,0.003995843717658795,1.7709395062238626,1.3776104126583277,2.1954084219886085,0.23186536814473424,3.730363083951707,0.03614162257599721,6.131628738814118,0.026610176466149604,0
steering_law,value,exact,slip,0,0.4,ei,5,0.0,0.0,0.022484978473573593,0.013304636472649373,2.101398275821721,1.3869564333794209,2.8476807489054115,-0.09442595659124224,4.297222508234684,0.04288567909840246,6.817283176803467,0.3176053872832116,0
steering_law,value,exact,slip,0,0.4,logei,5,0.0,0.0,0.029594104597291775,0.0025309699906902686,1.5844198322847358,2.941916391577342,3.9053943177484793,-1.7450334530309657,4.438566077154535,0.03233509861805583,6.290346195163904,0.8031229210556902,0
steering_law,value,exact,slip,0,0.4,pi,5,0.0,0.0,0.0363914935400121,0.03703392438087013,-0.7502336492472663,-1.4768909654351638,2.4180461062193013,-2.5372141257464262,1.0981124167783822,-0.015310890800964622,6.35761193953555,0.6186235838702685,0
steering_law,value,exact,slip,0,0.4,qnei,5,0.0,0.0,0.003401349104798136,0.0014367493149422875,-0.19471474290572927,-0.3217985740763507,0.7453332491673542,-0.7721896046635401,0.3827601188520816,-0.003973770263382229,4.495069774169509,0.18323864568005038,0
steering_law,value,exact,slip,0,0.4,qucb,5,0.0,0.0,0.019956860281812743,0.0033305776915051218,-0.4130311156239312,-0.6957135780890749,2.620497979563671,-2.220761477459216,1.6692367609547767,-0.008429206441304713,3.947588561637005,0.6663485602239467,0
steering_law,value,exact,slip,0,0.4,random,5,0.0,0.0,-0.19141718991976617,-0.1735982275374223,-5.218512727189553,-9.079602099776684,8.200211641149833,-11.41229096718588,1.4122448357008508,-0.1065002597385623,10.842395803856522,0.8550951457910181,0
steering_law,value,exact,slip,0,0.4,sobol,5,0.0,0.0,-0.0532418793617182,-0.0422796026656404,-3.3428504955201364,-4.6078608285937825,5.566869506322948,-7.480274367908919,0.7945733768686487,-0.0682214386840844,8.439835088743909,0.5230725504236767,0
steering_law,value,exact,slip,0,0.4,ucb,5,0.0,0.0,0.009923332416216462,0.001366598508434939,1.2678765831533283,2.218642014801474,2.8414995125797216,-0.9329310832018132,3.393009282349341,0.02587503230925159,5.628565815743583,0.10731863673825512,0
