error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
gaussian,mind0.05,0.25,0,10,0.01,50,200,20,5.9350000000000005,3.724875,8.355125,1.0,4.261780104712042,1.5935,0.045
gaussian,mind0.05,0.25,0,25,0.01,50,200,20,13.645,11.089375,16.145125000000004,11.5,4.67910447761194,1.5458,0.33
gaussian,mind0.05,0.25,20,10,0.01,50,200,20,3.175,1.5250000000000001,5.074999999999999,0.0,1.8082901554404145,1.3175,0.035
gaussian,mind0.05,0.25,20,25,0.01,50,200,20,9.455000000000002,6.71975,12.294999999999998,1.0,1.2758620689655173,1.3781999999999999,0.275
gaussian,mind0.05,1.0,0,10,0.01,50,200,20,13.59,8.94425,18.900125,7.0,7.524390243902439,2.359,0.18
gaussian,mind0.05,1.0,0,25,0.01,50,200,20,21.505,17.588999999999995,25.471374999999995,26.0,6.348837209302325,1.8601999999999999,0.57
gaussian,mind0.05,1.0,20,10,0.01,50,200,20,2.8950000000000005,1.385,4.480125,0.0,2.122448979591837,1.2894999999999999,0.02
gaussian,mind0.05,1.0,20,25,0.01,50,200,20,10.110000000000001,7.29475,13.020374999999998,1.0,1.0,1.4043999999999999,0.31
gaussian,mind0.05,5.0,0,10,0.01,50,200,20,20.63,16.054875,25.355624999999993,18.0,7.491803278688525,3.063,0.39
gaussian,mind0.05,5.0,0,25,0.01,50,200,20,26.464999999999996,23.109625000000005,29.911249999999995,29.0,8.591836734693878,2.0586,0.755
gaussian,mind0.05,5.0,20,10,0.01,50,200,20,3.8300000000000005,1.83475,6.235124999999999,0.0,1.6613756613756614,1.383,0.055
gaussian,mind0.05,5.0,20,25,0.01,50,200,20,11.559999999999999,8.265000000000002,14.815125,2.0,0.36,1.4624000000000001,0.375
