delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,3.9677546410457825,0.5960293351166155,149.42588196180068,2.9885176392360138,0.5960293351166155,115.22193216911397,115.22193216911397,0.0,logei,composite,0.0,0,50,7,cc645e96-9aec-41e8-be5d-04d7bd8ae210,none,gradient_boosting,True,0.01,2.0,20.4511151999468,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.7633263542491937,1.8004576219132042,190.0473725546156,3.8009474510923122,1.8004576219132042,128.98105785292586,131.9544551921886,0.0,logei,composite,0.228088,0,50,7,bee271f0-b859-402f-a966-ac5dfac1eeef,gaussian,gradient_boosting,False,0.01,2.0,25.05553620000137,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.596365011002638,1.96741896515976,168.7609021786025,3.37521804357205,2.2804967372904517,118.13319558954325,120.5375413074638,0.0,logei,composite,0.912351,0,50,7,c0743335-0dfa-4b55-8b4d-d4928077a2c4,gaussian,gradient_boosting,False,0.01,2.0,15.104283699998632,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,1.6548476663164247,2.9089363098459735,249.0363796985243,4.980727593970486,4.61066205819626,160.4655348099717,237.9859338253382,0.0,logei,composite,4.561754,0,50,7,ff4d1c14-e936-488f-9201-af0d9b32486f,gaussian,gradient_boosting,False,0.01,2.0,17.063804000033997,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,3.648927473224707,0.9148565029376909,160.22508015080686,3.204501603016137,0.9148565029376909,81.63288474868837,81.63288474868837,0.0,qnei,composite,0.0,0,50,7,1ebe960d-694f-4073-9551-3d0a34b2501c,none,gradient_boosting,True,0.01,2.0,21.4166124999756,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.066693972511688,2.49709000365071,204.46548686651582,4.089309737330316,2.8643628884561774,146.66295081187852,148.6991079948774,0.0,qnei,composite,0.228088,0,50,7,b0c1734c-afb2-4333-b863-137a90e12e37,gaussian,gradient_boosting,False,0.01,2.0,25.20816860004561,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,3.1774746394210753,1.3863093367413226,197.96816386975084,3.959363277395017,3.030601368227716,134.24953603982956,187.26624426335022,0.0,qnei,composite,0.912351,0,50,7,1321a6da-df73-4991-9a41-107c517ca0d0,gaussian,gradient_boosting,False,0.01,2.0,23.433821100043133,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.7450464797887104,1.8187374963736875,239.07759722671614,4.781551944534323,3.36447577689625,99.22776179767847,195.0755038508379,0.0,qnei,composite,4.561754,0,50,7,aaa63afb-70d4-49de-97bc-c0a19319bd02,gaussian,gradient_boosting,False,0.01,2.0,21.027676499972586,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.921235704691179,1.642548271471219,172.69055799795592,3.4538111599591184,1.642548271471219,123.70422360890193,123.70422360890193,0.0,ucb,composite,0.0,0,50,7,09bbdc15-43bc-4f61-9e03-db027c1ec39a,none,gradient_boosting,True,0.01,2.0,16.23774999997113,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.38432647958562,2.179457496576778,199.72315032092357,3.994463006418471,2.179457496576778,120.5632236875597,120.5632236875597,0.0,ucb,composite,0.228088,0,50,7,c24d360e-093e-4f68-9596-3750d3ec0142,gaussian,gradient_boosting,False,0.01,2.0,18.887566299992613,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,1.6976022353469669,2.8661817408154313,227.5892424043097,4.551784848086194,4.628085251911253,154.7364411505407,203.51720120613467,0.0,ucb,composite,0.912351,0,50,7,1c31cf3e-c557-4ce9-9a31-bbeee8fcd703,gaussian,gradient_boosting,False,0.01,2.0,17.214587900030892,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
0.7805537608974431,-2.802138843683271,0.1430767001414357,1.7965582081583973,0.5270608146792729,3.462243739646996,0.0,2.5425354603339905,2.0212485158284075,207.865526910013,4.15731053820026,3.1371812079492956,115.27634904199287,142.56931519092743,0.0,ucb,composite,4.561754,0,50,7,4f40c752-db36-45f4-864e-f86c0a2ff2ae,gaussian,gradient_boosting,False,0.01,2.0,21.105828400002792,4.563783976162398,iso_michalewicz,"x0,x1,x2,x3,x4"
