iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,0.14792608457745593,0.9282110229603695,1.571302229950474,1.7382308339707686,True,0.16692860402029464,logei,0.0,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.01993191727243095,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.395861733341463,6.395861733341463,6.395861733341463,6.395861733341463,1.571302229950474,6.395861733341463,hartmann_6
2,0.07042057615419683,0.12977394939929798,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.37926057518372475,0.4704414748446871,True,0.09118089966096238,logei,0.0,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.007975238467492587,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.587903388108212,13.983765121449675,6.395861733341463,6.991882560724838,1.571302229950474,6.395861733341463,hartmann_6
3,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,0.6703605841024838,0.5123823134831604,-0.6412990271898988,-0.6608900051326883,True,-0.01959097794278941,logei,0.0,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.00044416856373159504,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.608462990481836,22.59222811193151,6.395861733341463,7.530742703977171,1.571302229950474,6.395861733341463,hartmann_6
4,0.8167364359696581,0.5490752688700263,0.9809136392973055,0.20450946133004488,0.5537303628652278,0.4836246969233877,-0.45831383618453114,-0.8430603560740721,True,-0.384746519889541,logei,0.0,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.15565482145701692,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.425477799476468,31.01770591140798,6.395861733341463,7.754426477851995,1.571302229950474,6.395861733341463,hartmann_6
5,0.3532748550604481,0.5915953039490435,0.23530123166758055,0.8022026837784835,0.8673335518424147,0.12875967122785104,1.3104474652198819,1.4184160536487609,True,0.10796858842887902,logei,0.0,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.010791494830871757,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.656716498072055,37.67442240948004,6.395861733341463,7.5348844818960075,1.571302229950474,6.395861733341463,hartmann_6
6,0.0,0.0,1.0,0.46626772683424683,0.0,1.0,-0.16740631130080993,-0.13290503173801974,True,0.0345012795627902,logei,0.42729910000343807,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0005859156289730843,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.134570274592747,45.808992684072784,6.395861733341463,7.634832114012131,1.571302229950474,6.395861733341463,hartmann_6
7,0.17016535220964663,0.6688599566967502,0.39939899202720924,0.3241398584884864,0.5570626996396384,0.4367359323993841,0.5167404919653903,0.4662742083829121,True,-0.05046628358247818,logei,0.23200389998964965,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0026997589546058436,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.4504234713265465,53.25941615539933,6.395861733341463,7.6084880221999045,1.571302229950474,6.395861733341463,hartmann_6
8,0.09934160080521998,0.6956683245312535,0.4436599856469044,0.0,0.16103027594954367,0.9368227767557519,0.014836501885682125,0.04830889654055312,True,0.03347239465487099,logei,0.3136891000031028,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0016630122714802328,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.952327461406255,61.211743616805585,6.395861733341463,7.651467952100698,1.571302229950474,6.395861733341463,hartmann_6
9,0.20612989128857354,0.4953840479761319,0.38948407470365226,0.526641230070637,0.5406842702938273,0.48669934594598113,0.613303519807102,0.6781109676395236,True,0.06480744783242165,logei,0.3766710000054445,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0030499515757818336,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.353860443484836,68.56560406029043,6.395861733341463,7.618400451143381,1.571302229950474,6.395861733341463,hartmann_6
10,0.07635485462463387,0.4346835733056128,0.6530481771122909,0.0,0.084421384938535,0.9848425232224788,1.6910100430952657,1.8377127318941375,True,0.14670268879887183,logei,0.34532120000221767,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.020984977732072675,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.6910100430952657,6.276153920196672,74.8417579804871,6.276153920196672,7.48417579804871,1.6910100430952657,6.276153920196672,hartmann_6
11,0.1800815609119696,0.38423007487947614,0.6805943868578249,0.19294001010583092,0.26639109723773774,0.7643355038004945,5.137733315759437,4.914442059053812,True,-0.22329125670562533,logei,0.31953779998002574,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.03367499149739604,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.137733315759437,2.8294306475325,77.6711886280196,2.8294306475325,7.061017148001782,5.137733315759437,2.8294306475325,hartmann_6
12,0.12350791979033025,0.2570175093633689,0.7094231057115464,0.2822413316288201,0.28553147875477575,0.716301934431215,6.137128391825054,6.0623519068258025,True,-0.07477648499925138,logei,0.26029609999386594,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0037140268794337034,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,1.8300355714668832,79.50122419948649,1.8300355714668832,6.625102016623874,6.137128391825054,1.8300355714668832,hartmann_6
13,0.12070233950274846,0.11209020445146373,0.6946409480244261,0.3661102730842557,0.39758477534306175,0.5722287935967724,4.883974223787362,5.301830054566856,True,0.4178558307794935,logei,0.2912813000148162,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.2755326097134626,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,3.083189739504575,82.58441393899106,1.8300355714668832,6.352647226076235,6.137128391825054,1.8300355714668832,hartmann_6
14,0.0,0.3316995576980049,0.7142301908739235,0.32166669906406375,0.17879974512837252,0.5202954210826575,2.8561929361154257,2.514152335432649,True,-0.34204060068277675,logei,0.24424930001259781,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.10321300038447603,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,5.110971027176511,87.69538496616758,1.8300355714668832,6.26395606901197,6.137128391825054,1.8300355714668832,hartmann_6
15,0.10050947423911474,0.0,0.6867222336106993,0.33604598905339006,0.427398132725501,0.6942749467611581,4.494881622888384,4.434970399712854,True,-0.059911223175530104,logei,0.27515760000096634,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0037902922571731315,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,3.472282340403553,91.16766730657113,1.8300355714668832,6.077844487104742,6.137128391825054,1.8300355714668832,hartmann_6
16,0.16875289787358752,0.20690714120668935,0.752298286501527,0.2978954801163542,0.22535685765523666,0.8229377030687778,4.978805160481009,4.956482655242164,True,-0.02232250523884538,logei,0.32537090001278557,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0008791394307680836,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,2.988358802810928,94.15602610938205,1.8300355714668832,5.884751631836378,6.137128391825054,1.8300355714668832,hartmann_6
17,0.14098461668727366,0.27730119187630686,0.7247680361501988,0.22309206852522973,0.49763589044925494,0.6625192942399438,3.3815356901090103,3.3665656330593094,True,-0.014970057049700891,logei,0.2977692999993451,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0001358159443218376,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,4.585628273182927,98.74165438256497,1.8300355714668832,5.808332610739116,6.137128391825054,1.8300355714668832,hartmann_6
18,0.09145794489556978,0.1722754894641395,0.699397019892086,0.26804473930032857,0.32415216382371936,0.828407796366954,5.2600135010642735,5.182236138314299,True,-0.07777736274997427,logei,0.30436949999420904,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.008498396779839639,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,2.7071504622276636,101.44880484479263,1.8300355714668832,5.636044713599591,6.137128391825054,1.8300355714668832,hartmann_6
19,0.13764855876704668,0.32227296955631063,0.7163855541844757,0.5638065108343587,0.2875702121852456,0.5594149376450619,2.085199772292045,1.976161614671118,True,-0.10903815762092672,logei,0.38558460000786,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.007639078994071845,"x0,x1,x2,x3,x4,x5",7.967163963291937,6.137128391825054,5.881964190999892,107.33076903579253,1.8300355714668832,5.64898784398908,6.137128391825054,1.8300355714668832,hartmann_6
20,0.221446182903972,0.1346126539303303,0.5630931716560575,0.25196015693459267,0.30671747301189084,0.6606859712949413,7.697844758245188,7.563649316768724,True,-0.13419544147646434,logei,0.31885440001497045,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.0077723024377192775,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.697844758245188,0.2693192050467488,107.60008824083928,0.2693192050467488,5.380004412041965,7.697844758245188,0.2693192050467488,hartmann_6
21,0.306561821311057,0.08614785308591975,0.4560312633784315,0.16496870431368554,0.2934915936812158,0.6399591679484568,6.567591221256595,6.777935707167444,True,0.21034448591084942,logei,0.26913049997529015,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.041630490062621345,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.697844758245188,1.3995727420353425,108.99966098287463,0.2693192050467488,5.190460046803554,7.697844758245188,0.2693192050467488,hartmann_6
22,0.18398645667960328,0.09061769507814808,0.3442008132457187,0.24584379419894278,0.2982507153392699,0.6014073450130634,7.196717754882075,7.768645637012014,True,0.5719278821299394,logei,0.31376809999346733,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.1892003943887998,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.697844758245188,0.7704462084098624,109.7701071912845,0.2693192050467488,4.989550326876568,7.196717754882075,0.7704462084098624,hartmann_6
23,0.18798947061494672,0.034557528965088326,0.7426347355325819,0.20119071541969086,0.2954622708004529,0.5546900983359728,4.885302263576529,5.081269634685097,True,0.19596737110856832,logei,0.3452148000069428,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.01636535583896096,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.697844758245188,3.0818616997154082,112.8519688909999,0.2693192050467488,4.906607343086952,7.196717754882075,0.7704462084098624,hartmann_6
24,0.25976069453590295,0.15171312126025005,0.35328775307013505,0.304338423692213,0.3003844382611205,0.6664526318236997,7.574709571571066,7.362510393908035,True,-0.21219917766303098,logei,0.2430762999865692,False,11,7cfa15a7-856c-42e1-80f1-3e831d577529,gaussian,0.25,0,exact,value,self_report,0.05114163152114742,"x0,x1,x2,x3,x4,x5",7.967163963291937,7.697844758245188,0.3924543917208707,113.24442328272077,0.2693192050467488,4.7185176367800326,7.196717754882075,0.7704462084098624,hartmann_6
