iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,547.2020515547704,-350.78182790502376,394.13386232943685,-420.8614523015757,15.36553972387776,-436.8964751753921,-0.8615395490477546,0.03572730563073745,True,0.8972668546784921,logei,0.0,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.8615395490477546,3.6153953647067256,3.6153953647067256,3.6153953647067256,3.6153953647067256,-0.8615395490477546,3.6153953647067256,griewank
2,226.84377573735742,410.0972691747347,-89.38920311402808,548.3112041440395,390.3994876617579,-194.1416250341088,0.006360549547193837,0.5663730588197959,True,0.5600125092726022,logei,0.0,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,2.747495266111777,6.3628906308185025,2.747495266111777,3.1814453154092512,0.006360549547193837,2.747495266111777,griewank
3,90.91265753341634,303.96223765017237,392.52472442975454,520.1261650218976,-426.00636607652723,294.696253252725,-0.28063547255835886,-1.4484119928581796,True,-1.1677765202998207,logei,0.0,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,3.0344912882173296,9.397381919035832,2.747495266111777,3.1324606396786105,0.006360549547193837,2.747495266111777,griewank
4,-432.7783273586132,487.83450733551217,-328.66267959056705,423.88769988672755,-232.41856136145145,563.796441847586,-1.3880249615002915,-0.13803290091155085,True,1.2499920605887407,logei,0.0,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,4.141880777159262,13.539262696195093,2.747495266111777,3.3848156740487734,0.006360549547193837,2.747495266111777,griewank
5,21.4010563402436,-213.0305294807264,-261.07977940238453,127.03799498361127,-199.482651936794,214.3785282097715,1.9146896549616432,4.567171964731049,True,2.6524823097694057,logei,0.0,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,0.8391661606973275,14.378428856892421,0.8391661606973275,2.8756857713784845,1.9146896549616432,0.8391661606973275,griewank
6,-67.60122715795131,-406.7485204905775,-592.9943634668529,71.77061361744005,-127.57916254836394,266.33424015915307,0.40311085716577677,0.7655318138419479,True,0.36242095667617114,logei,1.2425623000017367,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,2.350744958493194,16.729173815385614,0.8391661606973275,2.7881956358976026,1.9146896549616432,0.8391661606973275,griewank
7,111.0668498736343,-282.4171993282121,-167.2176898981132,94.15731767762244,-237.4459620681619,160.5803089973129,1.936411912461788,3.9352846634431096,True,1.9988727509813216,logei,0.7780264999601059,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.936411912461788,0.8174439031971827,17.546617718582798,0.8174439031971827,2.5066596740832567,1.9146896549616432,0.8391661606973275,griewank
8,-54.37430053088154,-102.98599915325558,-233.48923579833894,-46.101748987249856,-19.000734601532532,167.10705470740697,2.3627270914111076,2.455789559426444,True,0.09306246801533646,logei,0.9406856000423431,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3627270914111076,0.39112872424786316,17.93774644283066,0.39112872424786316,2.2422183053538327,1.9146896549616432,0.8391661606973275,griewank
9,105.64979087968347,-179.51667455127657,-246.03980653348157,229.01013939958335,-124.86224595978815,126.95763872861887,2.0232532313792206,2.506495571782316,True,0.4832423404030952,logei,0.6863875999697484,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3627270914111076,0.7306025842797501,18.668349027110413,0.39112872424786316,2.074261003012268,1.9146896549616432,0.8391661606973275,griewank
10,-135.08726911663663,-142.32008348737656,-256.0440666708821,99.08939479109125,-357.74704896394377,394.17437886857664,1.2360209910391646,3.39601942691837,True,2.1599984358792055,logei,0.7745583999785595,False,0,10,81fb74cd-2fbf-429d-8bcd-2661faf3835d,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.3627270914111076,1.5178348246198061,20.18618385173022,0.39112872424786316,2.018618385173022,1.9146896549616432,0.8391661606973275,griewank
