arm,procedure,error_model,family,k,candidates,rho,winner,scope,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,recovered_lo,recovered_hi,wilcoxon_p,wilcoxon_p_fdr
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,0.05,0.0,20,600,0.007283275356432553,-0.02014670097863348,0.02110178943376765,-2.766159453361874,-23.905832323980096,-0.7373638436972209,0.031103769479907197,0.062207538959814394
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,0.05,20.0,20,600,-0.0005775368818208183,-0.02122275515662397,0.02110178943376765,,-212.97715403584033,-1.7281772378440752,0.02422372469374016,0.062207538959814394
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,0.25,0.0,20,600,0.03825454149748255,-0.01376350902418022,0.02110178943376765,-0.359787583000726,-0.9894256857684443,0.0030295410780191274,0.4209099170051037,0.48103990514868994
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,0.25,20.0,20,600,0.022728479424807015,-0.018550141227472526,0.02110178943376765,-0.8161628800924519,-2.2352960958487724,-0.12749999168019094,0.20244979858398438,0.323919677734375
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,1.0,0.0,20,600,0.20939594374896484,0.003186874966035162,0.02110178943376765,0.01521937296863668,-0.07754017031488948,0.10070666747371207,0.6215133666992188,0.6215133666992188
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,1.0,20.0,20,600,0.12514782730766216,0.008924096276761778,0.02110178943376765,0.0713084395370514,-0.09514615194379394,0.20775824915106544,0.34881019592285156,0.46508026123046875
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,5.0,0.0,20,600,0.7264068798293957,0.08268058900689891,0.02110178943376765,0.11382131874400381,0.05466416856948098,0.17220177309380894,0.0031528472900390625,0.0252227783203125
output-boba,confirm_k2,ar1,confirmation,2.0,,,,cell,5.0,20.0,20,600,0.4553017321055197,0.07262484836274256,0.02110178943376765,0.15950927317340227,0.07221502765746192,0.2373723806047831,0.012079238891601562,0.04831695556640625
output-boba,confirm_k2,ar1,confirmation,2.0,,,,pooled,,,20,4800,0.19799264279855544,0.011716662778191018,0.02110178943376765,0.05917726342039868,-0.013429541433651325,0.1209744564181797,0.1893482208251953,
output-boba,confirm_k2,bias,confirmation,2.0,,,,cell,0.05,0.0,20,600,0.013395489962064456,-0.024261939627586906,0.02110178943376765,-1.8112021058054497,-4.5053376955503195,-0.6404293049007591,0.02422372469374016,0.11006673177083333
output-boba,confirm_k2,bias,confirmation,2.0,,,,cell,0.05,20.0,20,600,0.008569131211679494,-0.020116622261490167,0.02110178943376765,-2.347568471593918,-13.091850779888617,-0.48609077702085834,0.06414936248047728,0.11006673177083333
