dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
michalewicz,value,logei,0.35,1.34375,0.6513174863097171,250.72788765836492,0.009070611268314321,8,8
michalewicz,value,qnei,0.65,1.65625,1.1027479914862264,264.71963630481616,-0.014135184955458398,2,8
