iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-0.49025172981566845,True,0.5103026951556521,aei,0.0,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,1.6562488524390189,True,1.3747318733192821,aei,0.0,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,-0.264338681654289,True,-1.3354907997396464,aei,0.0,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,0.28151697911973667,2.3429633526588756,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,0.6124153231474029,True,1.591894139509766,aei,0.0,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,0.28151697911973667,2.3429633526588756,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,-2.947766065037519,True,-0.9912453866836213,aei,0.0,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,0.28151697911973667,2.3429633526588756,levy_10
6,4.422681171489745,1.3018984928159667,-8.301939917747204,-1.095944158582875,6.593951976854638,3.0961585999250447,-4.33167532481621,2.2054267848987994,-1.9020224006509854,10.0,-5.833448233645078,0.8225948165126035,1.6835137532341695,True,0.860918936721566,aei,0.8154346999945119,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.801885515266009,17.508171996641558,1.553328213693255,2.918028666106926,0.8225948165126035,1.801885515266009,levy_10
7,2.8034596311628293,2.5368651402093656,-10.0,0.5428437214145203,10.0,-3.235823782656118,-0.4367270574332052,10.0,0.8488265221372004,10.0,-10.0,-2.610019936896146,-0.6825567777509902,True,1.9274631591451556,aei,0.7992509999894537,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,5.234500268674758,22.742672265316315,1.553328213693255,3.248953180759474,0.8225948165126035,1.801885515266009,levy_10
8,3.875070316156787,2.465779392197421,-5.935890787277848,-5.596310140715846,7.877649825496284,6.3872576198548625,-0.38034148286725256,2.4679771785554685,-3.2514268561183868,10.0,-5.374784835244825,-0.13450511505846738,0.1794030568706906,True,0.313908171929158,aei,0.8627353999763727,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,2.75898544683708,25.501657712153396,1.553328213693255,3.1877072140191745,0.8225948165126035,1.801885515266009,levy_10
9,-2.0814875661371204,1.3803065639791108,-5.990085161367942,-7.2403130785247845,6.587323554187655,2.3335424889110823,-10.0,3.8159822692831344,6.270135591076163,10.0,-3.482805051869776,-1.9502525901053565,-3.056012337483557,True,-1.1057597473782006,aei,0.7956544000189751,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.574732921883969,30.076390634037367,1.553328213693255,3.341821181559707,0.8225948165126035,1.801885515266009,levy_10
10,2.099515018841824,2.185975189876993,-5.277663965465616,-3.3458411564689197,0.9431633043543155,3.0316728181232815,-2.387965188608521,3.5296141498172866,-0.45680091550175633,9.010877268779476,-4.7848228816956055,1.2845792482690004,0.06211613880761502,True,-1.2224631094613854,aei,0.8802906000055373,False,11,d66557b2-8362-4ad0-9e0f-50d1d3828a2e,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2845792482690004,1.339901083509612,31.41629171754698,1.339901083509612,3.141629171754698,0.8225948165126035,1.801885515266009,levy_10
