dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
shekel,value,logei,0.3999999999999999,1.45,9.319001179721772,2571.568815696728,0.0,2,2
shekel,value,qnei,0.6000000000000001,1.55,8.408506840545325,2578.4664696168284,0.0,0,2
