iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,547.2020515547704,-350.78182790502376,394.13386232943685,-420.8614523015757,15.36553972387776,-436.8964751753921,-0.8615395490477546,-1.1967688606918374,True,-0.33522931164408276,qnei,0.0,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.8615395490477546,3.6153953647067256,3.6153953647067256,3.6153953647067256,3.6153953647067256,-0.8615395490477546,3.6153953647067256,griewank
2,226.84377573735742,410.0972691747347,-89.38920311402808,548.3112041440395,390.3994876617579,-194.1416250341088,0.006360549547193837,-0.42115716550544063,True,-0.4275177150526345,qnei,0.0,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,2.747495266111777,6.3628906308185025,2.747495266111777,3.1814453154092512,0.006360549547193837,2.747495266111777,griewank
3,90.91265753341634,303.96223765017237,392.52472442975454,520.1261650218976,-426.00636607652723,294.696253252725,-0.28063547255835886,-0.5974423358600816,True,-0.3168068633017227,qnei,0.0,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,3.0344912882173296,9.397381919035832,2.747495266111777,3.1324606396786105,0.006360549547193837,2.747495266111777,griewank
4,-432.7783273586132,487.83450733551217,-328.66267959056705,423.88769988672755,-232.41856136145145,563.796441847586,-1.3880249615002915,-1.2710548128627341,True,0.11697014863755739,qnei,0.0,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,4.141880777159262,13.539262696195093,2.747495266111777,3.3848156740487734,0.006360549547193837,2.747495266111777,griewank
5,21.4010563402436,-213.0305294807264,-261.07977940238453,127.03799498361127,-199.482651936794,214.3785282097715,1.9146896549616432,1.245004527596541,True,-0.6696851273651023,qnei,0.0,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,0.8391661606973275,14.378428856892421,0.8391661606973275,2.8756857713784845,1.9146896549616432,0.8391661606973275,griewank
6,13.962843472299362,-381.9629966411168,-467.76232445752584,213.32099657123928,-261.67457859216785,263.2778333506423,0.652088299470993,0.17445614665314563,True,-0.4776321528178474,qnei,0.29588869999861345,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,2.101767516187978,16.4801963730804,0.8391661606973275,2.7466993955134,1.9146896549616432,0.8391661606973275,griewank
7,-37.725387869612874,-172.2163583672661,-183.0096734532786,-86.25002550865439,-125.54005845763947,326.13770248162064,1.9992089866773883,1.245004527596541,True,-0.7542044590808474,qnei,0.28682380000827834,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9992089866773883,0.7546468289815824,17.23484320206198,0.7546468289815824,2.462120457437426,1.9146896549616432,0.8391661606973275,griewank
8,-98.429498070606,-115.23042851837988,-213.5054575392249,348.88848500250776,29.480717156327017,-18.941835197081247,2.0102776110593963,1.245004527596541,True,-0.7652730834628554,qnei,0.33707890001824126,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.0102776110593963,0.7435782045995745,17.978421406661557,0.7435782045995745,2.2473026758326946,1.9146896549616432,0.8391661606973275,griewank
9,485.36563670210495,-121.25085622250558,-211.2876352400614,389.19540704541276,113.33479703618015,351.37239180451206,0.522263164125553,0.4733384790150177,True,-0.04892468511053527,qnei,0.3278899999568239,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.0102776110593963,2.231592651533418,20.210014058194975,0.7435782045995745,2.2455571175772193,1.9146896549616432,0.8391661606973275,griewank
10,-83.60928562443854,-172.649543884812,-174.5570975486312,106.81418534735175,-600.0,-315.9565328472135,0.6890839120040507,0.6733515553484996,True,-0.015732356655551172,qnei,0.353510599990841,False,1.245004527596541,10,41252b81-de4e-43b8-8f72-308dea6f0408,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,2.0102776110593963,2.06477190365492,22.274785961849894,0.7435782045995745,2.2274785961849894,1.9146896549616432,0.8391661606973275,griewank
