iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,547.2020515547704,-350.78182790502376,394.13386232943685,-420.8614523015757,15.36553972387776,-436.8964751753921,-0.8615395490477546,-1.0636920912265084,True,-0.20215254217875378,logei,0.0,False,1.245004527596541,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.8615395490477546,3.6153953647067256,3.6153953647067256,3.6153953647067256,3.6153953647067256,-0.8615395490477546,3.6153953647067256,griewank
2,226.84377573735742,410.0972691747347,-89.38920311402808,548.3112041440395,390.3994876617579,-194.1416250341088,0.006360549547193837,0.30841700691251417,True,0.30205645736532033,logei,0.0,False,1.245004527596541,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,2.747495266111777,6.3628906308185025,2.747495266111777,3.1814453154092512,0.006360549547193837,2.747495266111777,griewank
3,90.91265753341634,303.96223765017237,392.52472442975454,520.1261650218976,-426.00636607652723,294.696253252725,-0.28063547255835886,-0.005526129285640613,True,0.27510934327271824,logei,0.0,False,1.245004527596541,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,3.0344912882173296,9.397381919035832,2.747495266111777,3.1324606396786105,0.006360549547193837,2.747495266111777,griewank
4,-432.7783273586132,487.83450733551217,-328.66267959056705,423.88769988672755,-232.41856136145145,563.796441847586,-1.3880249615002915,-1.4707085911359863,True,-0.08268362963569476,logei,0.0,False,1.245004527596541,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,4.141880777159262,13.539262696195093,2.747495266111777,3.3848156740487734,0.006360549547193837,2.747495266111777,griewank
5,21.4010563402436,-213.0305294807264,-261.07977940238453,127.03799498361127,-199.482651936794,214.3785282097715,1.9146896549616432,1.245004527596541,True,-0.6696851273651023,logei,0.0,False,1.245004527596541,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,0.8391661606973275,14.378428856892421,0.8391661606973275,2.8756857713784845,1.9146896549616432,0.8391661606973275,griewank
6,112.27202940897912,-279.39305897226325,-468.7878364473451,295.9229852673735,25.748526506759127,94.08557928813055,1.19167296458514,1.1691241941580928,True,-0.022548770427047282,logei,0.3445340000325814,False,2.4146896549616432,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,1.5621828510738307,15.940611707966251,0.8391661606973275,2.6567686179943752,1.9146896549616432,0.8391661606973275,griewank
7,43.04832640823172,-253.12068493949337,-452.933237623454,-275.83679589493204,88.77475371244702,-13.891113279165237,1.3853080599302718,1.6127006346880248,True,0.22739257475775299,logei,0.3232523000333458,False,2.4146896549616432,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,1.368547755728699,17.30915946369495,0.8391661606973275,2.4727370662421357,1.3853080599302718,1.368547755728699,griewank
8,-0.24104472650375622,-600.0,-600.0,-530.7213613255369,-346.2999807492977,-418.71421627889134,-2.194209608312992,-2.044042066169429,True,0.15016754214356265,logei,0.4844778999686241,False,1.8853080599302718,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,4.948065423971963,22.257224887666915,0.8391661606973275,2.7821531109583644,1.3853080599302718,1.368547755728699,griewank
9,106.56878659669741,-103.74032473693782,-32.655641745638356,-529.0292901690642,104.50112426807827,107.34601976321395,1.5055287233999526,1.6397665842598703,True,0.13423786085991773,logei,0.31242730002850294,False,1.8853080599302718,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,1.2483270922590182,23.505551979925933,0.8391661606973275,2.611727997769548,1.5055287233999526,1.2483270922590182,griewank
10,-494.4268210266704,-161.61065072649654,-180.358204391096,-328.6810651256696,0.6956809140034661,81.49203613866352,1.1492712266506118,0.9899993892026574,True,-0.15927183744795437,logei,0.45516949996817857,False,2.0055287233999524,10,4d393e74-b802-4822-a426-efcf3ac1529e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,1.604584589008359,25.11013656893429,0.8391661606973275,2.511013656893429,1.5055287233999526,1.2483270922590182,griewank
