iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,0.15323094724110708,0.15323094724110708,0.0,False,True,0.0,logei,0.0,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,0.32604765500876154,0.32604765500876154,0.0,False,True,0.0,logei,0.0,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.32604765500876154,7.721673511680216,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,-1.0282202964532643,-1.0282202964532643,0.0,False,True,0.0,logei,0.0,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,0.32604765500876154,7.721673511680216,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,0.5224310245244812,0.5224310245244812,0.0,False,True,0.0,logei,0.0,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,0.5224310245244812,7.525290142164497,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,-0.1443543065132659,-0.1443543065132659,0.0,False,True,0.0,logei,0.0,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,0.5224310245244812,7.525290142164497,michalewicz
6,1.4282901656796927,1.3040929599914421,1.8328356232061032,1.3734855527909073,1.5594030355420825,-0.8963101192613511,-0.8963101192613511,-0.8963101192613511,0.0,False,True,0.0,logei,0.3021061000181362,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.944031285950329,49.3535020955874,7.525290142164497,8.2255836825979,0.5224310245244812,7.525290142164497,michalewicz
7,1.2537595897986786,1.206722613953253,1.684613440399938,2.087540440687105,2.2391951321111017,0.2669075309351556,0.2669075309351556,0.2669075309351556,0.0,False,True,0.0,logei,0.30085229995893314,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.780813635753823,57.134315731341225,7.525290142164497,8.162045104477318,0.5224310245244812,7.525290142164497,michalewicz
8,1.4498473426558178,0.0,2.4915443858411703,1.985568508607624,1.9821109500599903,-0.3732728398252469,-0.3732728398252469,-0.3732728398252469,0.0,False,True,0.0,logei,0.3834031999576837,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.420994006514226,65.55530973785545,7.525290142164497,8.194413717231932,0.5224310245244812,7.525290142164497,michalewicz
9,1.312999423305058,0.0,1.7442043313548876,1.922173667836069,2.104628124821439,0.768973374200741,0.768973374200741,0.768973374200741,0.0,False,True,0.0,logei,0.9372927999938838,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,7.278747792488238,72.83405753034369,7.278747792488238,8.092673058927076,0.768973374200741,7.278747792488238,michalewicz
10,1.3890404199923885,0.0,1.5396146084541373,1.8442424695077235,2.2964705208198835,-0.5564031524516829,,-0.5564031524516829,0.0,False,True,,logei,0.3484448000090197,False,True,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,8.604124319140661,81.43818184948435,7.278747792488238,8.143818184948435,0.768973374200741,7.278747792488238,michalewicz
11,1.3890411922246395,0.0,1.5396145832587138,1.8442424967469764,2.2964704443404247,-0.5564022527981446,-0.5564022527981446,-0.5564022527981446,0.0,False,True,0.0,logei,0.3048553999979049,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,8.604123419487124,90.04230526897148,7.278747792488238,8.185664115361043,0.768973374200741,7.278747792488238,michalewicz
12,0.846556749802187,0.0,1.7676129543397492,2.654582317122012,2.0813537439130463,-1.0539125800454583,-1.0539125800454583,-1.0539125800454583,0.0,False,True,0.0,logei,0.43935150001198053,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,9.101633746734436,99.14393901570591,7.278747792488238,8.261994917975493,0.768973374200741,7.278747792488238,michalewicz
13,1.2905144207079806,1.2296747950981097,1.5556129656948274,1.871342791475461,2.1143033193148635,-0.042314250716241404,-0.042314250716241404,-0.042314250716241404,0.0,False,True,0.0,logei,0.4820925000240095,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,8.09003541740522,107.23397443311113,7.278747792488238,8.24876726408547,0.768973374200741,7.278747792488238,michalewicz
14,1.1999088897885257,0.0,1.7311898942794852,1.9861386329761632,1.955944090030311,-0.38598002423690025,-0.38598002423690025,-0.38598002423690025,0.0,False,True,0.0,logei,1.6996529000462033,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,8.433701190925879,115.667675624037,7.278747792488238,8.261976830288358,0.768973374200741,7.278747792488238,michalewicz
15,1.0684634962953825,0.0,0.9810171513852535,1.891247759530743,2.056856779751228,0.39554128596292737,0.39554128596292737,0.39554128596292737,0.0,False,True,0.0,logei,0.3393686999916099,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,7.652179880726051,123.31985550476305,7.278747792488238,8.221323700317537,0.768973374200741,7.278747792488238,michalewicz
16,1.3426537437158659,0.33732731948588723,1.771730684614376,1.8997290452271032,2.11596551628819,0.5516489278127736,0.5516489278127736,0.5516489278127736,0.0,False,True,0.0,logei,1.2912008999846876,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.768973374200741,7.496072238876205,130.81592774363926,7.278747792488238,8.175995483977454,0.768973374200741,7.278747792488238,michalewicz
17,1.3090250752135486,0.0,1.646377552115552,1.9654966340131017,2.19285601000327,1.1645921739771963,1.1645921739771963,1.1645921739771963,0.0,False,True,0.0,logei,0.3118205000064336,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1645921739771963,6.883128992711782,137.69905673635105,6.883128992711782,8.099944513903003,1.1645921739771963,6.883128992711782,michalewicz
18,1.917923577384002,0.0,1.0933179890796203,1.9763870054678723,2.2514633477077646,1.4039535235214462,1.4039535235214462,1.4039535235214462,0.0,False,True,0.0,logei,0.6133158999728039,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4039535235214462,6.643767643167532,144.3428243795186,6.643767643167532,8.019045798862145,1.4039535235214462,6.643767643167532,michalewicz
19,1.289915345427804,0.0,0.9628557235670412,1.9785032544573942,2.3423213124209346,-0.20001801334037847,-0.20001801334037847,-0.20001801334037847,0.0,False,True,0.0,logei,0.41386420000344515,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4039535235214462,8.247739180029356,152.59056355954795,6.643767643167532,8.031082292607786,1.4039535235214462,6.643767643167532,michalewicz
20,1.3444237134937413,0.0,1.733346426753239,2.018806005742235,2.290370259019805,-0.7763058506225773,-0.7763058506225773,-0.7763058506225773,0.0,False,True,0.0,logei,0.6496371999965049,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4039535235214462,8.824027017311556,161.4145905768595,6.643767643167532,8.070729528842975,1.4039535235214462,6.643767643167532,michalewicz
21,1.890527005616918,0.03277023524553008,1.0386148075233566,1.9701613677784606,2.2061204165564625,1.7293778764828303,1.7293778764828303,1.7293778764828303,0.0,False,True,0.0,logei,0.484213899995666,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.7293778764828303,6.318343290206148,167.73293386706564,6.318343290206148,7.987282565098364,1.7293778764828303,6.318343290206148,michalewicz
22,1.8711993310222008,0.05588807193849587,1.0000244443282742,1.9657694768469631,2.1741326714472495,0.8726790783718745,0.8726790783718745,0.8726790783718745,0.0,False,True,0.0,logei,0.5970840999507345,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.7293778764828303,7.175042088317104,174.90797595538274,6.318343290206148,7.950362543426488,1.7293778764828303,6.318343290206148,michalewicz
23,1.649131431498058,0.0,0.894551124944528,2.014525137456742,2.2287241145044803,0.6568074035154806,0.6568074035154806,0.6568074035154806,0.0,False,True,0.0,logei,0.7855139999883249,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.7293778764828303,7.390913763173498,182.29888971855624,6.318343290206148,7.926038683415489,1.7293778764828303,6.318343290206148,michalewicz
24,1.9287819769036454,0.0,1.3130666364887449,2.0371191100366257,2.5175035173516465,1.166045048502578,1.166045048502578,1.166045048502578,0.0,False,True,0.0,logei,0.6713550999993458,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.7293778764828303,6.8816761181864,189.18056583674263,6.318343290206148,7.882523576530943,1.7293778764828303,6.318343290206148,michalewicz
25,1.923091007637888,0.0,0.5902901385420853,1.8265530022689584,1.6170758895795705,-0.4034456571147501,-0.4034456571147501,-0.4034456571147501,0.0,False,True,0.0,logei,0.4450873999739997,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.7293778764828303,8.451166823803728,197.63173266054636,6.318343290206148,7.905269306421855,1.7293778764828303,6.318343290206148,michalewicz
26,1.8764083847515096,0.012500822308674865,1.0530892541610972,1.9794924045515214,2.236105242880397,1.4731056943509169,1.4731056943509169,1.4731056943509169,0.0,False,True,0.0,logei,0.9557195999659598,False,False,8,00bf8031-b8a4-4ba9-9e84-d26deafb4682,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.7293778764828303,6.574615472338062,204.20634813288441,6.318343290206148,7.854090312803247,1.7293778764828303,6.318343290206148,michalewicz
