iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,0.595848047753563,0.595848047753563,0.0,False,True,0.0,ucb,0.0,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,0.19303114101745533,0.19303114101745533,0.0,False,True,0.0,ucb,0.0,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.595848047753563,7.451873118935415,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,-1.0527126446734347,-1.0527126446734347,0.0,False,True,0.0,ucb,0.0,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.595848047753563,7.451873118935415,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,1.006504808815746,1.006504808815746,0.0,False,True,0.0,ucb,0.0,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,1.006504808815746,7.041216357873232,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,-1.0537215195984087,-1.0537215195984087,0.0,False,True,0.0,ucb,0.0,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,1.006504808815746,7.041216357873232,michalewicz
6,2.982706318201904,0.0,2.7215524631346173,0.0,2.757721133669466,-1.0530935392773988,,-1.0530935392773988,0.0,False,True,,ucb,0.3077360999886878,False,True,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.100814705966377,49.65047070609635,7.041216357873232,8.275078451016059,1.006504808815746,7.041216357873232,michalewicz
7,2.9827088684641434,0.0,2.7215418882346816,0.0,2.757745660042389,-1.0530944397760016,-1.0530944397760016,-1.0530944397760016,0.0,False,True,0.0,ucb,0.30533429997740313,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.10081560646498,58.751286312561334,7.041216357873232,8.393040901794476,1.006504808815746,7.041216357873232,michalewicz
8,3.118021638041055,1.3144858923913054,2.421696977376315,0.00170940964813228,1.7232955177192855,1.0490932005185256,1.0490932005185256,1.0490932005185256,0.0,False,True,0.0,ucb,0.3306991999852471,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0490932005185256,6.998627966170453,65.74991427873178,6.998627966170453,8.218739284841472,1.0490932005185256,6.998627966170453,michalewicz
9,0.6407082217330425,1.1390748529398975,3.141592653589793,0.0,0.9732746659975032,0.49216755171708426,0.49216755171708426,0.49216755171708426,0.0,False,True,0.0,ucb,0.27316649997374043,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0490932005185256,7.555553614971894,73.30546789370368,6.998627966170453,8.145051988189298,1.0490932005185256,6.998627966170453,michalewicz
10,2.0134292876003035,1.3305041522645495,0.0,0.0,3.141592653589793,-0.017358814682415912,-0.017358814682415912,-0.017358814682415912,0.0,False,True,0.0,ucb,0.3817509000073187,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0490932005185256,8.065079981371394,81.37054787507508,6.998627966170453,8.137054787507507,1.0490932005185256,6.998627966170453,michalewicz
11,3.141592653589793,1.282933863925399,3.141592653589793,1.3260842472636283,3.141592653589793,-0.9334845340103058,-0.9334845340103058,-0.9334845340103058,0.0,False,True,0.0,ucb,0.31996880000224337,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0490932005185256,8.981205700699284,90.35175357577435,6.998627966170453,8.21379577961585,1.0490932005185256,6.998627966170453,michalewicz
12,0.1947316949205176,1.4003758021264483,2.127235711411375,0.38581544092011094,1.6448096222920205,0.30657494919493716,0.30657494919493716,0.30657494919493716,0.0,False,True,0.0,ucb,0.2877252000034787,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0490932005185256,7.741146217494041,98.0928997932684,6.998627966170453,8.1744083161057,1.0490932005185256,6.998627966170453,michalewicz
13,3.141592653589793,1.6799992246906825,1.987861421499383,0.0,2.3780633797749093,0.09913752371799914,0.09913752371799914,0.09913752371799914,0.0,False,True,0.0,ucb,0.3156141999643296,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0490932005185256,7.948583642970979,106.04148343623937,6.998627966170453,8.157037187403029,1.0490932005185256,6.998627966170453,michalewicz
14,2.4178637698480427,0.9053741962191144,0.9605084019450071,0.0,1.7467959314472818,1.0555225452497565,1.0555225452497565,1.0555225452497565,0.0,False,True,0.0,ucb,0.2611344000324607,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0555225452497565,6.992198621439222,113.03368205767859,6.992198621439222,8.073834432691328,1.0555225452497565,6.992198621439222,michalewicz
15,1.9071109727494957,0.9047702010387262,3.141592653589793,0.0,1.7898864673373438,-0.32822120493460744,-0.32822120493460744,-0.32822120493460744,0.0,False,True,0.0,ucb,0.33152780000818893,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0555225452497565,8.375942371623585,121.40962442930217,6.992198621439222,8.093974961953478,1.0555225452497565,6.992198621439222,michalewicz
16,2.6964314083310237,1.31538939362144,3.141592653589793,0.0,1.5482570287494133,-0.8613784404315581,-0.8613784404315581,-0.8613784404315581,0.0,False,True,0.0,ucb,0.4208500999957323,False,False,9,fa6fae40-0afa-4e08-b27c-3880de925418,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.0555225452497565,8.909099607120536,130.3187240364227,6.992198621439222,8.14492025227642,1.0555225452497565,6.992198621439222,michalewicz
