iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-380.3441123643396,-0.7394688613222797,-1.3387277521627092,-1.077405918059042,True,0.26132183410366716,qnei,0.0,False,0,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,-1.3387277521627092,4.543773283217768,4.543773283217768,4.543773283217768,4.543773283217768,-1.3387277521627092,4.543773283217768,eggholder
2,103.93431820631804,-482.6224554271288,-1.3260358375542693,-1.2284835125257225,True,0.09755232502854683,qnei,0.0,False,1,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,-1.3260358375542693,4.531081368609328,9.074854651827096,4.531081368609328,4.537427325913548,-1.3387277521627092,4.543773283217768,eggholder
3,-360.5236893926851,438.48808751141837,-0.7350220338372151,-1.0076252909420897,True,-0.27260325710487465,qnei,0.0,False,2,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,-0.7350220338372151,3.940067564892274,13.01492221671937,3.940067564892274,4.338307405573123,-0.7350220338372151,3.940067564892274,eggholder
4,-439.88933001810244,-379.11147581511887,2.3037211741727988,2.817446467126454,True,0.5137252929536551,qnei,0.0,False,3,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,0.90132435688226,13.91624657360163,0.90132435688226,3.4790616434004074,2.3037211741727988,0.90132435688226,eggholder
5,459.08833617077767,124.80879902349602,-0.9373089677051462,-0.8977578135339561,True,0.03955115417119004,qnei,0.0,False,4,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,4.142354498760205,18.058601072361835,0.90132435688226,3.611720214472367,2.3037211741727988,0.90132435688226,eggholder
6,-512.0,-448.32421025859566,0.8611088307763025,1.3881886930326262,True,0.5270798622563236,qnei,0.29176100000040606,False,0,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,2.343936700278756,20.402537772640592,0.90132435688226,3.400422962106765,2.3037211741727988,0.90132435688226,eggholder
7,-352.2690837920779,-353.6771828473779,-0.566732339143823,-0.22142610482498984,True,0.3453062343188332,qnei,0.4967026000376791,False,1,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,3.771777870198882,24.174315642839474,0.90132435688226,3.453473663262782,2.3037211741727988,0.90132435688226,eggholder
8,-446.52448179936835,-512.0,-0.03423361528473896,-0.6945052967474495,True,-0.6602716814627105,qnei,0.6095534000196494,False,2,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,3.239279146339798,27.41359478917927,0.90132435688226,3.426699348647409,2.3037211741727988,0.90132435688226,eggholder
9,-474.41799976213656,-378.927406058783,1.9882952523150508,2.412466591670098,True,0.42417133935504725,qnei,0.5811833000043407,False,3,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,1.216750278740008,28.63034506791928,0.90132435688226,3.181149451991031,2.3037211741727988,0.90132435688226,eggholder
10,-446.1487545734072,-404.99743206527324,0.9601849039892186,1.5378026480843996,True,0.577617744095181,qnei,0.46193690004292876,False,4,11,6ed5dd2f-0f70-4172-9cda-8ac5bbac6208,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3037211741727988,2.24486062706584,30.87520569498512,0.90132435688226,3.087520569498512,2.3037211741727988,0.90132435688226,eggholder
