dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.226732,,ei,auc_simple_regret_excess_true,5,7.718703389549032,-2.640547249685973,26.225745567687106,0.29431778668131714,-24.844860707899986,40.28226748699805,-0.6207716156631271,1.1759361191887165,0.6581145780067074,0.5464143088340901,7.0,1.0,0.6556971706009082,1.0
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.226732,,logei,auc_simple_regret_excess_true,5,1.616463406894097,5.194724621400852,12.5069310505727,0.1292454080347775,-13.912942606618806,17.145869420407,-0.7592036867655624,1.0023445831970517,0.28900151814546,0.7869395360719226,4.0,0.875,0.8584794938966428,1.0
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.226732,,qnei,auc_simple_regret_excess_true,5,8.383562857583364,0.6553319677199028,25.42119875139692,0.3297862913377631,-23.18102442320867,39.9481501383754,-0.5925644194787154,1.2151330193388694,0.7374245654787884,0.5017822531380189,7.0,1.0,0.6556971706009082,1.0
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.226732,,random,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.226732,,sobol,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.226732,,ucb,auc_simple_regret_excess_true,5,0.8645912396301426,0.0,19.485195281530313,0.04437170000804016,-23.329474239415905,25.058656718676193,-0.8353126166080266,0.9187367955064694,0.09921813749520575,0.9257386171449583,5.0,1.0,0.9257386171449583,1.0
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.906928,,ei,auc_simple_regret_excess_true,5,12.997123827641605,12.905636248966431,12.339062950877935,1.0533315114270365,-2.3238464100334273,28.318094065316636,-0.10641958939853702,2.1416205376886266,2.3553208623934503,0.07806047202517971,0.0,0.0625,0.5783646829322255,0.5
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.906928,,logei,auc_simple_regret_excess_true,5,6.417275499968577,3.9607709666974102,14.150989069087798,0.45348600501620256,-11.15349816609274,23.988049166029896,-0.49805544578872374,1.3569767733908236,1.0140255340610396,0.36792160051235323,3.0,0.625,0.6307227437354627,0.9375
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.906928,,qnei,auc_simple_regret_excess_true,5,14.538247854131068,6.105865592643866,26.218989017807814,0.554493075391151,-18.016926878580765,47.093422586842905,-0.42498221944519277,1.4785090258923193,1.2398842096275293,0.2827854705724234,4.0,0.4375,0.5783646829322255,0.875
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.906928,,random,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.906928,,sobol,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
iso_rastrigin,composite,gradient_boosting,gaussian,0,0.906928,,ucb,auc_simple_regret_excess_true,5,4.650786476878143,3.853074576638491,14.363307457435269,0.3237963463958735,-13.183615288150875,22.48518824190716,-0.597291988081133,1.2084666989258026,0.7240306414072422,0.5091260990681462,3.0,0.625,0.6556971706009082,0.9375
iso_rastrigin,composite,gradient_boosting,gaussian,0,4.53464,,ei,auc_simple_regret_excess_true,5,18.79356545042547,11.58617742801269,34.42147464171015,0.5459837396870966,-23.946340377269827,61.533471278120764,-0.4310062463612268,1.4680804204161846,1.2208567565498976,0.28918234146611277,3.0,0.3125,0.5783646829322255,0.75
iso_rastrigin,composite,gradient_boosting,gaussian,0,4.53464,,logei,auc_simple_regret_excess_true,5,16.22282552119373,10.756557642588461,18.250056957005267,0.888919172110672,-6.43761316748785,38.88326420987531,-0.20478208612973192,1.9130596843070273,1.9876836953422978,0.11776208472207299,0.0,0.125,0.5783646829322255,0.5
iso_rastrigin,composite,gradient_boosting,gaussian,0,4.53464,,qnei,auc_simple_regret_excess_true,5,23.41413435865872,5.8533369382470255,35.744991041972845,0.6550325983062952,-20.96913413427501,67.79740285159245,-0.35552138832380675,1.604249368741095,1.4646974172911895,0.2168619291768905,1.0,0.125,0.5783646829322255,0.5
iso_rastrigin,composite,gradient_boosting,gaussian,0,4.53464,,random,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
iso_rastrigin,composite,gradient_boosting,gaussian,0,4.53464,,sobol,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
iso_rastrigin,composite,gradient_boosting,gaussian,0,4.53464,,ucb,auc_simple_regret_excess_true,5,11.724640669920678,11.323603913033281,17.361472613946912,0.6753252405848325,-9.832474830617802,33.28175617045916,-0.3418678372960226,1.6301736439058239,1.5100731448690852,0.2055393351452551,1.0,0.25,0.5783646829322255,0.75
