dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
hartmann_6,value,exact,slip,0,0.01,ei,auc_simple_regret_excess_true,5,63.70572551322486,23.16916337906271,80.59604226088665,0.7904324297589154,-36.36747855982719,163.77892958627692,-0.2665597746552037,1.780452954579769,1.7674606445612624,0.15188880462099316,0.0,0.0625,0.24302208739358905,0.10810810810810811
hartmann_6,value,exact,slip,0,0.01,logei,auc_simple_regret_excess_true,5,17.30105090723823,19.706201871907645,21.421497897314644,0.8076489790850273,-9.297251819455,43.89935363393146,-0.25559203449317874,1.8033787075421608,1.805958019192427,0.14522829308138302,2.0,0.1875,0.24302208739358905,0.2857142857142857
hartmann_6,value,exact,slip,0,0.01,pi,auc_simple_regret_excess_true,5,67.37500564917293,54.01409604748176,29.40922964574306,2.290947653534521,30.858623983146934,103.89138731519893,0.5137453374458479,4.026771966296258,5.122714686196825,0.006873163764825885,0.0,0.0625,0.025875440055815095,0.10810810810810811
hartmann_6,value,exact,slip,0,0.01,qnei,auc_simple_regret_excess_true,5,29.911803130572547,21.200720104393014,17.936156835090763,1.6676818454247857,7.641122922303978,52.18248333884112,0.2217393989381509,3.0519078319565502,3.7290499712121177,0.02031367465039108,0.0,0.0625,0.06842500934868574,0.10810810810810811
hartmann_6,value,exact,slip,0,0.01,qucb,auc_simple_regret_excess_true,5,-3.234035250439027,-8.744113358532033,29.518800692769357,-0.10955849067510406,-39.88646734080307,33.418396839925016,-0.9826128575623625,0.7765463515754812,-0.2449802326618095,0.8185264826675299,7.0,1.0,0.8315189665193955,1.0
hartmann_6,value,exact,slip,0,0.01,random,auc_simple_regret_excess_true,5,-2.27606867322109,-3.8672481952321505,3.284040922690116,-0.693069522214313,-6.353744055553277,1.8016067091110974,,,-1.5497505648045045,0.19613216128385386,3.0,0.3125,0.306157520052845,0.4166666666666667
hartmann_6,value,exact,slip,0,0.01,sobol,auc_simple_regret_excess_true,5,-0.6900099893824972,-0.9038441400575721,5.9581928261810235,-0.11580860329838764,-8.088083516007412,6.708063537242417,-0.9888549178718532,0.771020417987751,-0.25895590935450113,0.8084494472692842,7.0,1.0,0.8315189665193955,1.0
hartmann_6,value,exact,slip,0,0.01,ucb,auc_simple_regret_excess_true,5,-8.137072295781948,-7.7688871351965645,13.37285889850346,-0.6084766434417818,-24.74166974311254,8.467525151548642,,,-1.3605951374567256,0.24526156122423026,3.0,0.3125,0.3641984399807608,0.4166666666666667
hartmann_6,value,exact,slip,0,0.05,ei,auc_simple_regret_excess_true,5,125.51723797538791,122.11978059498368,91.94710151927195,1.3651027155987046,11.349832279721312,239.68464367105452,0.06668074326582965,2.5946280990409476,3.052462468348266,0.03793679295321162,0.0,0.0625,0.08721419772894809,0.10810810810810811
hartmann_6,value,exact,slip,0,0.05,logei,auc_simple_regret_excess_true,5,63.9887739142834,44.865509079116194,45.76190456941029,1.3982978749764914,7.167864521210312,120.8096833073565,0.08424401663194868,2.6440719087504374,3.126689101240937,0.03529785090626167,0.0,0.0625,0.08721419772894809,0.10810810810810811
