iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.22520718999059186,-0.44300571206653283,-0.44300571206653283,False,0.0,pi,0.0,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,-0.44300571206653283,1.7333808898655567,1.7333808898655567,1.7333808898655567,1.7333808898655567,-0.44300571206653283,1.7333808898655567,steering_law
2,0.30016628491122543,0.8735534453962619,0.005265304565574724,0.8212284183827663,-1.6789703354766992,-1.6789703354766992,False,0.0,pi,0.0,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,-0.44300571206653283,2.969345513275723,4.70272640314128,1.7333808898655567,2.35136320157064,-0.44300571206653283,1.7333808898655567,steering_law
3,0.7970694287520462,0.4679349528437208,0.3030324268193135,0.2784256121007733,0.20951670616831453,0.20951670616831453,False,0.0,pi,0.0,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.20951670616831453,1.0808584716307095,5.783584874771989,1.0808584716307095,1.9278616249239964,0.20951670616831453,1.0808584716307095,steering_law
4,0.2548695876541246,0.4450763058826466,0.5045482589579533,0.5534973520744925,0.2016846240186062,0.2016846240186062,False,0.0,pi,0.0,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.20951670616831453,1.0886905537804177,6.872275428552407,1.0808584716307095,1.7180688571381018,0.20951670616831453,1.0808584716307095,steering_law
5,0.9955002834343927,0.7926619192137531,0.6221792294411627,0.9889601476818849,0.2515146882902269,0.2515146882902269,False,0.0,pi,0.0,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.2515146882902269,1.0388604895087972,7.911135918061204,1.0388604895087972,1.5822271836122408,0.2515146882902269,1.0388604895087972,steering_law
6,0.6789807944971719,0.4682340075767041,0.4318317509325794,0.456128687225821,0.3341667724768886,0.3341667724768886,False,0.0,pi,0.33693539997329935,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.3341667724768886,0.9562084053221354,8.867344323383339,0.9562084053221354,1.4778907205638898,0.3341667724768886,0.9562084053221354,steering_law
7,0.986082205788368,0.5211025865212887,0.47601684131126987,0.5990820662901318,0.4081524010455749,0.4081524010455749,False,0.0,pi,0.3519455000059679,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.4081524010455749,0.8822227767534492,9.749567100136789,0.8822227767534492,1.3927953000195412,0.4081524010455749,0.8822227767534492,steering_law
8,1.0,0.5575730646063615,0.4798270061817787,0.7595967744066859,0.44532391064480864,0.44532391064480864,False,0.0,pi,0.27792839996982366,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.44532391064480864,0.8450512671542154,10.594618367291003,0.8450512671542154,1.3243272959113754,0.44532391064480864,0.8450512671542154,steering_law
9,1.0,0.6055221507084612,0.48329130057411207,0.9925843569108024,0.5157346758470536,0.5157346758470536,False,0.0,pi,0.29315639997366816,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.5157346758470536,0.7746405019519704,11.369258869242973,0.7746405019519704,1.2632509854714415,0.5157346758470536,0.7746405019519704,steering_law
10,0.9474678906127246,0.7071958379949437,0.4495773829010198,0.9204641461156488,0.3487803493276197,0.3487803493276197,False,0.0,pi,0.38645770004950464,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.5157346758470536,0.9415948284714043,12.310853697714377,0.7746405019519704,1.2310853697714377,0.5157346758470536,0.7746405019519704,steering_law
11,0.6106763550394411,0.30303390391834983,0.33446016366740494,0.9565199093344089,0.8518702794751383,0.8518702794751383,False,0.0,pi,0.4651130000129342,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.8518702794751383,0.43850489832388573,12.749358596038263,0.43850489832388573,1.159032599639842,0.8518702794751383,0.43850489832388573,steering_law
12,0.7111076882314353,0.2446015324130595,0.3299647986388921,1.0,0.9725638002798779,0.9725638002798779,False,0.0,pi,0.3444875000277534,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.9725638002798779,0.3178113775191461,13.067169973557409,0.3178113775191461,1.088930831129784,0.9725638002798779,0.3178113775191461,steering_law
13,0.858130976686681,0.15860236106725809,0.3237789244322365,1.0,1.0918120635249524,1.0918120635249524,False,0.0,pi,0.37498890003189445,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.0918120635249524,0.19856311427407158,13.26573308783148,0.19856311427407158,1.0204410067562677,1.0918120635249524,0.19856311427407158,steering_law
14,1.0,0.07497406975035308,0.3189306503989453,1.0,1.1962940583239583,1.1962940583239583,False,0.0,pi,0.4119329999666661,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.1962940583239583,0.0940811194750657,13.359814207306545,0.0940811194750657,0.9542724433790389,1.1962940583239583,0.0940811194750657,steering_law
15,0.7760708824507252,0.006443132674988639,0.31006722802602005,0.9489449790807603,1.25854486727098,1.25854486727098,False,0.0,pi,0.3967547999927774,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.03183031052804397,13.391644517834589,0.03183031052804397,0.8927763011889726,1.25854486727098,0.03183031052804397,steering_law
16,0.5952799552835799,0.030792325687225897,0.26896141128878126,0.9290257771533746,1.1811891271639055,1.1811891271639055,False,0.0,pi,0.3556105999741703,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.10918605063511855,13.500830568469707,0.03183031052804397,0.8438019105293567,1.25854486727098,0.03183031052804397,steering_law
17,0.5355009216107895,0.046266939328310275,0.42126759208673314,0.8932197338196112,1.165605057855665,1.165605057855665,False,0.0,pi,0.4555625999928452,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.12477011994335907,13.625600688413066,0.03183031052804397,0.8015059228478274,1.25854486727098,0.03183031052804397,steering_law
18,0.06785104370841455,0.008626573018489792,0.3664324790095368,0.9200871004146989,0.9261676194086236,0.9261676194086236,False,0.0,pi,0.3515629000030458,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.3642075583904004,13.989808246803467,0.03183031052804397,0.7772115692668593,1.25854486727098,0.03183031052804397,steering_law
19,0.8001305767974936,0.011147289962747498,0.44988920313067704,0.917082075690784,1.2500603790232647,1.2500603790232647,False,0.0,pi,0.3518328999634832,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.040314798775759275,14.030123045579225,0.03183031052804397,0.7384275287146961,1.25854486727098,0.03183031052804397,steering_law
20,0.9528491164330126,0.01590914551412259,0.31799037450933676,0.3939841645340241,1.0784318736095457,1.0784318736095457,False,0.0,pi,0.4253360000438988,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.21194330418947827,14.242066349768704,0.03183031052804397,0.7121033174884353,1.25854486727098,0.03183031052804397,steering_law
21,0.8518530822637002,0.03686913049532903,0.9936661735285547,0.9340121561708304,1.1850076452367588,1.1850076452367588,False,0.0,pi,0.2820641999715008,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.25854486727098,0.10536753256226516,14.34743388233097,0.03183031052804397,0.6832111372538557,1.25854486727098,0.03183031052804397,steering_law
22,0.8701601537733313,0.0,0.4329580854532239,1.0,1.2899773441789864,1.2899773441789864,False,0.0,pi,0.45412880001822487,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.00039783362003764644,14.347831715951008,0.00039783362003764644,0.652174168906864,1.2899773441789864,0.00039783362003764644,steering_law
23,0.5362749334638962,0.0,1.0,1.0,1.2792377825813939,1.2792377825813939,False,0.0,pi,0.3120673999655992,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.01113739521763013,14.358969111168639,0.00039783362003764644,0.624303004833419,1.2899773441789864,0.00039783362003764644,steering_law
24,0.44327329985719155,0.07363634290399618,1.0,1.0,1.1926491903058096,1.1926491903058096,False,0.0,pi,0.3073617000482045,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.09772598749321437,14.456695098661854,0.00039783362003764644,0.6023622957775773,1.2899773441789864,0.00039783362003764644,steering_law
25,0.46616558354477733,0.0,1.0,0.630292880066212,1.184338190567074,1.184338190567074,False,0.0,pi,0.3639938000123948,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.10603698723194999,14.562732085893803,0.00039783362003764644,0.5825092834357521,1.2899773441789864,0.00039783362003764644,steering_law
26,1.0,0.0,0.11784066962617157,1.0,1.2869211584610925,1.2869211584610925,False,0.0,pi,0.43377109995344654,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.0034540193379315465,14.566186105231735,0.00039783362003764644,0.5602379271242974,1.2899773441789864,0.00039783362003764644,steering_law
27,1.0,0.0,0.0,1.0,1.2770461473213872,1.2770461473213872,False,0.0,pi,0.45883339998545125,False,False,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.013329030477636783,14.579515135709372,0.00039783362003764644,0.53998204206331,1.2899773441789864,0.00039783362003764644,steering_law
28,0.4718361859991941,0.0006395737807031177,0.892083527679114,0.9840376444239215,1.2830838074039255,1.2830838074039255,False,0.0,pi,0.48810020001837984,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.007291370395098529,14.58680650610447,0.00039783362003764644,0.5209573752180168,1.2899773441789864,0.00039783362003764644,steering_law
29,0.8161749369374592,0.022344829010211398,0.037389182964838175,0.9896439306418537,1.2178703342322692,1.2178703342322692,False,0.0,pi,0.47963549999985844,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.0725048435667548,14.659311349671224,0.00039783362003764644,0.5054934948162491,1.2899773441789864,0.00039783362003764644,steering_law
30,0.016603855464348505,0.022919345544352376,0.37238534497674125,0.05215345761007306,0.05180028938659754,0.05180028938659754,False,0.0,pi,0.5284058999968693,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,1.2385748884124264,15.89788623808365,0.00039783362003764644,0.529929541269455,1.2899773441789864,0.00039783362003764644,steering_law
31,0.8393529909701711,0.002386988046104266,0.8325733178951438,0.8439948502355594,1.227477316696529,1.227477316696529,False,0.0,pi,0.3511687000282109,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.06289786110249507,15.960784099186146,0.00039783362003764644,0.514864003199553,1.2899773441789864,0.00039783362003764644,steering_law
32,0.9843331196735666,0.0492980974588868,0.9023305748206302,0.27170718639553104,1.0086389946376413,1.0086389946376413,False,0.0,pi,0.6485736000468023,False,True,7,4be84434-e9ac-4a53-8949-539c1623c990,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.2899773441789864,0.2817361831613827,16.242520282347527,0.00039783362003764644,0.5075787588233602,1.2899773441789864,0.00039783362003764644,steering_law
