iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,4.376431999070004,8.458207014543632,6.635285353677903,-1.621892150141122,-0.8354783625055553,-0.8354783625055553,-0.6933810087925577,2.153792748030518,True,True,0.0,logei,0.0,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,-0.8354783625055553,1.861101613076979,1.861101613076979,1.861101613076979,1.861101613076979,-0.6933810087925577,1.7190042593639814,rosenbrock
2,-0.49750572633161827,8.103301680943929,-4.9210204315163795,7.318426275741494,-1.7810054422758963,-1.7810054422758963,-0.4033931609340404,3.877183728584846,True,True,0.0,logei,0.0,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,-0.8354783625055553,2.80662869284732,4.667730305924299,1.861101613076979,2.3338651529621495,-0.6933810087925577,1.7190042593639814,rosenbrock
3,6.956041431280694,2.0190242926558115,-0.45451359771029676,-0.8236158184883999,0.1735666349600244,0.1735666349600244,0.44334714159523253,1.820030911734621,True,True,0.0,logei,0.0,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.1735666349600244,0.8520566156113993,5.519786921535698,0.8520566156113993,1.8399289738452327,0.44334714159523253,0.5822761089761912,rosenbrock
4,-1.1769561851881312,1.6761445882396986,2.5682238843692993,3.302460281117387,0.6754026653958763,0.6754026653958763,1.0226567250634349,4.218807927083092,True,True,0.0,logei,0.0,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.6754026653958763,0.35022058517554744,5.870007506711246,0.35022058517554744,1.4675018766778114,1.0226567250634349,0.0029665255079889263,rosenbrock
5,9.93250425151589,6.889928788206296,4.3326884416174405,9.834402215228273,-2.678055048784374,-2.678055048784374,-1.7525742672096665,2.0814946174702653,True,True,0.0,logei,0.0,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.6754026653958763,3.703678299355798,9.573685806067044,0.35022058517554744,1.9147371612134088,1.0226567250634349,0.0029665255079889263,rosenbrock
6,-5.0,-0.03876176453917108,10.0,0.010135578661506961,-1.8091731705056584,-1.8091731705056584,-1.8499554046458278,3.521334931312633,True,True,0.0,logei,1.6021534000174142,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.6754026653958763,2.8347964210770824,12.408482227144127,0.35022058517554744,2.0680803711906877,1.0226567250634349,0.0029665255079889263,rosenbrock
7,0.670123205627714,1.2255684959128779,0.05451082501033364,3.557942407227569,0.8292651527166525,0.8292651527166525,1.0215089426909936,5.736727255414536,True,True,0.0,logei,1.7534957999596372,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.8292651527166525,0.19635809785477132,12.604840324998898,0.19635809785477132,1.8006914749998426,1.0215089426909936,0.0041143078804302124,rosenbrock
8,-5.0,1.7854093716463175,-3.252303621478333,2.345116268713937,0.9071898263222562,0.9071898263222562,0.851709013300112,2.7959691939355893,True,True,0.0,logei,1.324586000002455,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.9071898263222562,0.11843342424916758,12.723273749248065,0.11843342424916758,1.5904092186560082,0.851709013300112,0.17391423727131183,rosenbrock
9,4.946026928138281,1.3989853240192418,-5.0,6.175518265298077,0.8187987443921717,0.8187987443921717,0.774892911081657,3.0841062311621243,True,True,0.0,logei,2.1771536999731325,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.9071898263222562,0.20682450617925208,12.930098255427318,0.11843342424916758,1.4366775839363686,0.851709013300112,0.17391423727131183,rosenbrock
10,-5.0,0.3919072383631253,-5.0,7.381213939779471,0.7728053891899213,0.7728053891899213,0.7727413666147043,2.7988792366453334,True,True,0.0,logei,1.976827200036496,False,7,75db376e-9d40-472a-bd73-51d36966e08e,slip,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.9071898263222562,0.25281786138150253,13.182916116808821,0.11843342424916758,1.318291611680882,0.851709013300112,0.17391423727131183,rosenbrock
