iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,379.1351848653667,-218.2991778943433,-0.7589797958595326,-0.7589797958595326,-0.7589797958595326,0.0,False,True,0.0,logei,0.0,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.7589797958595326,3.9640253269145913,3.9640253269145913,3.9640253269145913,3.9640253269145913,-0.7589797958595326,3.9640253269145913,eggholder
2,105.62370565279934,284.1949009102631,0.9657300948112961,,0.9657300948112961,0.0,False,True,,logei,0.0,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,2.2393154362437624,6.203340763158353,2.2393154362437624,3.1016703815791766,-0.7589797958595326,3.9640253269145913,eggholder
3,221.26042071405084,425.3492433822797,-1.4386092571271623,,-1.4386092571271623,0.0,False,True,,logei,0.0,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.643654788182221,10.846995551340575,2.2393154362437624,3.6156651837801914,-0.7589797958595326,3.9640253269145913,eggholder
4,369.04309676327387,428.2753321459327,-0.13131650356244426,-0.13131650356244426,-0.13131650356244426,0.0,False,True,0.0,logei,0.0,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.336362034617503,14.183357585958078,2.2393154362437624,3.5458393964895194,-0.13131650356244426,3.336362034617503,eggholder
5,-484.77415990518045,-64.25804786738308,-0.5776674838730664,,-0.5776674838730664,0.0,False,True,,logei,0.0,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.782713014928125,17.9660706008862,2.2393154362437624,3.5932141201772403,-0.13131650356244426,3.336362034617503,eggholder
6,67.6033533356463,512.0,-1.3793895183655387,,-1.3793895183655387,0.0,False,True,,logei,0.15947829996002838,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.584435049420597,22.5505056503068,2.2393154362437624,3.7584176083844665,-0.13131650356244426,3.336362034617503,eggholder
7,67.58259931494128,512.0,-1.3797643491748133,,-1.3797643491748133,0.0,False,True,,logei,0.19311029999516904,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.584809880229872,27.135315530536673,2.2393154362437624,3.8764736472195245,-0.13131650356244426,3.336362034617503,eggholder
8,67.60394191401384,512.0,-1.3793788863291188,-1.3793788863291188,-1.3793788863291188,0.0,False,True,0.0,logei,0.20430740003939718,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.584424417384177,31.71973994792085,2.2393154362437624,3.9649674934901062,-0.13131650356244426,3.336362034617503,eggholder
9,468.889579944948,493.0622947833438,2.078352071955479,2.078352071955479,2.078352071955479,0.0,False,True,0.0,logei,0.3016127999871969,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,1.1266934590995796,32.84643340702043,1.1266934590995796,3.6496037118911584,2.078352071955479,1.1266934590995796,eggholder
10,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.30709489999571815,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,35.64221603336401,1.1266934590995796,3.5642216033364007,2.078352071955479,1.1266934590995796,eggholder
11,446.8886086599453,512.0,-0.8324106863867944,-0.8324106863867944,-0.8324106863867944,0.0,False,True,0.0,logei,0.5103392000310123,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,4.037456217441854,39.679672250805865,1.1266934590995796,3.607242931891442,2.078352071955479,1.1266934590995796,eggholder
12,512.0,286.5576981942933,0.3662667458690224,0.3662667458690224,0.3662667458690224,0.0,False,True,0.0,logei,0.2285478999838233,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.838778785186036,42.5184510359919,1.1266934590995796,3.5432042529993253,2.078352071955479,1.1266934590995796,eggholder
13,-512.0,-512.0,-2.487061888349132,-2.487061888349132,-2.487061888349132,0.0,False,True,0.0,logei,0.2327856999472715,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,5.692107419404191,48.2105584553961,1.1266934590995796,3.7085044965689304,2.078352071955479,1.1266934590995796,eggholder
14,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.23494850000133738,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,51.00634108173968,1.1266934590995796,3.64331007726712,2.078352071955479,1.1266934590995796,eggholder
15,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.22439530002884567,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,53.80212370808326,1.1266934590995796,3.5868082472055507,2.078352071955479,1.1266934590995796,eggholder
16,512.0,512.0,0.40926290471147625,,0.40926290471147625,0.0,False,True,,logei,0.23285390000091866,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,56.59790633442684,1.1266934590995796,3.5373691459016774,2.078352071955479,1.1266934590995796,eggholder
17,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.2081886000232771,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,59.39368896077042,1.1266934590995796,3.4937464094570836,2.078352071955479,1.1266934590995796,eggholder
18,512.0,512.0,0.40926290471147625,,0.40926290471147625,0.0,False,True,,logei,0.24113500001840293,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,62.189471587114,1.1266934590995796,3.4549706437285557,2.078352071955479,1.1266934590995796,eggholder
19,512.0,512.0,0.40926290471147625,,0.40926290471147625,0.0,False,True,,logei,0.31541509996168315,False,True,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,64.98525421345758,1.1266934590995796,3.4202765375503987,2.078352071955479,1.1266934590995796,eggholder
20,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.3167879999964498,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,67.78103683980116,1.1266934590995796,3.389051841990058,2.078352071955479,1.1266934590995796,eggholder
21,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.3084085999871604,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,70.57681946614474,1.1266934590995796,3.3608009269592736,2.078352071955479,1.1266934590995796,eggholder
22,512.0,512.0,0.40926290471147625,0.40926290471147625,0.40926290471147625,0.0,False,True,0.0,logei,0.25657019997015595,False,False,9,0e780d99-1c66-44de-a33d-4cbe7eeb66ab,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.078352071955479,2.7957826263435823,73.37260209248832,1.1266934590995796,3.3351182769312873,2.078352071955479,1.1266934590995796,eggholder
