iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,379.1351848653667,-218.2991778943433,-0.7589797958595326,-0.7589797958595326,-0.7589797958595326,0.0,False,True,0.0,logei,0.0,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.7589797958595326,3.9640253269145913,3.9640253269145913,3.9640253269145913,3.9640253269145913,-0.7589797958595326,3.9640253269145913,eggholder
2,105.62370565279934,284.1949009102631,0.9657300948112961,0.9657300948112961,0.9657300948112961,0.0,False,True,0.0,logei,0.0,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,2.2393154362437624,6.203340763158353,2.2393154362437624,3.1016703815791766,0.9657300948112961,2.2393154362437624,eggholder
3,221.26042071405084,425.3492433822797,-1.4386092571271623,,-1.4386092571271623,0.0,False,True,,logei,0.0,False,True,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.643654788182221,10.846995551340575,2.2393154362437624,3.6156651837801914,0.9657300948112961,2.2393154362437624,eggholder
4,369.04309676327387,428.2753321459327,-0.13131650356244426,-0.13131650356244426,-0.13131650356244426,0.0,False,True,0.0,logei,0.0,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.336362034617503,14.183357585958078,2.2393154362437624,3.5458393964895194,0.9657300948112961,2.2393154362437624,eggholder
5,-484.77415990518045,-64.25804786738308,-0.5776674838730664,,-0.5776674838730664,0.0,False,True,,logei,0.0,False,True,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.782713014928125,17.9660706008862,2.2393154362437624,3.5932141201772403,0.9657300948112961,2.2393154362437624,eggholder
6,-0.3774800109789345,512.0,-1.8821968621309584,,-1.8821968621309584,0.0,False,True,,logei,0.2705610999837518,False,True,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,5.087242393186017,23.05331299407222,2.2393154362437624,3.84221883234537,0.9657300948112961,2.2393154362437624,eggholder
7,-0.3802696713712222,512.0,-1.8821918165702083,,-1.8821918165702083,0.0,False,True,,logei,0.22897860000375658,False,True,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,5.087237347625267,28.140550341697484,2.2393154362437624,4.020078620242498,0.9657300948112961,2.2393154362437624,eggholder
8,-0.37744389988081123,512.0,-1.8821969274338732,-1.8821969274338732,-1.8821969274338732,0.0,False,True,0.0,logei,0.1981470999890007,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,5.087242458488932,33.227792800186414,2.2393154362437624,4.153474100023302,0.9657300948112961,2.2393154362437624,eggholder
9,335.8853119255639,271.27432803474056,-1.057174074591665,-1.057174074591665,-1.057174074591665,0.0,False,True,0.0,logei,0.20447249995777383,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.262219605646724,37.49001240583314,2.2393154362437624,4.16555693398146,0.9657300948112961,2.2393154362437624,eggholder
10,64.64215099350122,234.20471916987563,-0.6906686562961001,-0.6906686562961001,-0.6906686562961001,0.0,False,True,0.0,logei,0.2101191999972798,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.895714187351159,41.3857265931843,2.2393154362437624,4.13857265931843,0.9657300948112961,2.2393154362437624,eggholder
11,94.16190298509449,305.0061031807037,0.9445580024204305,0.9445580024204305,0.9445580024204305,0.0,False,True,0.0,logei,0.22884190001059324,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,2.260487528634628,43.64621412181893,2.2393154362437624,3.9678376474380843,0.9657300948112961,2.2393154362437624,eggholder
12,148.43035546809753,299.9038449665761,1.6410754042629574,1.6410754042629574,1.6410754042629574,0.0,False,True,0.0,logei,0.27533520001452416,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.6410754042629574,1.5639701267921013,45.21018424861103,1.5639701267921013,3.767515354050919,1.6410754042629574,1.5639701267921013,eggholder
13,156.61971008055073,339.0774848071496,0.8185272782114242,0.8185272782114242,0.8185272782114242,0.0,False,True,0.0,logei,0.23596570000518113,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.6410754042629574,2.3865182528436346,47.596702501454665,1.5639701267921013,3.661284807804205,1.6410754042629574,1.5639701267921013,eggholder
14,178.1350207284725,288.84137663118094,1.0867475630484265,1.0867475630484265,1.0867475630484265,0.0,False,True,0.0,logei,0.23484960000496358,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.6410754042629574,2.1182979680066323,49.715000469461295,1.5639701267921013,3.551071462104378,1.6410754042629574,1.5639701267921013,eggholder
15,465.6869666190304,491.7155992083202,2.0513072573374163,2.0513072573374163,2.0513072573374163,0.0,False,True,0.0,logei,0.3417615999933332,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,1.1537382737176425,50.86873874317894,1.1537382737176425,3.3912492495452624,2.0513072573374163,1.1537382737176425,eggholder
16,503.25288209045,487.55264344438893,-0.6683319074872648,,-0.6683319074872648,0.0,False,True,,logei,0.2888924000435509,False,True,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,3.8733774385423234,54.74211618172126,1.1537382737176425,3.4213822613575786,2.0513072573374163,1.1537382737176425,eggholder
17,503.25336748592144,487.5615600960886,-0.6676283343272205,-0.6676283343272205,-0.6676283343272205,0.0,False,True,0.0,logei,0.2553650999907404,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,3.8726738653822794,58.61479004710354,1.1537382737176425,3.4479288263002084,2.0513072573374163,1.1537382737176425,eggholder
18,448.31605804384435,493.4315216535655,0.7852350626043719,0.7852350626043719,0.7852350626043719,0.0,False,True,0.0,logei,0.27891960000852123,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,2.4198104684506867,61.034600515554224,1.1537382737176425,3.3908111397530125,2.0513072573374163,1.1537382737176425,eggholder
19,468.824474121938,453.53664403940013,0.5742675836292134,0.5742675836292134,0.5742675836292134,0.0,False,True,0.0,logei,0.17696429998613894,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,2.6307779474258455,63.66537846298007,1.1537382737176425,3.350809392788425,2.0513072573374163,1.1537382737176425,eggholder
20,124.02295652943286,321.335040181369,1.1893231673143518,1.1893231673143518,1.1893231673143518,0.0,False,True,0.0,logei,0.26710779999848455,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,2.015722363740707,65.68110082672078,1.1537382737176425,3.284055041336039,2.0513072573374163,1.1537382737176425,eggholder
21,469.7122384364295,512.0,0.1326512149795316,0.1326512149795316,0.1326512149795316,0.0,False,True,0.0,logei,0.22801670001354069,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,3.072394316075527,68.75349514279631,1.1537382737176425,3.2739759591807767,2.0513072573374163,1.1537382737176425,eggholder
22,140.94078572730237,-67.20195604467709,-0.0026155931767809773,-0.0026155931767809773,-0.0026155931767809773,0.0,False,True,0.0,logei,0.2561987999943085,False,False,9,c576259b-914b-475e-8367-b193f409b317,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.0513072573374163,3.20766112423184,71.96115626702814,1.1537382737176425,3.270961648501279,2.0513072573374163,1.1537382737176425,eggholder
