iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-380.3441123643396,-0.7394688613222797,-1.3387277521627092,-1.3387277521627092,-1.3387277521627092,0.0,False,True,0.0,ucb,0.0,False,False,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-1.3387277521627092,4.543773283217768,4.543773283217768,4.543773283217768,4.543773283217768,-1.3387277521627092,4.543773283217768,eggholder
2,103.93431820631804,-482.6224554271288,-1.3260358375542693,,-1.3260358375542693,0.0,False,True,,ucb,0.0,False,True,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-1.3260358375542693,4.531081368609328,9.074854651827096,4.531081368609328,4.537427325913548,-1.3387277521627092,4.543773283217768,eggholder
3,-360.5236893926851,438.48808751141837,-0.7350220338372151,,-0.7350220338372151,0.0,False,True,,ucb,0.0,False,True,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.7350220338372151,3.940067564892274,13.01492221671937,3.940067564892274,4.338307405573123,-1.3387277521627092,4.543773283217768,eggholder
4,-439.88933001810244,-379.11147581511887,2.3037211741727988,2.3037211741727988,2.3037211741727988,0.0,False,True,0.0,ucb,0.0,False,False,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,0.90132435688226,13.91624657360163,0.90132435688226,3.4790616434004074,2.3037211741727988,0.90132435688226,eggholder
5,459.08833617077767,124.80879902349602,-0.9373089677051462,-0.9373089677051462,-0.9373089677051462,0.0,False,True,0.0,ucb,0.0,False,False,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,4.142354498760205,18.058601072361835,0.90132435688226,3.611720214472367,2.3037211741727988,0.90132435688226,eggholder
6,478.21839141189116,-512.0,-2.0310556907582633,-2.0310556907582633,-2.0310556907582633,0.0,False,True,0.0,ucb,0.16922290000366047,False,False,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,5.236101221813322,23.294702294175156,0.90132435688226,3.882450382362526,2.3037211741727988,0.90132435688226,eggholder
7,-512.0,-512.0,-2.487061888349132,,-2.487061888349132,0.0,False,True,,ucb,0.1393273000139743,False,True,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,28.986809713579348,0.90132435688226,4.140972816225621,2.3037211741727988,0.90132435688226,eggholder
8,-512.0,-512.0,-2.487061888349132,,-2.487061888349132,0.0,False,True,,ucb,0.14363519998732954,False,True,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,34.67891713298354,0.90132435688226,4.334864641622943,2.3037211741727988,0.90132435688226,eggholder
9,-512.0,-512.0,-2.487061888349132,,-2.487061888349132,0.0,False,True,,ucb,0.13878450001357123,False,True,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,40.37102455238774,0.90132435688226,4.485669394709749,2.3037211741727988,0.90132435688226,eggholder
10,-512.0,-512.0,-2.487061888349132,-2.487061888349132,-2.487061888349132,0.0,False,True,0.0,ucb,0.1357037000125274,False,False,11,477b56e5-30c1-4593-8b04-a098b336c9c4,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.3037211741727988,5.692107419404191,46.06313197179193,0.90132435688226,4.606313197179193,2.3037211741727988,0.90132435688226,eggholder
