iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.560017096289753,2.076818100791469,1.2331847136995135,10.68287366837619,True,9.449688954676677,logei,0.0,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.016870752200555117,0.016870752200555117,0.016870752200555117,0.016870752200555117,1.2331847136995135,0.016870752200555117,branin
2,8.284448852745307,1.4928212308202027,0.980580217349636,4.448043007696124,True,3.467462790346488,logei,0.0,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.2694752485504327,0.2863460007509878,0.016870752200555117,0.1431730003754939,1.2331847136995135,0.016870752200555117,branin
3,5.1280461643656485,1.3591960402050662,0.6042195728302557,3.8119870581753563,True,3.2077674853451006,logei,0.0,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.6458358930698129,0.9321818938208007,0.016870752200555117,0.31072729794026693,1.2331847136995135,0.016870752200555117,branin
4,6.890364797811311,8.41747724312279,-2.1028324465741894,-4.647424531173474,True,-2.5445920845992847,logei,0.0,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,3.352887912474258,4.285069806295058,0.016870752200555117,1.0712674515737646,1.2331847136995135,0.016870752200555117,branin
5,4.255089974049766,9.569260034533663,-2.071428512488231,-6.773248818843884,True,-4.701820306355653,logei,0.0,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,3.3214839783883,7.606553784683358,0.016870752200555117,1.5213107569366717,1.2331847136995135,0.016870752200555117,branin
6,10.0,3.3361604085032512,1.1707881142624412,-3.4379058394600293,True,-4.6086939537224705,logei,0.19778880005469546,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.07926735163762744,7.685821136320985,0.016870752200555117,1.2809701893868308,1.2331847136995135,0.016870752200555117,branin
7,2.3463902995682666,2.1726056447057616,1.0813021884588514,8.738724591754298,True,7.657422403295447,logei,0.4548085000133142,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.16875327744121726,7.854574413762203,0.016870752200555117,1.122082059108886,1.2331847136995135,0.016870752200555117,branin
8,10.0,2.2895478664864855,1.151743828680453,2.0946689423470373,True,0.9429251136665842,logei,0.3319601999828592,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.09831163721961556,7.952886050981818,0.016870752200555117,0.9941107563727273,1.2331847136995135,0.016870752200555117,branin
9,1.8440606849923058,1.967250544515346,0.801451002090704,9.716963774534761,True,8.915512772444057,logei,0.3644348999951035,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,0.4486044638093647,8.401490514791183,0.016870752200555117,0.9334989460879092,1.2331847136995135,0.016870752200555117,branin
10,0.0,2.498644040446849,-0.2557575889194363,-5.532756969889431,True,-5.276999380969995,logei,0.15341510000871494,False,0.75,10,67a8fc07-eb9e-437d-9746-8de702c64ae5,gaussian,5.0,0,exact,value,learned,33.333333333333336,"x0,x1",1.2500554659000687,1.2331847136995135,1.505813054819505,9.907303569610688,0.016870752200555117,0.9907303569610688,1.2331847136995135,0.016870752200555117,branin
