dataset,acquisition,error_model,jitter_std,jitter_iteration,seed,ref,trt,delta,opt_z,share_removed
ackley,logei,gaussian,0.05,0,10,-0.4880502414022953,-1.000945909602418,-0.5128956682001227,20.102447153853433,
ackley,logei,gaussian,0.25,0,10,0.6802843620562231,-13.996103970114332,-14.676388332170555,20.102447153853433,21.573902254359925
ackley,logei,gaussian,1.0,0,10,17.479217451654687,2.960176609069084,-14.519040842585603,20.102447153853433,0.8306459303880989
ackley,logei,gaussian,5.0,0,10,16.97921239989759,2.5003760055468938,-14.478836394350697,20.102447153853433,0.8527389877305513
ackley,logei,gaussian,0.05,20,10,0.9835180460612968,1.5811638916636106,0.5976458456023138,20.102447153853433,-0.6076612910110915
ackley,logei,gaussian,0.25,20,10,0.018478998394968,-6.111640081060745,-6.130119079455713,20.102447153853433,331.73438020996855
ackley,logei,gaussian,1.0,20,10,0.1757934187364607,0.8235130627050076,0.6477196439685469,20.102447153853433,-3.684550016855697
ackley,logei,gaussian,5.0,20,10,9.624458702849328,2.627253935806141,-6.997204767043186,20.102447153853433,0.7270232002732433
ackley,logei,gaussian,0.05,0,11,1.9196107625980725,-13.24243909956006,-15.162049862158133,20.102447153853433,7.898502215958224
ackley,logei,gaussian,0.25,0,11,-1.5685300652673622,-13.471937956343812,-11.90340789107645,20.102447153853433,
ackley,logei,gaussian,1.0,0,11,3.823382982085056,-10.448640784951444,-14.272023767036499,20.102447153853433,3.732826095086438
ackley,logei,gaussian,5.0,0,11,15.007612955032744,4.307081772072536,-10.700531182960209,20.102447153853433,0.7130068729132455
ackley,logei,gaussian,0.05,20,11,1.0514084978924974,-10.205923030650492,-11.25733152854299,20.102447153853433,10.70690559483571
ackley,logei,gaussian,0.25,20,11,5.463811095658567,-2.408346440643921,-7.872157536302488,20.102447153853433,1.440781424994276
ackley,logei,gaussian,1.0,20,11,3.652441914418288,1.0520547989231233,-2.6003871154951645,20.102447153853433,0.7119585133523799
ackley,logei,gaussian,5.0,20,11,13.815685860715051,1.3633491577656045,-12.452336702949447,20.102447153853433,0.9013187494627182
ackley,logei,gaussian,0.05,0,7,2.6805393794625907,-0.8830221890943619,-3.5635615685569526,20.102447153853433,1.3294195921387266
ackley,logei,gaussian,0.25,0,7,3.609508198458244,-0.7071619155504436,-4.316670114008687,20.102447153853433,1.1959164176029573
ackley,logei,gaussian,1.0,0,7,2.989841629117638,-0.2791423494448501,-3.2689839785624883,20.102447153853433,1.0933635904746
ackley,logei,gaussian,5.0,0,7,9.46110396263584,6.652461332380844,-2.8086426302549965,20.102447153853433,0.29686204076680656
ackley,logei,gaussian,0.05,20,7,0.8373693906714514,-1.9866017425764968,-2.823971133247948,20.102447153853433,3.3724317663242074
ackley,logei,gaussian,0.25,20,7,2.108717066407088,-0.5727283368370415,-2.6814454032441293,20.102447153853433,1.2716003706523216
ackley,logei,gaussian,1.0,20,7,3.5400937309445872,1.6989059687996877,-1.8411877621448995,20.102447153853433,0.5200957664060561
ackley,logei,gaussian,5.0,20,7,4.7121033372306105,4.8332783795127305,0.12117504228212006,20.102447153853433,-0.025715701377919453
ackley,logei,gaussian,0.05,0,8,0.3547248261191562,0.5836945594982943,0.22896973337913812,20.102447153853433,-0.6454855045928602
ackley,logei,gaussian,0.25,0,8,1.22243539494513,0.5899803543198843,-0.6324550406252458,20.102447153853433,0.5173729779426373
ackley,logei,gaussian,1.0,0,8,2.956732010303464,8.175645902874555,5.218913892571091,20.102447153853433,-1.765095339849704
ackley,logei,gaussian,5.0,0,8,17.595884576908087,16.96105076967373,-0.634833807234358,20.102447153853433,0.03607853895947244
ackley,logei,gaussian,0.05,20,8,0.25484228708331,0.1323250878489119,-0.12251719923439813,20.102447153853433,0.4807569443698575
ackley,logei,gaussian,0.25,20,8,2.233019803019493,0.8387498229884365,-1.3942699800310567,20.102447153853433,0.6243876467847362
ackley,logei,gaussian,1.0,20,8,1.6463654903012397,0.5182503998963988,-1.128115090404841,20.102447153853433,0.6852154622109012
ackley,logei,gaussian,5.0,20,8,11.751749509288208,5.425481524279462,-6.326267985008746,20.102447153853433,0.5383256322821266
ackley,logei,gaussian,0.05,0,9,-0.7610461250176779,2.129369751863612,2.8904158768812898,20.102447153853433,
ackley,logei,gaussian,0.25,0,9,-0.6260232153544503,-1.875584992475913,-1.2495617771214627,20.102447153853433,
ackley,logei,gaussian,1.0,0,9,2.0999548389350715,12.126828188390794,10.026873349455723,20.102447153853433,-4.774804278429411
ackley,logei,gaussian,5.0,0,9,16.548276866813872,15.48968213859771,-1.0585947282161623,20.102447153853433,0.06397008804820525
ackley,logei,gaussian,0.05,20,9,-0.5847048810364117,-1.745547525345204,-1.1608426443087922,20.102447153853433,
ackley,logei,gaussian,0.25,20,9,-0.2776047804790584,-0.4913408176322154,-0.21373603715315698,20.102447153853433,
ackley,logei,gaussian,1.0,20,9,-0.5524835741400689,0.4476790243524897,1.0001625984925586,20.102447153853433,
ackley,logei,gaussian,5.0,20,9,3.544636084433853,14.49891785805196,10.954281773618108,20.102447153853433,-3.0903826267874033
ackley,qnei,gaussian,0.05,0,10,-11.742382381561018,16.116537732245785,27.858920113806803,20.102447153853433,
ackley,qnei,gaussian,0.25,0,10,-11.201467903713656,16.4035014385478,27.604969342261455,20.102447153853433,
ackley,qnei,gaussian,1.0,0,10,5.423359348103617,17.093814203649323,11.670454855545707,20.102447153853433,-2.1518867009294724
ackley,qnei,gaussian,5.0,0,10,5.156923246341027,16.94304558253805,11.786122336197025,20.102447153853433,-2.285495008008814
ackley,qnei,gaussian,0.05,20,10,5.068667406669235,0.6768301848257341,-4.391837221843501,20.102447153853433,0.8664678246721857
