error_model,jitter_std,jitter_iteration,n_benchmarks,mean_reference,mean_treatment,mean_delta,median_delta,share_removed,cohens_dz,wilcoxon_p,wilcoxon_p_fdr
gaussian,0.05,0,20,-0.16397323989201107,0.004319140914226463,0.1682923808062375,-0.0005481932674702549,,0.19178704750204517,0.9679000486136345,0.9679000486136345
gaussian,0.05,20,20,0.10027094272707211,0.026058465394521235,-0.07421247733255087,0.004523442042677762,0.7401194734405772,-0.13947007867954025,0.28597919066405664,0.527972412109375
gaussian,0.25,0,20,0.5069250140570147,0.11661480772058183,-0.39031020633643293,-0.022665705105381167,0.7699564935900639,-0.33919098871830894,0.2773551940917969,0.527972412109375
gaussian,0.25,20,20,0.2775470000187906,0.04168302059956076,-0.23586397941922996,-0.0011423712268982353,0.8498163532780441,-0.30028141422864296,0.6291623521725525,0.7190426881972029
gaussian,1.0,0,20,1.3863126576075442,1.3102304656965,-0.07608219191104379,-0.07599836981954185,0.05488097615897447,-0.14388793278029843,0.3299827575683594,0.527972412109375
gaussian,1.0,20,20,0.48829975091886474,0.6920292281592977,0.20372947724043272,0.05607626117281209,-0.4172221608900315,0.2585324911110522,0.03623390197753906,0.2898712158203125
gaussian,5.0,0,20,3.929938254018553,3.8268619407551987,-0.10307631326335417,0.13723779680841047,0.02622848162002378,-0.10657340558414899,0.5458755493164062,0.7190426881972029
gaussian,5.0,20,20,2.395818174723255,2.922463437363534,0.5266452626402789,0.21473682566807714,-0.21981854390979083,0.3657745222294068,0.11398696899414062,0.4559478759765625
