iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-0.914589258798861,True,0.08600086104654514,logei,0.0,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-1.278737419648122,True,-0.3746307536614015,logei,0.0,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-1.0005901198454061,9.048311286534384,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,-0.5967714451948515,True,-0.11458412572548826,logei,0.0,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-0.4821873194693632,8.529908486158341,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,-0.9549014084624596,True,0.02346635780839812,logei,0.0,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.4821873194693632,8.529908486158341,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-0.19758940307812775,True,-0.008366366414652437,logei,0.0,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.1892230366634753,8.236944203352454,michalewicz
6,2.145529794320343,2.2240419757456014,0.0,3.141592653589793,0.7656605304912762,0.4206102066095618,0.5327053419098686,True,0.11209513530030685,logei,1.2756436000345275,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.4206102066095618,7.627110960079417,51.42019170176013,7.627110960079417,8.570031950293355,0.4206102066095618,7.627110960079417,michalewicz
7,3.141592653589793,0.0,0.0,3.141592653589793,0.0,-1.0539382319151993,-1.036440517286396,True,0.01749771462880334,logei,1.0951852000434883,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.4206102066095618,9.101659398604177,60.52185110036431,7.627110960079417,8.645978728623472,0.4206102066095618,7.627110960079417,michalewicz
8,2.714133965859289,2.7551084469411626,0.0,3.141592653589793,0.7975684086603589,-0.36787435350197245,-0.4248573883219618,True,-0.05698303481998934,logei,1.4180390000110492,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.4206102066095618,8.415595520190951,68.93744662055526,7.627110960079417,8.617180827569408,0.4206102066095618,7.627110960079417,michalewicz
9,1.0044155951595568,2.043251882751873,0.37733687089327883,3.141592653589793,1.0950852587589428,-0.514756966281774,-19.181456155839275,True,-18.6666991895575,logei,2.0490217999904417,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.4206102066095618,8.562478132970753,77.49992475352602,7.627110960079417,8.61110275039178,0.4206102066095618,7.627110960079417,michalewicz
10,0.0,3.141592653589793,0.0,0.0,0.0,-1.0539382319151993,-1.1839044632885911,True,-0.1299662313733918,logei,2.7413151999935508,False,10,28b76472-50f0-407e-b40f-10c1425a8a16,spike,0.25,0,exact,value,learned,60.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.4206102066095618,9.101659398604177,86.60158415213019,7.627110960079417,8.660158415213019,0.4206102066095618,7.627110960079417,michalewicz
