iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-0.39422817498468915,False,0.0,pi,0.0,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,1.7378678023125438,False,0.0,pi,0.0,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,-0.9871025361789454,False,0.0,pi,0.0,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-0.9087857119633538,False,0.0,pi,0.0,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,0.28104361833347785,False,0.0,pi,0.0,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,0.8672426738907659,0.6038282188396383,0.9257573159228977,2.2297759545976965,2.2297759545976965,False,0.0,pi,0.27403279999271035,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,0.8251249875580311,16.370834700817635,0.8251249875580311,2.7284724501362727,2.2297759545976965,0.8251249875580311,hartmann_3
7,0.961078219976989,0.5048573336871686,0.9365338475365206,1.9962876165781172,1.9962876165781172,False,0.0,pi,0.3143432000069879,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.0586133255776105,17.429448026395246,0.8251249875580311,2.4899211466278923,2.2297759545976965,0.8251249875580311,hartmann_3
8,0.9996790456793962,0.6002376946495147,0.9673241445725926,1.547033111359702,1.547033111359702,False,0.0,pi,0.3674060999765061,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.5078678307960256,18.937315857191273,0.8251249875580311,2.367164482148909,2.2297759545976965,0.8251249875580311,hartmann_3
9,0.9153276309222088,0.40689632215542937,0.8940752075221124,1.918309884962038,1.918309884962038,False,0.0,pi,0.37858849996700883,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.1365910571936897,20.073906914384963,0.8251249875580311,2.230434101598329,2.2297759545976965,0.8251249875580311,hartmann_3
10,0.8223554020266189,0.5322159829686519,0.9761649630924283,1.474677260063238,1.474677260063238,False,0.0,pi,0.3471778000239283,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.5802236820924895,21.654130596477454,0.8251249875580311,2.1654130596477454,2.2297759545976965,0.8251249875580311,hartmann_3
11,0.9872998275748202,0.26318304033205164,0.936602399376084,0.3184722312330606,0.3184722312330606,False,0.0,pi,0.40290860005188733,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,2.736428710922667,24.39055930740012,0.8251249875580311,2.217323573400011,2.2297759545976965,0.8251249875580311,hartmann_3
12,0.7842193089866071,0.5512920891288242,0.8759392483753221,2.7830665657354574,2.7830665657354574,False,0.0,pi,0.40297100000316277,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.7830665657354574,0.2718343764202702,24.66239368382039,0.2718343764202702,2.055199473651699,2.7830665657354574,0.2718343764202702,hartmann_3
13,0.6885548200513204,0.5592025217881815,0.8511115634679504,2.874961540909586,2.874961540909586,False,0.0,pi,0.3832946999464184,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.874961540909586,0.17993940124614172,24.84233308506653,0.17993940124614172,1.9109486988512716,2.874961540909586,0.17993940124614172,hartmann_3
14,0.5927225410995581,0.5630343632991004,0.838969409702302,2.89652821619741,2.89652821619741,False,0.0,pi,0.43721890001324937,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.89652821619741,0.15837272595831742,25.00070581102485,0.15837272595831742,1.7857647007874893,2.89652821619741,0.15837272595831742,hartmann_3
15,0.4082510815310771,0.5625449909669777,0.840221538740021,2.982044811571469,2.982044811571469,False,0.0,pi,0.40811209997627884,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.982044811571469,0.07285613058425877,25.07356194160911,0.07285613058425877,1.671570796107274,2.982044811571469,0.07285613058425877,hartmann_3
16,0.0,0.5626662276339831,0.839965637691827,3.0272784812414613,3.0272784812414613,False,0.0,pi,0.4249909999780357,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.027622460914266345,25.101184402523376,0.027622460914266345,1.568824025157711,3.0272784812414613,0.027622460914266345,hartmann_3
17,0.07993669851694907,0.5252259208879005,0.8148118521563312,2.8924194307020024,2.8924194307020024,False,0.0,pi,0.46645249996799976,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.16248151145372525,25.2636659139771,0.027622460914266345,1.4860979949398294,3.0272784812414613,0.027622460914266345,hartmann_3
18,0.2881686255417055,0.6300729950662617,0.8119390452019033,2.6842161199162384,2.6842161199162384,False,0.0,pi,0.6340749000082724,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.3706848222394892,25.63435073621659,0.027622460914266345,1.4241305964564772,3.0272784812414613,0.027622460914266345,hartmann_3
19,0.22501200953469436,0.5433545458296312,0.8665321283724559,3.020823896297106,3.020823896297106,False,0.0,pi,0.36887030000798404,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.0340770458586217,25.668427782075213,0.027622460914266345,1.3509698832671164,3.0272784812414613,0.027622460914266345,hartmann_3
20,0.15530041516497173,0.6034623947550782,0.8485783923523218,2.968688614410374,2.968688614410374,False,0.0,pi,0.4176725999568589,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.0862123277453537,25.754640109820567,0.027622460914266345,1.2877320054910284,3.0272784812414613,0.027622460914266345,hartmann_3
21,0.5318365510746859,0.9849490786826967,0.41367760098585904,-0.09290325933301125,-0.09290325933301125,False,0.0,pi,0.4475876000360586,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.147804201488739,28.902444311309306,0.027622460914266345,1.3763068719671099,3.0272784812414613,0.027622460914266345,hartmann_3
22,0.37688314243535803,0.020842981262100935,0.27742118894298307,-0.036164975238511754,-0.036164975238511754,False,0.0,pi,0.3840611000196077,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.091065917394239,31.993510228703546,0.027622460914266345,1.4542504649410704,3.0272784812414613,0.027622460914266345,hartmann_3
23,0.864579205634487,0.0024544195887752362,0.022964469505215912,-0.914128958900022,-0.914128958900022,False,0.0,pi,0.4603955000056885,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.9690299010557495,35.9625401297593,0.027622460914266345,1.5635887012938825,3.0272784812414613,0.027622460914266345,hartmann_3
24,0.22861549841924522,0.5498677599256694,0.3478772380893945,-0.5653698382957024,-0.5653698382957024,False,0.0,pi,0.3700494999648072,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.6202707804514302,39.582810910210725,0.027622460914266345,1.649283787925447,3.0272784812414613,0.027622460914266345,hartmann_3
25,0.9373524352992159,0.005219677305177695,0.6790206927291479,-0.7971291583712649,-0.7971291583712649,False,0.0,pi,0.2685279999859631,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.8520301005269926,43.43484101073772,0.027622460914266345,1.7373936404295087,3.0272784812414613,0.027622460914266345,hartmann_3
26,0.6930930682714667,0.9876941424659348,0.5982391378446651,0.010179200095057055,0.010179200095057055,False,0.0,pi,0.32520730001851916,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.0447217420606707,46.479562752798394,0.027622460914266345,1.7876754904922458,3.0272784812414613,0.027622460914266345,hartmann_3
27,0.1532604674634358,0.009576785281934286,0.45825193161756694,-0.7034950853251677,-0.7034950853251677,False,0.0,pi,0.36233789997640997,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.758396027480895,50.237958780279286,0.027622460914266345,1.860665140010344,3.0272784812414613,0.027622460914266345,hartmann_3
28,0.1049885791083578,0.5622479728857979,0.9076524224845555,2.742970075285517,2.742970075285517,False,0.0,pi,0.3340703999856487,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.31193086687021054,50.5498896471495,0.027622460914266345,1.8053532016839107,3.0272784812414613,0.027622460914266345,hartmann_3
29,0.37829263155733905,0.9771395164134717,0.21975720696337964,-0.9084597555044932,-0.9084597555044932,False,0.0,pi,0.38594730000477284,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.963360697660221,54.51325034480972,0.027622460914266345,1.8797672532693006,3.0272784812414613,0.027622460914266345,hartmann_3
30,0.8055916516980248,0.2875291367644415,0.24325579229312488,-0.5519973034575559,-0.5519973034575559,False,0.0,pi,0.28474490001099184,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.6068982456132836,58.120148590423,0.027622460914266345,1.9373382863474333,3.0272784812414613,0.027622460914266345,hartmann_3
31,0.005680357531325231,0.44641223461486923,0.8658670973588055,2.603393602046474,2.603393602046474,False,0.0,pi,0.26665339997271076,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.45150734010925353,58.57165593053225,0.027622460914266345,1.889408255823621,3.0272784812414613,0.027622460914266345,hartmann_3
32,0.9247164039823927,0.6613441767553256,0.5572467719386323,-0.43054639641346704,-0.43054639641346704,False,0.0,pi,0.30647999997017905,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.4854473385691946,62.05710326910145,0.027622460914266345,1.9392844771594202,3.0272784812414613,0.027622460914266345,hartmann_3
33,0.7655364050386751,0.00330443531387703,0.9903967838602578,-0.8825873142965684,-0.8825873142965684,False,0.0,pi,0.2640396000351757,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.937488256452296,65.99459152555374,0.027622460914266345,1.999836106834962,3.0272784812414613,0.027622460914266345,hartmann_3
34,0.7495133414066026,0.9870932373422554,0.8197958977169034,-0.33426351657527,-0.33426351657527,False,0.0,pi,0.3621580000035465,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.3891644587309977,69.38375598428475,0.027622460914266345,2.0406987054201395,3.0272784812414613,0.027622460914266345,hartmann_3
35,0.8703897009037823,0.548737158994578,0.8146607761558761,2.609386158456432,2.609386158456432,False,0.0,pi,0.30830580001929775,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,0.4455147836992954,69.82927076798404,0.027622460914266345,1.9951220219424013,3.0272784812414613,0.027622460914266345,hartmann_3
36,0.05924182692738256,0.22264918312380877,0.004099767033362234,-0.899521212502813,-0.899521212502813,False,0.0,pi,0.23693889996502548,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.9544221546585407,73.78369292264259,0.027622460914266345,2.0495470256289607,3.0272784812414613,0.027622460914266345,hartmann_3
37,0.9498061864019002,0.7536436358288533,0.29302217578930734,-0.9387023293170296,-0.9387023293170296,False,0.0,pi,0.2801611000322737,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,3.9936032714727574,77.77729619411534,0.027622460914266345,2.1020890863274415,3.0272784812414613,0.027622460914266345,hartmann_3
38,0.006776356956515128,0.19391748713663748,0.7743672162253281,0.1997136360135247,0.1997136360135247,False,0.0,pi,0.3009969999548048,False,True,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,2.855187306142203,80.63248350025754,0.027622460914266345,2.121907460533093,3.0272784812414613,0.027622460914266345,hartmann_3
39,0.045349930435139685,0.766333530555303,0.0020288210877609236,-0.985723478533269,-0.985723478533269,False,0.0,pi,0.27419730002293363,False,False,9,3b5ff2cb-8d1b-432d-b2ec-95efccd36949,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0272784812414613,4.040624420688997,84.67310792094653,0.027622460914266345,2.1711053313063213,3.0272784812414613,0.027622460914266345,hartmann_3
