iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,8.063537662306754,True,8.457765837291443,pi,0.0,False,False,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,0.0861172455345025,True,-1.6517505567780413,pi,0.0,False,False,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,-0.39422817498468915,3.4491291171404166,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,-0.6268575202054681,True,0.36024501597347725,pi,0.0,False,False,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,-0.39422817498468915,3.4491291171404166,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-5.948122123565114,True,-5.03933641160176,pi,0.0,False,False,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,-0.39422817498468915,3.4491291171404166,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,7.619939562871073,True,7.338895944537595,pi,0.0,False,False,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,-0.39422817498468915,3.4491291171404166,hartmann_3
6,0.9303133699471632,0.2191149667130814,0.5374990671190085,-0.7638417771954757,2.2158093095240763,True,2.979651086719552,pi,0.2761919999611564,False,True,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.8187427193512034,19.364452432610808,1.3170331398431838,3.227408738768468,-0.39422817498468915,3.4491291171404166,hartmann_3
7,0.8407034260725259,0.39474241436891755,0.6210465074636922,-0.02158271886247205,-4.291197488320245,True,-4.269614769457773,pi,0.335781300032977,False,True,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.0764836610182,22.440936093629006,1.3170331398431838,3.2058480133755722,-0.39422817498468915,3.4491291171404166,hartmann_3
8,0.8864244798633298,0.28425995872267984,0.8169951246610694,0.9884183124937493,-1.5219789923064715,True,-2.510397304800221,pi,0.34937389998231083,False,True,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.0664826296619783,24.507418723290982,1.3170331398431838,3.0634273404113728,-0.39422817498468915,3.4491291171404166,hartmann_3
9,0.09731215422956474,0.8421359089267532,0.9476838384780489,0.5121459530857179,-0.305808192898924,True,-0.8179541459846419,pi,0.8917505999561399,False,True,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.54275498907001,27.05017371236099,1.3170331398431838,3.005574856928999,-0.39422817498468915,3.4491291171404166,hartmann_3
10,0.024327980127017534,0.8548558146986324,0.8946635181728244,0.7263871951408695,-9.992832533588473,True,-10.719219728729342,pi,0.41538430005311966,False,True,9,3a89f86e-885f-4ce7-8669-7154f1240393,gaussian,5.0,0,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.328513747014858,29.378687459375847,1.3170331398431838,2.9378687459375845,-0.39422817498468915,3.4491291171404166,hartmann_3
