iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,0.3071663307112894,False,0.0,pi,0.0,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,-0.8703311095386822,False,0.0,pi,0.0,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,-0.2909134329371896,False,0.0,pi,0.0,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,0.3071663307112894,2.747734611444438,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-0.8973733195280779,False,0.0,pi,0.0,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,0.3071663307112894,2.747734611444438,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,1.6562044985234257,False,0.0,pi,0.0,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.502761239794207,0.8000295489178463,0.8425560429889903,1.2757982405744186,1.2757982405744186,False,0.0,pi,0.24760539998533204,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.779102701581309,17.14885444512918,1.398696443632302,2.8581424075215303,1.6562044985234257,1.398696443632302,hartmann_3
7,0.6532057372871414,0.6997306281393789,0.8103958744534469,1.9903410286511984,1.9903410286511984,False,0.0,pi,0.24430760001996532,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.9903410286511984,1.0645599135045292,18.21341435863371,1.0645599135045292,2.601916336947673,1.9903410286511984,1.0645599135045292,hartmann_3
8,0.7097233080399562,0.5792235913332573,0.807359730461039,2.603046197422841,2.603046197422841,False,0.0,pi,0.24981810001190752,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.603046197422841,0.45185474473288645,18.665269103366597,0.45185474473288645,2.3331586379208247,2.603046197422841,0.45185474473288645,hartmann_3
9,0.5717840466670481,0.537097946776057,0.8028863845374675,2.6845232977102365,2.6845232977102365,False,0.0,pi,0.2658917999942787,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6845232977102365,0.37037764444549115,19.035646747812088,0.37037764444549115,2.1150718608680097,2.6845232977102365,0.37037764444549115,hartmann_3
10,0.4107188087068865,0.5373544088845807,0.809157498910489,2.8129218630286985,2.8129218630286985,False,0.0,pi,0.2808608000050299,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8129218630286985,0.2419790791270291,19.277625826939115,0.2419790791270291,1.9277625826939115,2.8129218630286985,0.2419790791270291,hartmann_3
11,0.13501802311800143,0.5352153102574961,0.8181031684719908,2.9310277193260648,2.9310277193260648,False,0.0,pi,0.2549583000363782,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9310277193260648,0.12387322282966284,19.401499049768777,0.12387322282966284,1.7637726408880707,2.9310277193260648,0.12387322282966284,hartmann_3
12,0.0,0.5364104526259992,0.8267215507612281,2.9687812526413295,2.9687812526413295,False,0.0,pi,0.3701303999987431,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.08611968951439808,19.487618739283175,0.08611968951439808,1.6239682282735979,2.9687812526413295,0.08611968951439808,hartmann_3
13,0.08481433807425587,0.5687116524897187,0.8903496277826787,2.9040900604709705,2.9040900604709705,False,0.0,pi,0.2403325000195764,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.1508108816847571,19.638429620967933,0.08611968951439808,1.5106484323821487,2.9687812526413295,0.08611968951439808,hartmann_3
14,0.19451867930569322,0.49521449956398955,0.8762164529497211,2.851859163213077,2.851859163213077,False,0.0,pi,0.36745620000874624,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.20304177894265063,19.841471399910585,0.08611968951439808,1.4172479571364704,2.9687812526413295,0.08611968951439808,hartmann_3
15,0.06040419139154629,0.5684295097316163,0.7726558675359312,2.517867045528946,2.517867045528946,False,0.0,pi,0.35628509998787194,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.5370338966267818,20.378505296537366,0.08611968951439808,1.3585670197691577,2.9687812526413295,0.08611968951439808,hartmann_3
16,0.8721769481190988,0.5634236935680464,0.8887933458628722,2.659284736073461,2.659284736073461,False,0.0,pi,0.3330091999960132,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.3956162060822668,20.774121502619632,0.08611968951439808,1.298382593913727,2.9687812526413295,0.08611968951439808,hartmann_3
17,0.21124018679137269,0.0004230141742552762,0.31242522714413756,-0.18926692004437629,-0.18926692004437629,False,0.0,pi,0.28337780002038926,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,3.244167862200104,24.018289364819736,0.08611968951439808,1.4128405508717492,2.9687812526413295,0.08611968951439808,hartmann_3
18,0.00194557337004575,0.6052875302636389,0.8900740352644353,2.8281169620292275,2.8281169620292275,False,0.0,pi,0.3256097999983467,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.22678398012650014,24.245073344946235,0.08611968951439808,1.3469485191636796,2.9687812526413295,0.08611968951439808,hartmann_3
19,1.0,0.0,0.0,-0.9549860660082171,-0.9549860660082171,False,0.0,pi,0.24668360000941902,False,False,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,4.009887008163945,28.254960353110178,0.08611968951439808,1.487103176479483,2.9687812526413295,0.08611968951439808,hartmann_3
20,0.8961634223355641,0.9457286073935244,0.0002956012315730172,-0.9872775545361174,-0.9872775545361174,False,0.0,pi,0.35277749999659136,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9687812526413295,4.042178496691845,32.297138849802025,0.08611968951439808,1.6148569424901011,2.9687812526413295,0.08611968951439808,hartmann_3
21,0.012841314236784362,0.5501935735031157,0.9715296997493975,1.7317769245714738,-1.2289655340866161,True,-2.96074245865809,pi,0.2867977000423707,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,2.9687812526413295,1.3231240175842538,33.62026286738628,0.08611968951439808,1.6009648984469658,2.9687812526413295,0.08611968951439808,hartmann_3
22,0.48748445101910987,0.5982342903327074,0.840226324405768,2.8764099477322964,1.971078464467857,True,-0.9053314832644395,pi,0.33930799999507144,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.1784909944234312,33.798753861809715,0.08611968951439808,1.5363069937186233,2.9687812526413295,0.08611968951439808,hartmann_3
23,0.6987057240069706,0.46399223644458243,0.8996496876276471,2.3779461973112292,5.493722697455848,True,3.1157765001446185,pi,0.43459890002850443,False,True,10,5564839f-b2d0-4fc7-bc27-e4e019f95dd1,gaussian,5.0,20,exact,value,learned,25.0,"x0,x1,x2",3.0549009421557276,2.9687812526413295,0.6769547448444984,34.475708606654216,0.08611968951439808,1.4989438524632268,2.3779461973112292,0.6769547448444984,hartmann_3
