iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.5371018995290565,False,0.0,pi,0.0,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-0.6314564796850167,False,0.0,pi,0.0,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.7389082132097465,False,0.0,pi,0.0,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,False,0.0,pi,0.0,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.26719788296726216,False,0.0,pi,0.0,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,0.26719788296726216,2.7877030591884653,hartmann_3
6,0.2680531693623911,0.1773123431941349,0.93218746767253,-0.1643953726935894,-0.1643953726935894,False,0.0,pi,0.24924779997672886,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.219296314849317,20.256685992647512,2.7877030591884653,3.376114332107919,0.26719788296726216,2.7877030591884653,hartmann_3
7,0.32808804075858644,0.21517672521819164,0.78508752104061,0.39759456984718883,0.39759456984718883,False,0.0,pi,0.2506689000292681,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.39759456984718883,2.657306372308539,22.91399236495605,2.657306372308539,3.2734274807080075,0.39759456984718883,2.657306372308539,hartmann_3
8,0.43654720203016845,0.23279277253095268,0.7548084311288653,0.4233698769807642,0.4233698769807642,False,0.0,pi,0.2082941000116989,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.4233698769807642,2.6315310651749635,25.545523430131016,2.6315310651749635,3.193190428766377,0.4233698769807642,2.6315310651749635,hartmann_3
9,0.28686174674790155,0.2750188179494919,0.7310862001036296,0.60139368554239,0.60139368554239,False,0.0,pi,0.27073859999654815,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.60139368554239,2.453507256613338,27.999030686744355,2.453507256613338,3.1110034096382617,0.60139368554239,2.453507256613338,hartmann_3
10,0.1865512035813097,0.3006672919922362,0.6806718844264869,0.34973770616711697,0.34973770616711697,False,0.0,pi,0.2528022999758832,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.60139368554239,2.7051632359886106,30.704193922732966,2.453507256613338,3.0704193922732967,0.60139368554239,2.453507256613338,hartmann_3
11,0.18470172983089506,0.3221762344211504,0.778303501833416,1.3042410217510807,1.3042410217510807,False,0.0,pi,0.25322070001857355,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.3042410217510807,1.750659920404647,32.45485384313761,1.750659920404647,2.950441258467056,1.3042410217510807,1.750659920404647,hartmann_3
12,0.4234871361277899,0.370045959299968,0.8032061660984738,1.8557251779049087,1.8557251779049087,False,0.0,pi,0.28133660001913086,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.8557251779049087,1.199175764250819,33.65402960738843,1.199175764250819,2.804502467282369,1.8557251779049087,1.199175764250819,hartmann_3
13,0.5539236143231001,0.39810459243497043,0.8170902490005298,2.130286997813755,2.130286997813755,False,0.0,pi,0.3217395000392571,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.130286997813755,0.9246139443419725,34.5786435517304,0.9246139443419725,2.6598956578254156,2.130286997813755,0.9246139443419725,hartmann_3
14,0.7082503006454116,0.4299753291789951,0.8303478851186932,2.3673578886360733,2.3673578886360733,False,0.0,pi,0.3499982000212185,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.3673578886360733,0.6875430535196543,35.266186605250056,0.6875430535196543,2.5190133289464325,2.3673578886360733,0.6875430535196543,hartmann_3
15,0.8623367484083116,0.4641274386958153,0.8426824278748956,2.532663664357963,2.532663664357963,False,0.0,pi,0.3279634999926202,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.532663664357963,0.5222372777977644,35.78842388304782,0.5222372777977644,2.385894925536521,2.532663664357963,0.5222372777977644,hartmann_3
16,0.9713023539293366,0.49414785319901783,0.8516482676041053,2.6100373044661422,2.6100373044661422,False,0.0,pi,0.35329959995578974,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.6100373044661422,0.44486363768958537,36.233287520737406,0.44486363768958537,2.264580470046088,2.6100373044661422,0.44486363768958537,hartmann_3
17,0.6232004873342589,0.5139610114101789,0.8606624460977877,2.8566386598941147,2.8566386598941147,False,0.0,pi,0.35196759999962524,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8566386598941147,0.1982622822616129,36.431549802999015,0.1982622822616129,2.143032341352883,2.8566386598941147,0.1982622822616129,hartmann_3
18,0.35412745479983193,0.5410103768505181,0.8697081190381226,2.9830031528243097,2.9830031528243097,False,0.0,pi,0.2631114000105299,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9830031528243097,0.07189778933141788,36.50344759233043,0.07189778933141788,2.027969310685024,2.9830031528243097,0.07189778933141788,hartmann_3
19,0.11412826491233731,0.556874120955039,0.874390894477383,3.0058401071325087,3.0058401071325087,False,0.0,pi,0.26661270001204684,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0058401071325087,0.049060835023218896,36.55250842735365,0.049060835023218896,1.9238162330186133,3.0058401071325087,0.049060835023218896,hartmann_3
20,0.26184530204145084,0.6141056744194769,0.878485355270568,2.8564053809856613,2.8564053809856613,False,0.0,pi,0.3160463999956846,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0058401071325087,0.19849556117006628,36.75100398852372,0.049060835023218896,1.837550199426186,3.0058401071325087,0.049060835023218896,hartmann_3
21,0.012017815518809238,0.5453474089429269,0.8829380442632067,2.949061822327247,2.949061822327247,False,0.0,pi,0.3266943999915384,False,False,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0058401071325087,0.10583911982848049,36.8568431083522,0.049060835023218896,1.7550877670643905,3.0058401071325087,0.049060835023218896,hartmann_3
22,0.4912774685265716,0.5839871258658935,0.8379889202423562,2.9077284434591184,2.9077284434591184,False,0.0,pi,0.2752273000078276,False,True,8,1e6f5241-673e-44ee-9dc4-4a43d9aec396,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0058401071325087,0.1471724986966092,37.004015607048814,0.049060835023218896,1.6820007094113096,3.0058401071325087,0.049060835023218896,hartmann_3
