error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
bias,bias0.05_anchored,0.05,0,10,0.01,50,200,20,2.56,1.6946249999999998,3.505,0.0,2.176767676767677,1.256,0.01
bias,bias0.05_anchored,0.05,0,25,0.01,50,200,20,5.000000000000001,2.64975,7.691124999999994,0.5,1.375,1.2,0.12
bias,bias0.05_anchored,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.05_anchored,0.05,20,25,0.01,50,200,20,0.835,0.22487500000000002,1.5950000000000002,0.0,0.5707070707070707,1.0334,0.01
bias,bias0.25_anchored,0.25,0,10,0.01,50,200,20,7.205,4.744875,10.025624999999998,2.0,5.602094240837697,1.7205,0.045
bias,bias0.25_anchored,0.25,0,25,0.01,50,200,20,13.745,10.8,17.03,11.5,6.468085106382978,1.5498000000000003,0.295
bias,bias0.25_anchored,0.25,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias0.25_anchored,0.25,20,25,0.01,50,200,20,1.4149999999999998,0.69,2.320124999999999,0.0,0.5129533678756477,1.0566,0.035
bias,bias1_anchored,1.0,0,10,0.01,50,200,20,15.645000000000001,12.174750000000001,19.420749999999995,7.5,9.20625,2.5645,0.2
bias,bias1_anchored,1.0,0,25,0.01,50,200,20,23.214999999999996,19.774874999999994,26.730374999999995,28.0,9.926829268292684,1.9286,0.59
bias,bias1_anchored,1.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias1_anchored,1.0,20,25,0.01,50,200,20,3.5249999999999995,2.1298749999999997,4.970249999999999,0.0,0.8100558659217877,1.141,0.105
bias,bias5_anchored,5.0,0,10,0.01,50,200,20,23.705000000000002,19.729625,27.680624999999996,36.5,8.280373831775702,3.3705000000000003,0.465
bias,bias5_anchored,5.0,0,25,0.01,50,200,20,27.9,25.54975,30.120249999999995,30.0,9.952380952380953,2.116,0.79
bias,bias5_anchored,5.0,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bias,bias5_anchored,5.0,20,25,0.01,50,200,20,5.92,3.5549999999999997,8.400499999999997,0.0,0.09615384615384616,1.2368000000000001,0.22
drift,anchored,0.05,0,10,0.01,50,200,20,2.43,1.52,3.405,0.0,2.236180904522613,1.2429999999999999,0.005
drift,anchored,0.05,0,25,0.01,50,200,20,5.115,3.0044999999999997,7.440124999999999,0.0,1.8418079096045197,1.2046000000000001,0.115
drift,anchored,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
