iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,0.14792608457745593,0.9282110229603695,1.571302229950474,3.117162148791273,True,1.545859918840799,logei,0.0,False,0,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.395861733341463,6.395861733341463,6.395861733341463,6.395861733341463,1.571302229950474,6.395861733341463,hartmann_6
2,0.07042057615419683,0.12977394939929798,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.37926057518372475,1.547370533733809,True,1.1681099585500843,logei,0.0,False,1,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.587903388108212,13.983765121449675,6.395861733341463,6.991882560724838,1.571302229950474,6.395861733341463,hartmann_6
3,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,0.6703605841024838,0.5123823134831604,-0.6412990271898988,-3.298603848305534,True,-2.6573048211156354,logei,0.0,False,2,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.608462990481836,22.59222811193151,6.395861733341463,7.530742703977171,1.571302229950474,6.395861733341463,hartmann_6
4,0.8167364359696581,0.5490752688700263,0.9809136392973055,0.20450946133004488,0.5537303628652278,0.4836246969233877,-0.45831383618453114,-0.04910672955937556,True,0.4092071066251556,logei,0.0,False,3,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.425477799476468,31.01770591140798,6.395861733341463,7.754426477851995,1.571302229950474,6.395861733341463,hartmann_6
5,0.3532748550604481,0.5915953039490435,0.23530123166758055,0.8022026837784835,0.8673335518424147,0.12875967122785104,1.3104474652198819,4.146472504168467,True,2.836025038948585,logei,0.0,False,4,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.656716498072055,37.67442240948004,6.395861733341463,7.5348844818960075,1.3104474652198819,6.656716498072055,hartmann_6
6,0.21995444021586855,0.7025163791902961,0.2847596970365941,0.809203650138068,0.9337135353456498,0.0,1.1898709804534928,1.6772622725236435,True,0.48739129207015064,logei,0.5009395999950357,False,0,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.7772929828384445,44.451715392318484,6.395861733341463,7.408619232053081,1.3104474652198819,6.656716498072055,hartmann_6
7,0.5911185997176506,0.5257380253306274,0.05614788181604416,0.8133875975892052,0.8620638813694766,0.13320891244400979,0.08249208091652777,0.8492456602870746,True,0.7667535793705469,logei,0.4588468000292778,False,1,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.884671882375409,52.33638727469389,6.395861733341463,7.4766267535276985,1.3104474652198819,6.656716498072055,hartmann_6
8,0.4063135361911811,0.7774685720771262,0.28672984914192207,0.5067999719899793,0.7927788779383425,0.08548168769688037,5.948537798079985,4.419546984768795,True,-1.5289908133111902,logei,0.7539725999813527,False,2,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.948537798079985,2.018626165211952,54.355013439905846,2.018626165211952,6.794376679988231,5.948537798079985,2.018626165211952,hartmann_6
9,0.4176726456392124,1.0,0.0,0.9680256322715866,1.0,0.0,0.7012709229137333,2.2752750567583457,True,1.5740041338446125,logei,0.6480847999919206,False,3,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.948537798079985,7.265893040378204,61.62090648028405,2.018626165211952,6.846767386698228,5.948537798079985,2.018626165211952,hartmann_6
10,0.3788863303916569,0.36971251071234507,0.4785452484995686,0.31455837136705045,0.698038558193182,0.11344974648341268,-0.053802295333638984,3.420040609721118,True,3.473842905054757,logei,0.4433277999632992,False,4,11,b1a3aaf6-61da-4e03-9d2b-8115617e50eb,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,5.948537798079985,8.020966258625576,69.64187273890963,2.018626165211952,6.964187273890962,5.948537798079985,2.018626165211952,hartmann_6
