iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,0.14792608457745593,0.9282110229603695,1.571302229950474,1.4667407088658933,True,-0.10456152108458072,qnei,0.0,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.395861733341463,6.395861733341463,6.395861733341463,6.395861733341463,1.571302229950474,6.395861733341463,hartmann_6
2,0.07042057615419683,0.12977394939929798,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.37926057518372475,0.13699832494536343,True,-0.24226225023836132,qnei,0.0,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.587903388108212,13.983765121449675,6.395861733341463,6.991882560724838,1.571302229950474,6.395861733341463,hartmann_6
3,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,0.6703605841024838,0.5123823134831604,-0.6412990271898988,-0.4340712056577195,True,0.20722782153217933,qnei,0.0,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.608462990481836,22.59222811193151,6.395861733341463,7.530742703977171,1.571302229950474,6.395861733341463,hartmann_6
4,0.8167364359696581,0.5490752688700263,0.9809136392973055,0.20450946133004488,0.5537303628652278,0.4836246969233877,-0.45831383618453114,-0.2912108817292527,True,0.16710295445527845,qnei,0.0,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.425477799476468,31.01770591140798,6.395861733341463,7.754426477851995,1.571302229950474,6.395861733341463,hartmann_6
5,0.3532748550604481,0.5915953039490435,0.23530123166758055,0.8022026837784835,0.8673335518424147,0.12875967122785104,1.3104474652198819,0.5158444398301973,True,-0.7946030253896845,qnei,0.0,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.656716498072055,37.67442240948004,6.395861733341463,7.5348844818960075,1.571302229950474,6.395861733341463,hartmann_6
6,0.0,0.06354266614627722,1.0,0.0,0.0,1.0,-0.040285449660191604,0.1209110574078843,True,0.1611965070680759,qnei,0.7940733999712393,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.007449412952129,45.681871822432164,6.395861733341463,7.613645303738694,1.571302229950474,6.395861733341463,hartmann_6
7,0.08418771441830689,0.6281179191198463,0.48079700515907,0.0,0.18556522302022604,0.8974731164005871,0.5029606231876184,0.5084522822395435,True,0.0054916590519251685,qnei,0.8304902999661863,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.464203340104318,53.146075162536484,6.395861733341463,7.592296451790927,1.571302229950474,6.395861733341463,hartmann_6
8,0.09449660031829477,0.45463025943742996,0.5903428316266324,0.19592148967017273,0.2516861854707419,0.7817272517183853,4.3068765988261815,4.1264359960005255,True,-0.180440602825656,qnei,0.8414605999714695,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.3068765988261815,3.6602873644657556,56.806362527002236,3.6602873644657556,7.1007953158752795,4.3068765988261815,3.6602873644657556,hartmann_6
9,0.1694148071213497,0.38262414831915553,0.6002891932258839,0.21140326325055614,0.1431250000716006,0.9353513322092575,2.733994830988228,2.8115438318448986,True,0.0775490008566706,qnei,0.7029861999908462,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.3068765988261815,5.2331691323037095,62.03953165930594,3.6602873644657556,6.893281295478438,4.3068765988261815,3.6602873644657556,hartmann_6
10,0.053401292564937294,0.3983539263825395,0.6762020114346541,0.2040072400548404,0.29809295605426794,0.6935617658224277,4.924405581108441,4.667869145642747,True,-0.2565364354656934,qnei,0.6830606000148691,False,0,11,e6a89eb5-b96b-4d37-aca5-8d8755b647f3,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,4.924405581108441,3.0427583821834965,65.08229004148944,3.0427583821834965,6.508229004148944,4.924405581108441,3.0427583821834965,hartmann_6
