iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.7160746296035653,0.9153801204905075,-0.6203051845937949,0.029834016162858745,True,0.6501392007566537,qnei,0.0,False,0,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6203051845937949,8.587469147885733,8.587469147885733,8.587469147885733,8.587469147885733,-0.6203051845937949,8.587469147885733,hartmann_6
2,0.8603936491828846,0.9182376290487624,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.47852200150684815,-1.302545517323389,True,-0.824023515816541,qnei,0.0,False,1,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.445685964798786,17.03315511268452,8.445685964798786,8.51657755634226,-0.6203051845937949,8.587469147885733,hartmann_6
3,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,0.31560348997827314,0.7053337045894538,-0.5412982988132623,-0.6064132358335739,True,-0.06511493702031157,qnei,0.0,False,2,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.5084622621052,25.541617374789716,8.445685964798786,8.513872458263238,-0.6203051845937949,8.587469147885733,hartmann_6
4,0.2991810731982467,0.7407484828757487,0.279747219748287,0.7825909153281315,0.9877407468945767,0.9862385492802385,-0.6665178495997667,-1.9692800111188657,True,-1.302762161519099,qnei,0.0,False,3,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.633681812891703,34.17529918768142,8.445685964798786,8.543824796920354,-0.6203051845937949,8.587469147885733,hartmann_6
5,0.8828625669966758,0.9128100517839179,0.7082069141031725,0.5544968772635087,0.9232382080702205,0.08973077985431255,-0.5212958261669214,-1.3683836085936967,True,-0.8470877824267753,qnei,0.0,False,4,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.488459789458858,42.663758977140276,8.445685964798786,8.532751795428055,-0.6203051845937949,8.587469147885733,hartmann_6
6,0.9496775793434027,0.044492956016718446,0.6345831093321178,0.8422650508507767,0.6275716140267347,1.0,-0.6257900280134683,0.06158508633871218,True,0.6873751143521805,qnei,0.7062335999798961,False,0,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.592953991305405,51.25671296844568,8.445685964798786,8.542785494740947,-0.6257900280134683,8.592953991305405,hartmann_6
7,1.0,0.6291896136868217,1.0,0.6112857333477635,0.5764883420485106,1.0,-0.47183730959735265,-1.0748932974628818,True,-0.603055987865529,qnei,0.8103836000082083,False,1,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47183730959735265,8.43900127288929,59.69571424133497,8.43900127288929,8.527959177333567,-0.6257900280134683,8.592953991305405,hartmann_6
8,1.0,0.10163182976250591,0.5892159996564652,0.48110743997547445,0.5495446740230784,1.0,-0.4653244942830593,-0.7036855206534363,True,-0.23836102637037698,qnei,0.4073157999664545,False,2,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.4653244942830593,8.432488457574996,68.12820269890996,8.432488457574996,8.516025337363745,-0.6257900280134683,8.592953991305405,hartmann_6
9,0.7276395169031988,0.30918609330512553,0.6852316220997998,0.9136130266745988,0.6236936366354486,0.9495483838243969,-0.464533800600053,-2.290412445169445,True,-1.8258786445693922,qnei,0.5706001000362448,False,3,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.464533800600053,8.43169776389199,76.55990046280195,8.43169776389199,8.506655606977994,-0.6257900280134683,8.592953991305405,hartmann_6
10,0.9077637426143306,0.0,0.44648112689690034,0.8605404567736272,0.6999784174490136,0.9625506817781656,-0.668397788963977,-1.506217099364258,True,-0.8378193104002811,qnei,0.8460317000281066,False,4,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.464533800600053,8.635561752255914,85.19546221505786,8.43169776389199,8.519546221505786,-0.6257900280134683,8.592953991305405,hartmann_6
11,0.9179198162781878,0.2565125981810382,0.6190961940080426,0.8962885457406229,0.7920421717455866,0.9436156086240461,-0.6502548979118136,0.048300085796260994,True,0.6985549837080746,qnei,0.6126888999715447,False,0,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.464533800600053,8.61741886120375,93.8128810762616,8.43169776389199,8.5284437342056,-0.6257900280134683,8.592953991305405,hartmann_6
12,0.9049553635027495,0.0,0.6118031672677954,0.8723018508853684,0.3379956353286037,0.9531630292184975,-0.49786847831572884,-0.9558557742502589,True,-0.4579872959345301,qnei,0.571020099974703,False,1,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.464533800600053,8.465032441607667,102.27791351786927,8.43169776389199,8.52315945982244,-0.6257900280134683,8.592953991305405,hartmann_6
13,0.9105563010485659,0.0,0.6208411775943578,0.6300742625504241,0.7236310686593191,0.9989529922369403,-0.6508972095180526,-1.3071611353254549,True,-0.6562639258074022,qnei,0.5905013000010513,False,2,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.464533800600053,8.61806117280999,110.89597469067925,8.43169776389199,8.530459591590711,-0.6257900280134683,8.592953991305405,hartmann_6
14,0.9471067650044984,0.1280462303487577,0.8556742697599166,0.8886703613336973,0.48888477103908207,1.0,-0.27844611111895456,-1.0531857867674725,True,-0.774739675648518,qnei,0.5465540000004694,False,3,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.27844611111895456,8.245610074410891,119.14158476509014,8.245610074410891,8.510113197506438,-0.6257900280134683,8.592953991305405,hartmann_6
15,0.9651147474112297,0.11061570521678413,0.6354803649576568,0.9282665095359987,0.6241004399444223,0.9946720148814281,-0.6030023049595608,-1.6611536939082392,True,-1.0581513889486784,qnei,0.6494809999712743,False,4,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.27844611111895456,8.570166268251498,127.71175103334164,8.245610074410891,8.51411673555611,-0.6257900280134683,8.592953991305405,hartmann_6
16,0.9025771170267023,0.27372737877456105,0.5997766223114664,0.8043834430266973,0.7528535245255406,0.9215693933378588,-0.6403302976685911,0.28170209065760776,True,0.9220323883261988,qnei,0.638419899973087,False,0,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.27844611111895456,8.607494260960529,136.31924529430216,8.245610074410891,8.519952830893885,-0.6403302976685911,8.607494260960529,hartmann_6
17,0.9029206939511464,0.26951023561304205,0.652317889055114,0.5889719632230968,0.5811332204666287,0.8738172986545226,-0.36138536543225047,-1.090353817038632,True,-0.7289684516063815,qnei,1.74893780000275,False,1,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.27844611111895456,8.328549328724188,144.64779462302636,8.245610074410891,8.508693801354491,-0.6403302976685911,8.607494260960529,hartmann_6
18,0.8861270565573086,0.28442633214692864,0.5752497525682538,0.8636800393771843,0.8011955374184511,0.93421099295533,-0.6570717572090375,-1.0044155686267746,True,-0.34734381141773707,qnei,0.737681100028567,False,2,9,a052a981-8af3-4e6a-ac80-c7ce26ff03c4,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.27844611111895456,8.624235720500975,153.27203034352732,8.245610074410891,8.51511279686263,-0.6403302976685911,8.607494260960529,hartmann_6
