iteration,InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.2508244581084461,0.9520776485734821,0.2703883460857852,0.1792914104181076,-0.03064880952380954,-0.0501310104315134,True,-0.019482200907703858,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,-0.03064880952380954,1.0300085978835978,1.0300085978835978,1.0300085978835978,1.0300085978835978,-0.03064880952380954,1.0300085978835978,provoice
2,0.3498892405959575,0.3074871219309153,0.7034011684955062,0.11507938212344748,-0.5206255248163145,-0.5360989224478965,True,-0.015473397631581953,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,-0.03064880952380954,1.519985313176103,2.5499939110597007,1.0300085978835978,1.2749969555298504,-0.03064880952380954,1.0300085978835978,provoice
3,0.8963093737046804,0.8723174401755179,0.10254432896795806,0.5414661617187942,0.11592261904761898,0.1387501706048622,True,0.02282755155724321,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.11592261904761898,0.8834371693121693,3.43343108037187,0.8834371693121693,1.1444770267906235,0.11592261904761898,0.8834371693121693,provoice
4,0.10685127402373995,0.3321594628848913,0.47520643656979245,0.4536161218532765,-0.502022647105981,-0.47331292241367057,True,0.028709724692310423,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.11592261904761898,1.5013824354657692,4.934813515837639,0.8834371693121693,1.2337033789594098,0.11592261904761898,0.8834371693121693,provoice
5,0.46814659094390065,0.9347650307850937,0.3328939804799354,0.18789021078453794,-0.07658101851851856,-0.0729318584358362,True,0.0036491600826823595,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.11592261904761898,1.075940806878307,6.010754322715947,0.8834371693121693,1.2021508645431893,0.11592261904761898,0.8834371693121693,provoice
6,1.0,0.9982978686096631,0.1,1.0,0.9238174603174607,0.930651264636337,True,0.006833804318876258,qnei,0.2952004999970086,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.9238174603174607,0.07554232804232763,6.086296650758275,0.07554232804232763,1.0143827751263792,0.9238174603174607,0.07554232804232763,provoice
7,1.0,0.9982978686096631,0.1,1.0,0.9238174603174607,0.9233445946218255,True,-0.0004728656956352051,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.9238174603174607,0.07554232804232763,6.161838978800603,0.07554232804232763,0.880262711257229,0.9238174603174607,0.07554232804232763,provoice
8,1.0,1.0,1.0,1.0,0.25842930372096984,0.247444419247654,True,-0.010984884473315831,qnei,0.36194519995478913,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.9238174603174607,0.7409304846388185,6.902769463439421,0.07554232804232763,0.8628461829299277,0.9238174603174607,0.07554232804232763,provoice
9,1.0,1.0,1.0,1.0,0.25842930372096984,0.21647813219137818,True,-0.04195117152959166,qnei,0.0,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.9238174603174607,0.7409304846388185,7.64369994807824,0.07554232804232763,0.8492999942309155,0.9238174603174607,0.07554232804232763,provoice
10,0.0,1.0,0.1,1.0,0.9989219576719578,1.0169382418523332,True,0.018016284180375375,qnei,0.3390574000077322,False,12,69876a86-b166-42be-8c69-0a74bee6eddb,gaussian,0.022429,0,extra_trees,composite,learned,0.000503060041,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",0.9993597883597883,0.9989219576719578,0.0004378306878305427,7.64413777876607,0.0004378306878305427,0.764413777876607,0.9989219576719578,0.0004378306878305427,provoice
