dataset,objective,acquisition,baseline,error_model,jitter_iteration,jitter_std,oracle_model,delta_l2_mean,delta_l2_std,final_simple_regret_mean,final_simple_regret_std,final_cum_regret_mean,final_cum_regret_std,final_avg_regret_mean,final_avg_regret_std,auc_simple_regret_mean,auc_simple_regret_std,runs
provoice,composite,logei,False,gaussian,0,0.022429,extra_trees,0.7588327256301955,0.19779775765688515,0.013320378946913791,0.03377793085884244,23.26888370992689,4.331068296406193,0.46537767419853776,0.08662136592812385,5.893698545930047,2.942486347481281,10
provoice,composite,logei,False,gaussian,0,0.112147,extra_trees,0.7588327256301955,0.19779775765688515,0.03881042639946146,0.0639269019138355,24.090282853898405,6.111080311926349,0.4818056570779681,0.122221606238527,10.711351345458137,7.176957204208312,10
provoice,composite,logei,False,gaussian,0,0.448589,extra_trees,0.7588327256301955,0.19779775765688515,0.06166402203222361,0.06101871042840656,22.25583237737719,8.212271940338045,0.44511664754754376,0.1642454388067609,8.915861124162307,3.5748513183546824,10
provoice,composite,logei,False,gaussian,0,2.242944,extra_trees,0.7588327256301955,0.19779775765688515,0.1041048177334356,0.11405047058820396,34.494561403145774,11.013681371280938,0.6898912280629156,0.22027362742561876,13.234513915480917,5.809289154889457,10
provoice,composite,logei,False,gaussian,20,0.022429,extra_trees,0.8217747461919999,0.44831497156920225,0.022679948004399698,0.040792710869455566,27.37228487849493,6.56290216633978,0.5474456975698986,0.1312580433267956,6.89607739287967,5.120592790758012,10
provoice,composite,logei,False,gaussian,20,0.112147,extra_trees,0.8003238240431351,0.47908011826005686,0.012564324294413199,0.020652183605217037,25.34047304295074,9.47991460396295,0.5068094608590148,0.189598292079259,7.518455629240258,7.231413756788569,10
provoice,composite,logei,False,gaussian,20,0.448589,extra_trees,0.9392398685378586,0.45195717670882246,0.02375180647000815,0.04019889726578021,20.265755876668656,10.95869596099897,0.405315117533373,0.21917391921997942,6.750626056600209,4.774029550361028,10
provoice,composite,logei,False,gaussian,20,2.242944,extra_trees,0.781839693224218,0.34307763457869817,0.03642530820787393,0.0855511475323398,26.20640398540842,9.381673498175617,0.5241280797081684,0.18763346996351235,7.210155637992071,6.884098459578314,10
provoice,composite,logei,True,none,0,0.0,extra_trees,0.7588327256301955,0.19779775765688515,0.010127687174223465,0.02749126267327347,25.85559094806809,6.614014810289909,0.5171118189613618,0.13228029620579818,6.695340397364579,5.369124554437892,10
provoice,composite,logei,True,none,20,0.0,extra_trees,0.7999854435786502,0.4588919298029905,0.010127687174223465,0.02749126267327347,25.85559094806809,6.614014810289909,0.5171118189613618,0.13228029620579818,6.695340397364579,5.369124554437892,10
provoice,composite,qnei,False,gaussian,0,0.022429,extra_trees,0.7588327256301955,0.19779775765688515,0.014005641292592885,0.03969624294595798,25.437677154143618,4.7933659971514295,0.5087535430828722,0.09586731994302858,7.931397763984616,4.586405528221299,10
provoice,composite,qnei,False,gaussian,0,0.112147,extra_trees,0.7588327256301955,0.19779775765688515,0.012339940789392457,0.024740786006414658,26.20062174870485,6.101510381094591,0.524012434974097,0.12203020762189182,9.861888786377058,6.174638355058856,10
provoice,composite,qnei,False,gaussian,0,0.448589,extra_trees,0.7588327256301955,0.19779775765688515,0.044026085431786766,0.1083461981044667,30.35098239899167,7.4456565128758925,0.6070196479798333,0.14891313025751785,10.155566642369823,6.606930113461682,10
provoice,composite,qnei,False,gaussian,0,2.242944,extra_trees,0.7588327256301955,0.19779775765688515,0.04775814458446033,0.1083877092354336,34.670920820848124,9.142294696463397,0.6934184164169624,0.18284589392926795,9.711460836778226,4.755940098583328,10
provoice,composite,qnei,False,gaussian,20,0.022429,extra_trees,0.8722521101345114,0.25052959845154293,0.013025224795509726,0.03573772691913523,26.40781401459858,4.430490474504493,0.5281562802919717,0.08860980949008986,6.892435207545252,5.6176585245151,10
provoice,composite,qnei,False,gaussian,20,0.112147,extra_trees,0.8879702354378077,0.40826545380667406,0.024847688520056845,0.07501903958433194,25.526891512992755,5.331218921829678,0.5105378302598551,0.10662437843659357,7.00832752125343,5.850977901186536,10
provoice,composite,qnei,False,gaussian,20,0.448589,extra_trees,0.7502117837362894,0.32701442223589483,0.02517369909263606,0.07353341347711863,24.414066583743487,6.6541190331921225,0.4882813316748698,0.13308238066384248,6.911034219920348,5.848019617709726,10
provoice,composite,qnei,False,gaussian,20,2.242944,extra_trees,0.7162683577229443,0.42231251981688633,0.00014405622184255896,0.00023817988553521415,27.85311736942765,6.190746875104292,0.557062347388553,0.12381493750208587,6.7788172761177234,5.535725342667685,10
provoice,composite,qnei,True,none,0,0.0,extra_trees,0.7588327256301955,0.19779775765688515,0.0007554455007305449,0.001180155862136054,25.476001480882694,3.794050185835423,0.509520029617654,0.07588100371670847,6.550484087013189,4.799570044776539,10
provoice,composite,qnei,True,none,20,0.0,extra_trees,0.9001089348029729,0.2665878234255502,0.0007554455007305449,0.001180155862136054,25.476001480882694,3.794050185835423,0.509520029617654,0.07588100371670847,6.550484087013189,4.799570044776539,10
