delta_InterventionLightingTransparency,delta_AuditoryAlertVolume,delta_InterventionSymbolTransparency,delta_LevelOfAutonomy,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-0.15417457436651938,0.565706620262657,0.23152094921819044,0.1407035461285836,0.6459049600445453,0.0,1.9060171957671956,0.4967235449735443,48.677693752318376,0.9735538750463675,0.7572899137899205,36.07725960814357,40.32333884870703,0.0,qnei,composite,0.298364,0,50,9,0cbc12a0-7b51-4e55-b069-a6d65cda72b9,gaussian,extra_trees,False,0.01,2.0,12.529543099997682,2.40274074074074,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-1.0,0.03393647055654614,-0.15105403740936324,1.0,1.4226626466775265,20.0,1.7803192239858878,0.6224215167548521,43.89127465692874,0.8778254931385748,0.6400218253968277,36.39393878992316,37.36328945754715,0.0,qnei,composite,0.298364,20,50,9,8f3bbca9-e879-48af-94bf-95efe430ea61,gaussian,extra_trees,False,0.01,2.0,13.202414700004738,2.40274074074074,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.15417457436651938,0.565706620262657,0.23152094921819044,0.1407035461285836,0.6459049600445453,0.0,1.8455886243386264,0.5571521164021136,55.96813692511312,1.1193627385022624,0.7050858279959269,39.012803749410175,58.035036500901704,0.0,qnei,composite,1.49182,0,50,9,e06c26f5-eb59-41e0-b8bc-6c7a00d1479e,gaussian,extra_trees,False,0.01,2.0,12.531844099998125,2.40274074074074,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.5465029540530334,0.03393647055654614,-0.23128751691901164,1.0,1.163318992497367,20.0,1.8666075136283484,0.5361332271123915,45.83218636061819,0.9166437272123638,1.0593386243386207,33.410002042370415,42.00023699725311,0.0,qnei,composite,1.49182,20,50,9,e080ecad-bea1-4950-9d8a-d27f4bf01f8b,gaussian,extra_trees,False,0.01,2.0,13.947318099992117,2.40274074074074,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,2.1394999999999977,0.24008201058201362,42.562831669204456,0.8512566333840891,0.24008201058201362,27.78188547178151,27.78188547178151,0.0,logei,composite,0.0,0,50,8,231759af-06f2-4aad-9c3c-b02cad7d61df,none,extra_trees,True,0.01,2.0,13.874779599995236,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.47098931347486417,0.4272168146581241,-0.2129658731365956,0.0,0.6705964533570025,20.0,2.1394999999999977,0.24008201058201362,42.562831669204456,0.8512566333840891,0.24008201058201362,27.78188547178151,27.78188547178151,0.0,logei,composite,0.0,20,50,8,231759af-06f2-4aad-9c3c-b02cad7d61df,none,extra_trees,True,0.01,2.0,13.874779599995236,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.7773070185986846,0.6022749919833268,42.48693559723657,0.8497387119447314,0.6210187389770803,32.72899426807795,32.87690090388047,0.0,logei,composite,0.014918,0,50,8,8749e927-7b4d-436a-9b68-f47e93c3f9da,gaussian,extra_trees,False,0.01,2.0,12.616732599999523,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.42187014825152747,0.4272168146581241,-0.2647590038993113,0.0,0.656190489765095,20.0,2.0295297619047634,0.35005224867724793,44.477383186828895,0.8895476637365779,0.35005224867724793,27.507327050264724,27.507327050264724,0.0,logei,composite,0.014918,20,50,8,01a8c567-1e45-41df-8290-f7d7790a246a,gaussian,extra_trees,False,0.01,2.0,14.658330000005662,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.755462962962956,0.6241190476190555,43.307567533255096,0.866151350665102,0.6326289682539774,33.58275033068821,36.738623677249095,0.0,logei,composite,0.074591,0,50,8,b4aa8f57-cc21-4508-9126-40263f8c6b73,gaussian,extra_trees,False,0.01,2.0,12.18590039999981,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.4840167977997843,0.4272168146581241,-0.22553609152753298,0.0,0.6838515890604533,20.0,1.9072546296296309,0.47232738095238047,45.113517953309305,0.9022703590661861,0.49860970100828617,28.813947751322917,29.200909291704278,0.0,logei,composite,0.074591,20,50,8,ffdc1b42-f7c7-4919-b6cb-4342305a26a6,gaussian,extra_trees,False,0.01,2.0,13.974165199993877,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.8143591269841246,0.5652228835978867,39.83743201124575,0.7967486402249151,0.6634876543209891,31.98653741713068,35.17337037037058,0.0,logei,composite,0.298364,0,50,8,ed5b952f-dc5e-4a64-8c6c-ecdbbb31404f,gaussian,extra_trees,False,0.01,2.0,10.392885399996885,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.5017267433170807,0.4170023642730655,-0.1424596183183091,0.0,0.6677690016916692,20.0,1.7800423280423254,0.5995396825396859,42.68691510914412,0.8537383021828824,0.6303425925926012,31.34469477513251,32.16272123015908,0.0,logei,composite,0.298364,20,50,8,1c1f304d-a6aa-4266-beee-5393543678e6,gaussian,extra_trees,False,0.01,2.0,10.450189499999397,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.7019503903413227,0.6776316202406887,60.211422922181114,1.2042284584436223,0.6776316202406887,38.66445528257626,63.10410653070153,0.0,logei,composite,1.49182,0,50,8,82bedd85-b962-4508-935b-94208ca38335,gaussian,extra_trees,False,0.01,2.0,11.649297800002387,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.5996221111191444,0.32088234101583124,-0.07354967758404013,0.0,0.6840480304711768,20.0,1.7671914682539633,0.612390542328048,54.73350344399139,1.0946700688798279,0.7656263227513338,31.685242559524095,45.241086350320074,0.0,logei,composite,1.49182,20,50,8,52e54cc8-bfc7-4b57-843f-d6824e5b54e2,gaussian,extra_trees,False,0.01,2.0,12.125792799997726,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,2.0257661808259297,0.3538158297560816,42.81267760447754,0.8562535520895509,0.3538158297560816,29.08618622224811,29.08618622224811,0.0,qnei,composite,0.0,0,50,8,d7063f47-7719-4818-a557-d49373d9f955,none,extra_trees,True,0.01,2.0,12.802601999996114,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.3055826626049556,-0.1692386228225048,0.10348220515556031,0.004330876031305886,0.3643484574012194,20.0,2.0257661808259297,0.3538158297560816,42.81267760447754,0.8562535520895509,0.3538158297560816,29.08618622224811,29.08618622224811,0.0,qnei,composite,0.0,20,50,8,d7063f47-7719-4818-a557-d49373d9f955,none,extra_trees,True,0.01,2.0,12.802601999996114,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,2.2135740740740704,0.166007936507941,50.34036347417996,1.0068072694835992,0.166007936507941,30.10532374338673,30.10532374338673,0.0,qnei,composite,0.014918,0,50,8,3e3db038-7fae-4324-a8e0-a8912b6e2e48,gaussian,extra_trees,False,0.01,2.0,15.46711719999439,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.2800325598089396,-0.1714623520620443,0.10622145667436408,-0.005888968879353973,0.34515974640777797,20.0,1.8405105820105818,0.5390714285714295,46.4618504916775,0.9292370098335501,0.5390714285714295,30.219594025573368,30.219594025573368,0.0,qnei,composite,0.014918,20,50,8,49d5e0d8-e615-4c60-b9d6-a6a16b520884,gaussian,extra_trees,False,0.01,2.0,16.155265199995483,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.8760548941798925,0.5035271164021189,46.322898648910304,0.9264579729782061,0.5277615740740744,34.56360914702617,35.45712031525616,0.0,qnei,composite,0.074591,0,50,8,c4604502-e2c7-4fc8-a22b-704b42b21ccc,gaussian,extra_trees,False,0.01,2.0,12.631095900011132,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.2660322664600885,-0.17500745623459346,0.0743983132241168,-0.013491330698016002,0.3272887128365286,20.0,1.7943379629629612,0.5852440476190501,45.2883447856733,0.905766895713466,0.6814735449735521,31.110152557319395,32.11813877865982,0.0,qnei,composite,0.074591,20,50,8,377e3f11-aea0-4b33-8936-91b89cca7547,gaussian,extra_trees,False,0.01,2.0,13.858227799995802,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.7792417328042303,0.6003402777777811,45.301544149959106,0.9060308829991821,0.7831638384763415,32.997238080207175,38.443249002926386,0.0,qnei,composite,0.298364,0,50,8,ea4d7b82-3292-432b-8ed6-3c590d057b59,gaussian,extra_trees,False,0.01,2.0,13.745779199991375,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.25627657822537475,0.0,0.13069084608687317,0.028369762562262535,0.2890720069907298,20.0,1.782612213403879,0.5969697971781323,45.60728827367053,0.9121457654734105,0.851618386243385,31.31535317460333,38.84907456161009,0.0,qnei,composite,0.298364,20,50,8,93d0d41b-f017-4197-9efc-b57eab16b824,gaussian,extra_trees,False,0.01,2.0,12.786796000000322,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.5429242350906553,-0.5365728331188584,0.10725393117355386,-0.4158000327306759,0.8758254410902803,0.0,1.804926016113516,0.5746559944684952,45.42363202991022,0.9084726405982044,0.7394801587301594,33.6722571198095,39.18335737333685,0.0,qnei,composite,1.49182,0,50,8,c3ea8a76-4262-4f50-bd33-55246eb78f99,gaussian,extra_trees,False,0.01,2.0,14.161768099991605,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.42052774297918727,-0.03229782631418676,0.1582924802215073,0.07699638254482821,0.45702481816577156,20.0,1.943196063196065,0.4363859473859464,45.397678151262426,0.9079535630252485,0.8861018518518515,29.324538530142842,35.73240696417787,0.0,qnei,composite,1.49182,20,50,8,9b0b3090-7196-45f8-8985-3df7ee461631,gaussian,extra_trees,False,0.01,2.0,12.363285899991752,2.3795820105820114,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.9563254731379747,0.4723583892958887,46.23373531795026,0.9246747063590053,0.4723583892958887,31.291693238393602,31.291693238393602,0.0,logei,composite,0.0,0,50,7,8ae020ac-c115-4b9f-9734-8924ed435eeb,none,extra_trees,True,0.01,2.0,12.499261300006765,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.0,0.5319798620877756,0.0,-0.19620232990391284,0.5670078728965344,20.0,1.9563254731379747,0.4723583892958887,46.23373531795026,0.9246747063590053,0.4723583892958887,31.291693238393602,31.291693238393602,0.0,logei,composite,0.0,20,50,7,8ae020ac-c115-4b9f-9734-8924ed435eeb,none,extra_trees,True,0.01,2.0,12.499261300006765,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.9553731345814673,0.47331072785239603,47.42760819787393,0.9485521639574785,0.47331072785239603,31.294281305114946,31.294281305114946,0.0,logei,composite,0.014918,0,50,7,e746fbc5-8003-4ec5-ab52-e56a578bec25,gaussian,extra_trees,False,0.01,2.0,14.580711399990832,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.0,0.5283152916751822,0.0,-0.19620232990391284,0.5635711150134973,20.0,1.8514768518518496,0.5772070105820137,45.92328470389717,0.9184656940779433,0.5772070105820137,34.51738040123493,34.566341710758806,0.0,logei,composite,0.014918,20,50,7,0f97aa8f-5d24-443b-a3d8-f7e9093f7a15,gaussian,extra_trees,False,0.01,2.0,14.18695590000425,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.9415727513227523,0.48711111111111105,41.39297780827689,0.8278595561655377,0.48711111111111105,32.29248804012366,33.085638265896385,0.0,logei,composite,0.074591,0,50,7,0d91f04f-98c1-4b5b-84bd-e1bf7ea98f45,gaussian,extra_trees,False,0.01,2.0,14.63286730000982,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.0,0.512591809040509,0.0,-0.19620232990391284,0.548858558241689,20.0,1.7572916666666587,0.6713921957672047,45.40574961126899,0.9081149922253797,0.7326375661375744,35.00914726631438,35.21563899911862,0.0,logei,composite,0.074591,20,50,7,d7d028ca-a152-4fc7-bfb4-96d4b175e92a,gaussian,extra_trees,False,0.01,2.0,11.448863900004653,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.789145070207568,0.6395387922262954,48.57053009022635,0.971410601804527,0.7279742063492154,39.33778795657435,44.769703939579266,0.0,logei,composite,0.298364,0,50,7,f3346853-7ac7-49b7-989c-8b25d61ec92d,gaussian,extra_trees,False,0.01,2.0,12.588243100006366,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.0,0.5212912176735015,0.0,-0.19620232990391284,0.5569918203019195,20.0,1.9177805419888747,0.5109033204449887,44.40306908427715,0.8880613816855429,0.6107718253968293,33.10290482973852,34.34307186948893,0.0,logei,composite,0.298364,20,50,7,61e9ec05-53c6-45fc-88c3-d2f7e7b767e2,gaussian,extra_trees,False,0.01,2.0,10.023575600003824,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.705309854497355,0.7233740079365083,42.850100814567156,0.8570020162913431,0.7233740079365083,38.733763053690595,40.280727127425536,0.0,logei,composite,1.49182,0,50,7,4357bbdf-71c8-49ac-9256-3846bae48148,gaussian,extra_trees,False,0.01,2.0,10.693538399995305,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
0.0,0.0,0.0,0.08438287324123656,0.08438287324123656,20.0,1.890465727174059,0.5382181352598043,47.163847071177564,0.9432769414235512,1.1507023809523826,32.14590496540527,47.37400116843054,0.0,logei,composite,1.49182,20,50,7,0e66e8f8-6848-4468-bf2f-0e74d0a6eb96,gaussian,extra_trees,False,0.01,2.0,9.234808199995314,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.7730555555555485,0.6556283068783149,46.78302207799048,0.9356604415598097,0.6556283068783149,34.691601300705884,34.691601300705884,0.0,qnei,composite,0.0,0,50,7,b8f4093a-5647-46b1-a2b7-c54cec410744,none,extra_trees,True,0.01,2.0,13.401178400003118,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.7519499251415986,0.25959019134085426,0.0,0.0,0.7954971762117306,20.0,1.7730555555555485,0.6556283068783149,46.78302207799048,0.9356604415598097,0.6556283068783149,34.691601300705884,34.691601300705884,0.0,qnei,composite,0.0,20,50,7,b8f4093a-5647-46b1-a2b7-c54cec410744,none,extra_trees,True,0.01,2.0,13.401178400003118,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.9114702380952397,0.5172136243386236,42.146644745742385,0.8429328949148477,0.5172136243386236,32.21553417107609,32.23578417107609,0.0,qnei,composite,0.014918,0,50,7,0b03311f-f6bd-4d91-b66c-49863528a5f6,gaussian,extra_trees,False,0.01,2.0,13.430342200008454,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.7519499251415986,0.26727983388488197,0.0,0.0,0.7980395977155431,20.0,1.8061606125356127,0.6225232498982507,45.580480880335315,0.9116096176067063,0.6225232498982507,34.907418125085215,34.907418125085215,0.0,qnei,composite,0.014918,20,50,7,87fb1e5d-497c-46e6-94f7-e52061c20ada,gaussian,extra_trees,False,0.01,2.0,14.905095099995378,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
-0.32492918169344154,-0.021294320015982193,-0.6933783471116569,0.5960212283921744,0.9705911900065457,0.0,1.7851620370370331,0.6435218253968302,47.73600498491041,0.9547200996982081,0.6595013227513307,34.51369753086455,34.91247861819832,0.0,qnei,composite,0.074591,0,50,7,f5a844ae-e30e-4a4b-8d7c-8c17925ca434,gaussian,extra_trees,False,0.01,2.0,14.384260600010748,2.4286838624338634,provoice,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy"
